category,image_path,gt_mask_path,box_x1,box_y1,box_x2,box_y2,patchcore_top1_gt_iou,patchcore_top1_gt_f1,sam2_score,sam2_gt_iou,sam2_gt_f1,visual_path
grid,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/grid/test/bent/000.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/grid/ground_truth/bent/000_mask.png,63.0,172.0,83.0,193.0,0.117925,0.21097,0.5864641070365906,0.06288032454361055,0.1183206106870229,results/analysis/sam2_prompt_feasibility/MVTecAD/grid/sam2_box_prompt/grid_0001_sam2_box.png
grid,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/grid/test/bent/002.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/grid/ground_truth/bent/002_mask.png,89.0,43.0,111.0,63.0,0.20332,0.337931,0.43471020460128784,0.0,0.0,results/analysis/sam2_prompt_feasibility/MVTecAD/grid/sam2_box_prompt/grid_0002_sam2_box.png
grid,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/grid/test/bent/003.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/grid/ground_truth/bent/003_mask.png,111.0,17.0,138.0,43.0,0.137405,0.241611,0.7144905924797058,0.06683480453972257,0.12529550827423167,results/analysis/sam2_prompt_feasibility/MVTecAD/grid/sam2_box_prompt/grid_0003_sam2_box.png
grid,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/grid/test/bent/004.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/grid/ground_truth/bent/004_mask.png,154.0,174.0,174.0,199.0,0.277778,0.434783,0.8530306816101074,0.061224489795918366,0.11538461538461539,results/analysis/sam2_prompt_feasibility/MVTecAD/grid/sam2_box_prompt/grid_0004_sam2_box.png
grid,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/grid/test/bent/007.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/grid/ground_truth/bent/007_mask.png,11.0,39.0,41.0,63.0,0.430512,0.601899,0.62843918800354,0.0,0.0,results/analysis/sam2_prompt_feasibility/MVTecAD/grid/sam2_box_prompt/grid_0005_sam2_box.png
grid,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/grid/test/bent/009.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/grid/ground_truth/bent/009_mask.png,54.0,31.0,96.0,77.0,0.204622,0.339729,0.37807121872901917,0.10012836970474968,0.18203033838973162,results/analysis/sam2_prompt_feasibility/MVTecAD/grid/sam2_box_prompt/grid_0006_sam2_box.png
grid,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/grid/test/bent/011.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/grid/ground_truth/bent/011_mask.png,128.0,38.0,153.0,66.0,0.253942,0.40503,0.07739650458097458,0.062144751799924215,0.11701748127006778,results/analysis/sam2_prompt_feasibility/MVTecAD/grid/sam2_box_prompt/grid_0007_sam2_box.png
grid,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/grid/test/broken/002.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/grid/ground_truth/broken/002_mask.png,73.0,115.0,100.0,143.0,0.136086,0.239569,0.4433843195438385,0.19424460431654678,0.3253012048192771,results/analysis/sam2_prompt_feasibility/MVTecAD/grid/sam2_box_prompt/grid_0008_sam2_box.png
grid,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/grid/test/broken/003.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/grid/ground_truth/broken/003_mask.png,32.0,80.0,60.0,111.0,0.24322,0.391275,0.5345719456672668,0.056288478452066845,0.10657785179017486,results/analysis/sam2_prompt_feasibility/MVTecAD/grid/sam2_box_prompt/grid_0009_sam2_box.png
grid,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/grid/test/broken/004.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/grid/ground_truth/broken/004_mask.png,93.0,136.0,118.0,162.0,0.175214,0.298182,0.5284459590911865,0.11547344110854503,0.2070393374741201,results/analysis/sam2_prompt_feasibility/MVTecAD/grid/sam2_box_prompt/grid_0010_sam2_box.png
