image_id,dataset,category,original_split,role,path,width,height
00894cf46f6d536d711b7985,AD2,rice,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/rice/train/good/261_regular.png,2448,2048
026331a91cd869c8492ede78,AD2,rice,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/rice/train/good/043_regular.png,2448,2048
0287ab2eb48d5167ca50283a,AD2,rice,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/rice/train/good/046_regular.png,2448,2048
02d0ac8883fbd22a0e937f54,AD2,rice,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/rice/train/good/101_regular.png,2448,2048
039b4145f06fc0fddde895d7,AD2,rice,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/rice/train/good/290_regular.png,2448,2048
03a6a394846046eab1247b85,AD2,rice,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/rice/train/good/162_regular.png,2448,2048
04c4fb0e3ba189b0d9562d9c,AD2,rice,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/rice/train/good/150_regular.png,2448,2048
055b87b5fbe10498d4577cca,AD2,rice,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/rice/train/good/084_regular.png,2448,2048
0589bc4f2e6bc256d622e6f3,AD2,rice,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/rice/train/good/158_regular.png,2448,2048
069b87d99a2e7af1ed43b69b,AD2,rice,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/rice/train/good/099_regular.png,2448,2048
069e814bafa013aac41cd307,AD2,rice,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/rice/train/good/055_regular.png,2448,2048
07bd4869fb764c639c24e9aa,AD2,rice,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/rice/train/good/076_regular.png,2448,2048
07fb72cdc8355dca593691d0,AD2,rice,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/rice/train/good/298_regular.png,2448,2048
094f41d3fb719a71318712d2,AD2,rice,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/rice/train/good/107_regular.png,2448,2048
0a1fa884a9aed275b065c295,AD2,rice,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/rice/train/good/272_regular.png,2448,2048
0ad423aa7b968feb5d69d426,AD2,rice,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/rice/train/good/074_regular.png,2448,2048
0b09b099d101eb0b8b99ffc1,AD2,rice,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/rice/train/good/276_regular.png,2448,2048
0b32dde3cdbd1724b0e89acb,AD2,rice,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/rice/train/good/212_regular.png,2448,2048
0b682aa94900e1df2b21189c,AD2,rice,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/rice/train/good/230_regular.png,2448,2048
0c5cec72ea7facb9b06267a8,AD2,rice,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/rice/train/good/291_regular.png,2448,2048
0d0726ca53d3c0636b185dc7,AD2,rice,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/rice/train/good/030_regular.png,2448,2048
0d95dff2bd5156878fe37d0c,AD2,rice,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/rice/train/good/120_regular.png,2448,2048
0dc74e8fb445d05a4a82246e,AD2,rice,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/rice/train/good/031_regular.png,2448,2048
0f40578feea50244968eaff3,AD2,rice,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/rice/train/good/007_regular.png,2448,2048
0f937bcb5e0ab76b1cdcb0a0,AD2,rice,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/rice/train/good/189_regular.png,2448,2048
0fe98882cecf55d0ef7ef336,AD2,rice,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/rice/train/good/199_regular.png,2448,2048
1075989489afc3d9ed201dc7,AD2,rice,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/rice/train/good/089_regular.png,2448,2048
10e533dcad3e1be46fdcdbb5,AD2,rice,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/rice/train/good/154_regular.png,2448,2048
12c2d84d4bac14a4d9f90825,AD2,rice,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/rice/train/good/260_regular.png,2448,2048
1357512c07a76322ff03bcac,AD2,rice,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/rice/train/good/140_regular.png,2448,2048
154df018b24b23000db6ae54,AD2,rice,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/rice/train/good/307_regular.png,2448,2048
156bdb8b808fece0431f94c6,AD2,rice,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/rice/train/good/270_regular.png,2448,2048
