dataset,category,image_path,canonical_image_path,gt_binary,patchcore_score,component_rank,candidate_available,threshold,threshold_quantile,image_width,image_height,map_width,map_height,x1,y1,x2,y2,map_x1,map_y1,map_x2,map_y2,map_area,box_area,box_area_ratio,candidate_score_mean,candidate_score_max,candidate_score_sum
MVTec AD,bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/000.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/000.png,1,0.9409188032150269,1,1,0.9044361710548401,0.97,900,900,224,224,699,357,792,551,174,89,197,137,799,18042,0.022274074074074075,0.9525651931762695,1.0,761.099609375
MVTec AD,bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/000.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/000.png,1,0.9409188032150269,2,1,0.9044361710548401,0.97,900,900,224,224,574,642,720,760,143,160,179,189,707,17228,0.021269135802469134,0.9279804229736328,0.9521127343177795,656.0821533203125
MVTec AD,bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/001.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/001.png,1,0.9040037393569946,1,1,0.8933470845222473,0.97,900,900,224,224,132,433,242,607,33,108,60,151,881,19140,0.02362962962962963,0.9455627202987671,1.0,833.040771484375
MVTec AD,bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/001.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/001.png,1,0.9040037393569946,2,1,0.8933470845222473,0.97,900,900,224,224,606,578,716,692,151,144,178,172,513,12540,0.015481481481481481,0.9346504211425781,0.9803159236907959,479.4756774902344
MVTec AD,bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/001.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/001.png,1,0.9040037393569946,3,1,0.8933470845222473,0.97,900,900,224,224,433,719,499,756,108,179,124,188,112,2442,0.003014814814814815,0.9018335342407227,0.9104905724525452,101.00535583496094
MVTec AD,bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/002.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/002.png,1,0.8993467092514038,1,1,0.9371567964553833,0.97,900,900,224,224,582,200,772,503,145,50,192,125,1506,57570,0.07107407407407407,0.9626016020774841,1.0,1449.677978515625
MVTec AD,bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/003.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/003.png,1,0.9826626777648926,1,1,0.9200462102890015,0.97,900,900,224,224,373,691,571,812,93,172,142,202,833,23958,0.02957777777777778,0.9520273804664612,1.0,793.038818359375
MVTec AD,bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/003.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/003.png,1,0.9826626777648926,2,1,0.9200462102890015,0.97,900,900,224,224,96,558,177,692,24,139,44,172,465,10854,0.0134,0.9453500509262085,0.9741125702857971,439.5877685546875
MVTec AD,bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/003.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/003.png,1,0.9826626777648926,3,1,0.9200462102890015,0.97,900,900,224,224,88,369,117,434,22,92,29,108,88,1885,0.0023271604938271606,0.9238730072975159,0.9275314807891846,81.30082702636719
MVTec AD,bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/004.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/004.png,1,0.9949211478233337,1,1,0.7762943506240845,0.97,900,900,224,224,144,245,318,455,36,61,79,113,1506,36540,0.04511111111111111,0.877825915813446,1.0,1322.005859375
MVTec AD,bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/005.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/005.png,1,0.8185411691665649,1,1,0.8693411350250244,0.97,900,900,224,224,614,241,784,515,153,60,195,128,1506,46580,0.057506172839506174,0.9360718131065369,1.0,1409.72412109375
MVTec AD,bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/006.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/006.png,1,1.0,1,1,0.8620791435241699,0.97,900,900,224,224,462,120,688,310,115,30,171,77,1468,42940,0.05301234567901235,0.9308965802192688,1.0,1366.55615234375
MVTec AD,bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/006.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/006.png,1,1.0,2,1,0.8620791435241699,0.97,900,900,224,224,216,220,250,250,54,55,62,62,38,1020,0.0012592592592592592,0.8645685911178589,0.8670169711112976,32.853607177734375
MVTec AD,bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/007.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/007.png,1,0.8554443120956421,1,1,0.9319316148757935,0.97,900,900,224,224,204,662,414,780,51,165,103,194,835,24780,0.03059259259259259,0.953389585018158,0.9760875701904297,796.080322265625
MVTec AD,bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/007.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/007.png,1,0.8554443120956421,2,1,0.9319316148757935,0.97,900,900,224,224,140,437,225,619,35,109,56,154,671,15470,0.019098765432098767,0.9630596041679382,1.0,646.2130126953125
MVTec AD,bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/008.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/008.png,1,0.9519696235656738,1,1,0.9142218828201294,0.97,900,900,224,224,216,574,410,768,54,143,102,191,966,37636,0.0464641975308642,0.9512802362442017,1.0,918.9367065429688
MVTec AD,bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/008.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/008.png,1,0.9519696235656738,2,1,0.9142218828201294,0.97,900,900,224,224,610,582,708,736,152,145,176,183,540,15092,0.0186320987654321,0.938442587852478,0.9714000821113586,506.7590026855469
MVTec AD,bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/009.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/009.png,1,0.8420738577842712,1,1,0.8228332996368408,0.97,900,900,224,224,377,140,639,254,94,35,159,63,1350,29868,0.03687407407407407,0.895410418510437,1.0,1208.8040771484375
MVTec AD,bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/009.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/009.png,1,0.8420738577842712,2,1,0.8228332996368408,0.97,900,900,224,224,695,514,744,587,173,128,185,146,156,3577,0.004416049382716049,0.8386737108230591,0.8552648425102234,130.83309936523438
MVTec AD,bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/010.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/010.png,1,0.9531456232070923,1,1,0.8830516934394836,0.97,900,900,224,224,188,168,455,318,47,42,113,79,1506,40050,0.049444444444444444,0.9362009763717651,1.0,1409.918701171875
MVTec AD,bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/011.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/011.png,1,0.7553346753120422,1,1,0.907563328742981,0.97,900,900,224,224,261,618,680,756,65,154,169,188,1506,57822,0.07138518518518519,0.9495769143104553,1.0,1430.0628662109375
MVTec AD,bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/012.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/012.png,1,0.942373514175415,1,1,0.759463906288147,0.97,900,900,224,224,454,152,680,298,113,38,169,74,1411,32996,0.0407358024691358,0.8620964288711548,1.0,1216.4180908203125
MVTec AD,bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/012.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/012.png,1,0.942373514175415,2,1,0.759463906288147,0.97,900,900,224,224,735,433,768,499,183,108,191,124,95,2178,0.002688888888888889,0.7677023410797119,0.776572048664093,72.93172454833984
MVTec AD,bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/013.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/013.png,1,0.8903416395187378,1,1,0.9367610812187195,0.97,900,900,224,224,389,156,736,354,97,39,183,88,1506,68706,0.08482222222222222,0.9679058790206909,1.0,1457.666259765625
MVTec AD,bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/014.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/014.png,1,0.935484766960144,1,1,0.7628832459449768,0.97,900,900,224,224,176,542,382,736,44,135,95,183,1506,39964,0.04933827160493827,0.871727466583252,1.0,1312.821533203125
MVTec AD,bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/015.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/015.png,1,0.9484529495239258,1,1,0.851466178894043,0.97,900,900,224,224,679,369,780,571,169,92,194,142,991,20402,0.025187654320987653,0.9151477813720703,1.0,906.9114379882812
MVTec AD,bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/015.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/015.png,1,0.9484529495239258,2,1,0.851466178894043,0.97,900,900,224,224,506,642,667,732,126,160,166,182,515,14490,0.017888888888888888,0.8767964243888855,0.9115712642669678,451.5501708984375
MVTec AD,bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/016.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/016.png,1,0.87273108959198,1,1,0.9470447897911072,0.97,900,900,224,224,494,526,728,736,123,131,181,183,795,49140,0.06066666666666667,0.965397298336029,0.9893169403076172,767.4908447265625
MVTec AD,bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/016.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/016.png,1,0.87273108959198,2,1,0.9470447897911072,0.97,900,900,224,224,666,257,772,446,166,64,192,111,571,20034,0.024733333333333333,0.9686954021453857,1.0,553.1250610351562
MVTec AD,bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/016.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/016.png,1,0.87273108959198,3,1,0.9470447897911072,0.97,900,900,224,224,598,212,647,250,149,53,161,62,81,1862,0.0022987654320987655,0.9515979886054993,0.9565344452857971,77.07943725585938
MVTec AD,bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/017.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/017.png,1,0.9360688924789429,1,1,0.8824790120124817,0.97,900,900,224,224,144,204,370,438,36,51,92,109,828,52884,0.06528888888888888,0.8949871063232422,0.9216852188110352,741.04931640625
MVTec AD,bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/017.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/017.png,1,0.9360688924789429,2,1,0.8824790120124817,0.97,900,900,224,224,454,164,623,258,113,41,155,64,678,15886,0.019612345679012346,0.9331340193748474,1.0,632.6648559570312
MVTec AD,bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/018.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/018.png,1,0.9721400737762451,1,1,0.8863584399223328,0.97,900,900,224,224,212,638,479,784,53,159,119,195,1380,38982,0.048125925925925926,0.9315376877784729,1.0,1285.52197265625
MVTec AD,bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/018.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/018.png,1,0.9721400737762451,2,1,0.8863584399223328,0.97,900,900,224,224,164,357,205,422,41,89,51,105,126,2665,0.0032901234567901234,0.8956195116043091,0.9055147767066956,112.84806060791016
MVTec AD,bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/019.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/019.png,1,0.9099395871162415,1,1,0.8744885921478271,0.97,900,900,224,224,550,208,756,374,137,52,188,93,1141,34196,0.04221728395061728,0.9318432807922363,1.0,1063.233154296875
MVTec AD,bottle,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/019.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/bottle/test/broken_large/019.png,1,0.9099395871162415,2,1,0.8744885921478271,0.97,900,900,224,224,719,526,776,623,179,131,193,155,252,5529,0.006825925925925926,0.8922250866889954,0.9101502299308777,224.84072875976562
