category,method,auroc,ap
can,D512,0.5154320987654321,0.5872663847259421
can,full_42,0.5679012345679013,0.6167452089594548
can,full_123,0.5560185185185185,0.5912219708048175
can,full_2026,0.5575617283950617,0.5910918838216099
can,map_42,0.5216049382716049,0.5689303093176739
can,map_123,0.523611111111111,0.5698712455909956
can,map_2026,0.5266975308641976,0.5711237679099038
can,percentile_42,0.5467592592592593,0.5939250383778402
can,percentile_123,0.5330246913580248,0.5861561773892288
can,percentile_2026,0.5354938271604938,0.6050141633895172
can,robust_42,0.5373456790123456,0.5746248739996038
can,robust_123,0.5370370370370371,0.57581836166292
can,robust_2026,0.5358024691358024,0.5808947621813578
fabric,D512,0.7856902356902357,0.8120076832795635
fabric,full_42,0.772895622895623,0.8182032871985374
fabric,full_123,0.7707070707070707,0.8206276117860014
fabric,full_2026,0.7742424242424243,0.8232379885333294
fabric,map_42,0.7333333333333334,0.7809768585514136
fabric,map_123,0.7292929292929293,0.778407642049176
fabric,map_2026,0.7353535353535354,0.781059867100641
fabric,percentile_42,0.7183501683501683,0.7765000609208795
fabric,percentile_123,0.7116161616161616,0.7766410501832173
fabric,percentile_2026,0.7301346801346801,0.7833821690115055
fabric,robust_42,0.7765993265993266,0.8223984863905898
fabric,robust_123,0.7786195286195287,0.8256396600873964
fabric,robust_2026,0.7816498316498317,0.8283981968374614
fruit_jelly,D512,0.9241666666666667,0.9749617300409257
fruit_jelly,full_42,0.9408333333333333,0.977479828807135
fruit_jelly,full_123,0.9425,0.9791386754356626
fruit_jelly,full_2026,0.9566666666666667,0.9842787903032109
fruit_jelly,map_42,0.9583333333333334,0.9871536443474028
fruit_jelly,map_123,0.9525,0.9853285810261841
fruit_jelly,map_2026,0.9583333333333335,0.9872143706581291
fruit_jelly,percentile_42,0.9508333333333334,0.9825911542147936
fruit_jelly,percentile_123,0.9516666666666667,0.9840808957012193
fruit_jelly,percentile_2026,0.9525,0.9836126921061135
fruit_jelly,robust_42,0.5158333333333334,0.7603421037708912
fruit_jelly,robust_123,0.6358333333333333,0.8579606451583578
fruit_jelly,robust_2026,0.9,0.96987649226088
rice,D512,0.6812169312169313,0.81991662444153
rice,full_42,0.5962962962962963,0.7852718826868386
rice,full_123,0.5814814814814814,0.7730037230239248
rice,full_2026,0.5748677248677249,0.7773798129165683
rice,map_42,0.7227513227513228,0.8578689576733436
rice,map_123,0.7288359788359788,0.863234342740183
rice,map_2026,0.7198412698412698,0.8567847899125184
rice,percentile_42,0.5283068783068783,0.7504320626690497
rice,percentile_123,0.5208994708994709,0.745370957153177
rice,percentile_2026,0.5232804232804232,0.7472540163319151
rice,robust_42,0.626984126984127,0.8099046483728476
rice,robust_123,0.6240740740740739,0.8069139813049551
rice,robust_2026,0.6171957671957673,0.7961984249699594
sheet_metal,D512,0.6532407407407408,0.8914405058310522
sheet_metal,full_42,0.6236111111111111,0.8766948927199543
sheet_metal,full_123,0.6240740740740739,0.8758121365560275
sheet_metal,full_2026,0.601388888888889,0.8763264944122288
sheet_metal,map_42,0.6546296296296297,0.8824825311153845
sheet_metal,map_123,0.6537037037037037,0.8825668338943529
sheet_metal,map_2026,0.6518518518518519,0.881875338110939
sheet_metal,percentile_42,0.624074074074074,0.8716446405704872
sheet_metal,percentile_123,0.6273148148148148,0.8716298063617876
sheet_metal,percentile_2026,0.6375,0.8780933776374313
sheet_metal,robust_42,0.6583333333333333,0.8848379756310102
sheet_metal,robust_123,0.6615740740740741,0.8855364708892477
sheet_metal,robust_2026,0.6574074074074074,0.8859223033404171
vial,D512,0.868843537414966,0.9567267565366104
vial,full_42,0.7289795918367347,0.8869427346058159
vial,full_123,0.73578231292517,0.8905670909395602
vial,full_2026,0.7050340136054422,0.8725387038512311
vial,map_42,0.813877551020408,0.9240688971909945
vial,map_123,0.8024489795918368,0.9131214222166582
vial,map_2026,0.8146938775510204,0.9254289910653453
vial,percentile_42,0.8598639455782314,0.9488668355509293
vial,percentile_123,0.868843537414966,0.9530043924882017
vial,percentile_2026,0.8672108843537415,0.9485115999863751
vial,robust_42,0.7910204081632654,0.9057339779448992
vial,robust_123,0.7964625850340135,0.913938813657108
vial,robust_2026,0.8038095238095239,0.91182794164302
wallplugs,D512,0.5625925925925926,0.6815126863081594
wallplugs,full_42,0.522962962962963,0.6374770547933579
wallplugs,full_123,0.5325925925925926,0.6498484469705899
wallplugs,full_2026,0.5205555555555555,0.6398138266823974
wallplugs,map_42,0.5874074074074075,0.6899872950539184
wallplugs,map_123,0.5837037037037037,0.6883431791371575
wallplugs,map_2026,0.5837037037037037,0.68264547398027
wallplugs,percentile_42,0.4931481481481482,0.6321921636981797
wallplugs,percentile_123,0.49722222222222223,0.6317152729926018
wallplugs,percentile_2026,0.48870370370370375,0.6264424923196663
wallplugs,robust_42,0.5716666666666667,0.6806618812684215
wallplugs,robust_123,0.5714814814814814,0.6787432969205829
wallplugs,robust_2026,0.5735185185185183,0.6776488037117834
walnuts,D512,0.8603703703703703,0.9160163649173206
walnuts,full_42,0.8522222222222222,0.9110294573039194
walnuts,full_123,0.8675925925925926,0.9207332100192293
walnuts,full_2026,0.8511111111111112,0.9127534630152325
walnuts,map_42,0.8659259259259259,0.9254087953827347
walnuts,map_123,0.8646296296296297,0.9248777949996428
walnuts,map_2026,0.8655555555555556,0.9250480464509988
walnuts,percentile_42,0.8561111111111112,0.9236829312286402
walnuts,percentile_123,0.8540740740740741,0.9223595518567618
walnuts,percentile_2026,0.8587037037037037,0.9245212107860713
walnuts,robust_42,0.8577777777777779,0.9234587375535456
walnuts,robust_123,0.8346296296296297,0.9122759905136156
walnuts,robust_2026,0.8396296296296297,0.9158359085565216
