dataset,category,image_path,canonical_image_path,gt_binary,patchcore_score,component_rank,candidate_available,threshold,threshold_quantile,image_width,image_height,map_width,map_height,x1,y1,x2,y2,map_x1,map_y1,map_x2,map_y2,map_area,box_area,box_area_ratio,candidate_score_mean,candidate_score_max,candidate_score_sum
MVTec AD,toothbrush,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/toothbrush/test/defective/000.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/toothbrush/test/defective/000.png,1,1.0,1,1,0.7287620902061462,0.97,1024,1024,224,224,196,452,362,704,43,99,79,154,1506,41832,0.03989410400390625,0.8572095036506653,1.0,1290.95751953125
MVTec AD,toothbrush,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/toothbrush/test/defective/001.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/toothbrush/test/defective/001.png,1,0.529253363609314,1,1,0.7483605146408081,0.97,1024,1024,224,224,416,224,572,499,91,49,125,109,1506,42900,0.040912628173828125,0.8484496474266052,1.0,1277.76513671875
MVTec AD,toothbrush,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/toothbrush/test/defective/002.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/toothbrush/test/defective/002.png,1,0.8009578585624695,1,1,0.852262020111084,0.97,1024,1024,224,224,356,777,746,1006,78,170,163,220,1506,89310,0.08517265319824219,0.916766345500946,1.0,1380.650146484375
MVTec AD,toothbrush,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/toothbrush/test/defective/003.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/toothbrush/test/defective/003.png,1,0.5802084803581238,1,1,0.856249213218689,0.97,1024,1024,224,224,411,722,576,901,90,158,126,197,954,29535,0.028166770935058594,0.9185729622840881,1.0,876.318603515625
MVTec AD,toothbrush,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/toothbrush/test/defective/003.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/toothbrush/test/defective/003.png,1,0.5802084803581238,2,1,0.856249213218689,0.97,1024,1024,224,224,562,173,668,357,123,38,146,78,552,19504,0.0186004638671875,0.9029784798622131,0.9808207750320435,498.4441223144531
MVTec AD,toothbrush,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/toothbrush/test/defective/004.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/toothbrush/test/defective/004.png,1,0.5,1,1,0.7640536427497864,0.97,1024,1024,224,224,480,699,668,924,105,153,146,202,1506,42300,0.040340423583984375,0.8670311570167542,1.0,1305.7489013671875
MVTec AD,toothbrush,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/toothbrush/test/defective/005.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/toothbrush/test/defective/005.png,1,1.0,1,1,0.7287788391113281,0.97,1024,1024,224,224,553,45,773,247,121,10,169,54,1506,44440,0.04238128662109375,0.8355865478515625,1.0,1258.393310546875
MVTec AD,toothbrush,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/toothbrush/test/defective/006.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/toothbrush/test/defective/006.png,1,0.7130916118621826,1,1,0.718395471572876,0.97,1024,1024,224,224,429,411,627,631,94,90,137,138,1506,43560,0.04154205322265625,0.8270626068115234,1.0,1245.5562744140625
MVTec AD,toothbrush,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/toothbrush/test/defective/007.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/toothbrush/test/defective/007.png,1,0.5446916222572327,1,1,0.7689568400382996,0.97,1024,1024,224,224,544,580,672,755,119,127,147,165,803,22400,0.0213623046875,0.8468678593635559,0.9381824731826782,680.034912109375
MVTec AD,toothbrush,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/toothbrush/test/defective/007.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/toothbrush/test/defective/007.png,1,0.5446916222572327,2,1,0.7689568400382996,0.97,1024,1024,224,224,475,868,608,1024,104,190,133,224,703,20748,0.019786834716796875,0.8739348649978638,1.0,614.376220703125
MVTec AD,toothbrush,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/toothbrush/test/defective/008.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/toothbrush/test/defective/008.png,1,1.0,1,1,0.8664276003837585,0.97,1024,1024,224,224,320,841,686,974,70,184,150,213,1506,48678,0.04642295837402344,0.9034822583198547,1.0,1360.644287109375
MVTec AD,toothbrush,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/toothbrush/test/defective/009.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/toothbrush/test/defective/009.png,1,0.8456814885139465,1,1,0.7604929208755493,0.97,1024,1024,224,224,516,667,778,823,113,146,170,180,1506,40872,0.03897857666015625,0.8732044696807861,1.0,1315.0458984375
MVTec AD,toothbrush,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/toothbrush/test/defective/010.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/toothbrush/test/defective/010.png,1,1.0,1,1,0.8858011364936829,0.97,1024,1024,224,224,562,804,764,983,123,176,167,215,941,36158,0.03448295593261719,0.9433823227882385,1.0,887.7227783203125
MVTec AD,toothbrush,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/toothbrush/test/defective/010.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/toothbrush/test/defective/010.png,1,1.0,2,1,0.8858011364936829,0.97,1024,1024,224,224,278,827,435,965,61,181,95,211,565,21666,0.020662307739257812,0.9180578589439392,0.9594388008117676,518.7026977539062
MVTec AD,toothbrush,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/toothbrush/test/defective/011.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/toothbrush/test/defective/011.png,1,0.5979699492454529,1,1,0.7351813316345215,0.97,1024,1024,224,224,338,544,558,750,74,119,122,164,1506,45320,0.04322052001953125,0.8539333939552307,1.0,1286.023681640625
MVTec AD,toothbrush,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/toothbrush/test/defective/012.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/toothbrush/test/defective/012.png,1,1.0,1,1,0.712958574295044,0.97,1024,1024,224,224,310,0,544,211,68,0,119,46,1506,49374,0.04708671569824219,0.8347136974334717,1.0,1257.078857421875
MVTec AD,toothbrush,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/toothbrush/test/defective/013.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/toothbrush/test/defective/013.png,1,0.5326763391494751,1,1,0.7901987433433533,0.97,1024,1024,224,224,434,736,608,997,95,161,133,218,1506,45414,0.04331016540527344,0.8833476305007935,1.0,1330.321533203125
MVTec AD,toothbrush,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/toothbrush/test/defective/014.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/toothbrush/test/defective/014.png,1,1.0,1,1,0.6855974197387695,0.97,1024,1024,224,224,461,0,686,211,101,0,150,46,1506,47475,0.04527568817138672,0.8309562802314758,1.0,1251.420166015625
MVTec AD,toothbrush,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/toothbrush/test/defective/015.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/toothbrush/test/defective/015.png,1,1.0,1,1,0.7491440773010254,0.97,1024,1024,224,224,443,530,590,832,97,116,129,182,1506,44394,0.04233741760253906,0.839112401008606,1.0,1263.7032470703125
