image_id,category,split,identity,brightness08,brightness12,contrast08,contrast12,view_mean,view_median,view_min,identity_z,brightness08_z,brightness12_z,contrast08_z,contrast12_z,view_mean_z,view_median_z,view_min_z
018907bf1dcc6fa36230be24,candle,calibration,28.854780197143555,28.657258987426758,31.613122940063477,29.68590545654297,32.19620895385742,30.201455307006835,29.68590545654297,28.657258987426758,-0.05280255917200765,-0.6008971769389342,-0.16213254040126301,0.015542439677245943,0.14160004395468803,-0.09624825390249216,-0.04329171298594458,-0.0982071143763736
02bd8d596731ab3417010866,candle,evaluation,61.67417907714844,60.72683334350586,62.110198974609375,60.5372428894043,62.75398635864258,61.56048812866211,61.67417907714844,60.5372428894043,10.875909877806263,15.09522063539204,11.071710909616872,13.820316707169292,13.33496008560307,16.205968785113956,16.34032716356424,11.140375924808737
0337f49d30789e965adb6aa3,candle,evaluation,35.488494873046875,39.57734680175781,39.29777908325195,38.719417572021484,36.5640983581543,37.92942733764649,38.719417572021484,35.488494873046875,2.156194636266543,4.7438256108223245,2.6685724092145704,4.057687966373446,2.0274419613699806,3.921193165015807,4.583454368158063,2.3099939686875555
0376a84cc136cb65b92d2401,candle,evaluation,28.044506072998047,28.91202735900879,28.841745376586914,28.45574378967285,35.34726333618164,29.92025718688965,28.841745376586914,28.044506072998047,-0.3226202036172178,-0.4762034616184111,-1.1829917747003775,-0.5349070881793718,1.5020718618529132,-0.2424311037111809,-0.4756500573227638,-0.3142195983375899
0397572d12c4b5519744c5d9,candle,evaluation,28.700082778930664,29.590675354003906,30.844078063964844,29.4168643951416,30.901567459106445,29.890653610229492,29.590675354003906,28.700082778930664,-0.10431610469954826,-0.1440462971898678,-0.445416411102321,-0.1048429773055626,-0.417363101134285,-0.25782073433498587,-0.09206626468822124,-0.083110534078554
03d45ac46432e3ce12e9c228,candle,calibration,33.050270080566406,32.83259963989258,34.07456588745117,32.88290786743164,35.98981475830078,33.766031646728514,33.050270080566406,32.83259963989258,1.3442767303001284,1.4426796432596563,0.7445597831769742,1.4460767466903581,1.7794942720300193,1.7568221986452948,1.6798543503340158,1.373716860990241
0405531b175ece4bbd28c84e,candle,evaluation,28.52030563354492,29.807971954345703,30.188186645507812,28.96537971496582,31.268142700195312,29.749997329711913,29.807971954345703,28.52030563354492,-0.16418108674401397,-0.03769274845505872,-0.6870192948282964,-0.30686482185674224,-0.25909376518179067,-0.33094190570334814,0.019227790295626906,-0.14648698944872213
04c7bc4c4d076ed304e64942,candle,evaluation,48.0602912902832,49.32569885253906,49.55942916870117,48.562835693359375,49.348079681396484,48.97126693725586,49.32569885253906,48.0602912902832,6.342546383979879,9.515054582127208,6.448533821522412,8.46223494853672,7.546942484232975,9.661372292559989,10.015734717465628,6.741902667928651
07e83d7d169ce5da90f06bcb,candle,evaluation,26.090246200561523,27.030988693237305,28.420442581176758,26.66968536376953,31.900611877441406,28.022394943237305,27.030988693237305,26.090246200561523,-0.9733799646680706,-1.3968581662825013,-1.3381820507560729,-1.3340988072354476,0.013975622690187268,-1.229048337161371,-1.4030757674447387,-1.0031506819935883
090458eedba8b03d5dceaeaa,candle,evaluation,30.974384307861328,32.610435485839844,32.3073844909668,32.67019271850586,34.5499153137207,32.62246246337891,32.610435485839844,30.974384307861328,0.653016090674883,1.3339437212617533,0.0936042904798365,1.350894986075061,1.1578158186376704,1.1623295963982587,1.4545817253030713,0.7186441552469769
