image_id,category,split,evidence_available,encoded_views,matching_reason,u_mean,v_mean,bidirectional_mean,u_std,v_std,reference_contrast,visual_distance,match_error,reference_margin,swap_margin_mean
018907bf1dcc6fa36230be24,candle,calibration,1,7,ok,-0.0019789114594459534,-0.0009306594729423523,-0.0014547854661941528,0.00021489709615707397,0.0009958520531654358,-0.002547226846218109,0.05702000856399536,0.0005495519549758346,0.0026093199849128723,0.0018598325550556183
02bd8d596731ab3417010866,candle,evaluation,1,7,ok,-0.00967472791671753,-0.007322832942008972,-0.00849878042936325,0.0001891404390335083,0.0003095269203186035,-0.013314500451087952,0.18753165006637573,0.0010711439302034467,4.678964614868164e-06,-0.005476623773574829
0337f49d30789e965adb6aa3,candle,evaluation,1,7,ok,0.0031437650322914124,0.0003008022904396057,0.001722283661365509,0.0004184916615486145,0.00037566572427749634,0.00023490190505981445,0.11348339915275574,0.001591857048310309,-0.006815224885940552,-0.008119255304336548
0376a84cc136cb65b92d2401,candle,evaluation,1,7,ok,0.0014512836933135986,-0.0017628073692321777,-0.00015576183795928955,0.0005069375038146973,0.00047641992568969727,0.0014551728963851929,0.12198549509048462,0.0006430949598149869,-0.006624892354011536,-0.007504351437091827
0397572d12c4b5519744c5d9,candle,evaluation,1,7,ok,0.000975683331489563,-0.0004313737154006958,0.0002721548080444336,0.0007532685995101929,0.0017282068729400635,-0.00181473046541214,0.027791708707809448,0.000994833762104691,0.0001542791724205017,-0.0014566145837306976
03d45ac46432e3ce12e9c228,candle,calibration,1,7,ok,-0.000824272632598877,0.00037747621536254883,-0.00022339820861816406,0.0015554428100585938,0.0013467371463775635,-0.002744235098361969,0.06189507246017456,0.0008458409747211964,-0.006757013499736786,-0.0075282566249370575
0405531b175ece4bbd28c84e,candle,evaluation,1,7,ok,0.0023887455463409424,0.0008624270558357239,0.0016255863010883331,0.001928970217704773,0.00104590505361557,0.002154998481273651,0.07068148255348206,0.0006544329340671992,-0.005443193018436432,-0.005128853023052216
04c7bc4c4d076ed304e64942,candle,evaluation,1,7,ok,0.006723642349243164,0.0032104402780532837,0.004967041313648224,0.001749485731124878,0.00041203200817108154,0.00696912407875061,0.09446871280670166,0.00143643283814089,-0.0042698681354522705,-0.0025419071316719055
07e83d7d169ce5da90f06bcb,candle,evaluation,1,7,ok,0.0004319921135902405,-0.002646908164024353,-0.0011074580252170563,0.0007933899760246277,0.0006304830312728882,0.0008062273263931274,0.061688780784606934,0.0010265812016709295,-0.005204141139984131,-0.006340477615594864
090458eedba8b03d5dceaeaa,candle,evaluation,1,7,ok,-0.0007971674203872681,0.0004390925168991089,-0.0001790374517440796,0.00042724609375,0.0012056678533554077,0.0007913559675216675,0.08059823513031006,0.0009231385496473804,-0.009721964597702026,-0.008708156645298004
0b8725cbe33f5e0feb795a4a,candle,evaluation,1,7,ok,-0.001839764416217804,-0.001087002456188202,-0.001463383436203003,0.0001863911747932434,0.00043808668851852417,-0.0019470825791358948,0.04197955131530762,0.000743495726701484,-0.007899396121501923,-0.008496556431055069
0cb264047a386dc042459bb5,candle,calibration,1,7,ok,-0.0001910477876663208,-0.001814424991607666,-0.0010027363896369934,0.00010946393013000488,0.00013709068298339844,0.0005143061280250549,0.04469209909439087,0.0012670312720846184,0.0013012215495109558,0.0007466860115528107
