image_id,category,split,evidence_available,encoded_views,matching_reason,u_mean,v_mean,bidirectional_mean,u_std,v_std,reference_contrast,visual_distance,match_error,reference_margin,swap_margin_mean,u_mean_z,v_mean_z,bidirectional_mean_z,u_std_z,v_std_z,reference_contrast_z,visual_distance_z,match_error_z,reference_margin_z,swap_margin_mean_z
018907bf1dcc6fa36230be24,candle,calibration,1,7,ok,-0.0019789114594459534,-0.0009306594729423523,-0.0014547854661941528,0.00021489709615707397,0.0009958520531654358,-0.002547226846218109,0.05702000856399536,0.0005495519549758346,0.0026093199849128723,0.0018598325550556183,-0.8248313011538789,-0.15255142947397143,-0.5339808987380259,-0.6068966572126675,0.40134556813430794,-1.0482726707227057,-0.3257277761982777,-0.847781658714677,2.064192015599813,2.5750851932432197
02bd8d596731ab3417010866,candle,evaluation,1,7,ok,-0.00967472791671753,-0.007322832942008972,-0.00849878042936325,0.0001891404390335083,0.0003095269203186035,-0.013314500451087952,0.18753165006637573,0.0010711439302034467,4.678964614868164e-06,-0.005476623773574829,-4.253904317242549,-3.796013125849103,-4.058274960093967,-0.647823675607693,-0.7412080414777832,-5.566593510813359,5.801571546182856,0.5388524188052597,1.3815645335208966,0.06789669610725056
0337f49d30789e965adb6aa3,candle,evaluation,1,7,ok,0.0031437650322914124,0.0003008022904396057,0.001722283661365509,0.0004184916615486145,0.00037566572427749634,0.00023490190505981445,0.11348339915275574,0.001591857048310309,-0.006815224885940552,-0.008119255304336548,1.4577116655992708,0.5493669066202298,1.0555894966584967,-0.2833873414294837,-0.6311040607518962,0.11920488933753057,2.3251322613527994,1.9231500853166281,-0.4058041507795254,-0.8352062570498966
0376a84cc136cb65b92d2401,candle,evaluation,1,7,ok,0.0014512836933135986,-0.0017628073692321777,-0.00015576183795928955,0.0005069375038146973,0.00047641992568969727,0.0014551728963851929,0.12198549509048462,0.0006430949598149869,-0.006624892354011536,-0.007504351437091827,0.7035821821396265,-0.6268656827593786,0.11595444086498076,-0.14284796180340686,-0.4633744075631872,0.6312728512930852,2.724291187548019,-0.5991008423217904,-0.35592156964228144,-0.625066670069191
0397572d12c4b5519744c5d9,candle,evaluation,1,7,ok,0.000975683331489563,-0.0004313737154006958,0.0002721548080444336,0.0007532685995101929,0.0017282068729400635,-0.00181473046541214,0.027791708707809448,0.000994833762104691,0.0001542791724205017,-0.0014566145837306976,0.49166595775620275,0.13203542380088096,0.3300522791160997,0.24856918664216232,1.620526686243023,-0.740891825381347,-1.6979466820488653,0.3359844979542264,1.4207719376802455,1.4417099306828052
03d45ac46432e3ce12e9c228,candle,calibration,1,7,ok,-0.000824272632598877,0.00037747621536254883,-0.00022339820861816406,0.0015554428100585938,0.0013467371463775635,-0.002744235098361969,0.06189507246017456,0.0008458409747211964,-0.006757013499736786,-0.0075282566249370575,-0.31035166582831053,0.5930701180426629,0.08211420379906759,1.5232143594853254,0.9854783801525178,-1.1309441550740311,-0.09685182793983264,-0.06010763172334555,-0.3905480399823248,-0.6332361199101912
0405531b175ece4bbd28c84e,candle,evaluation,1,7,ok,0.0023887455463409424,0.0008624270558357239,0.0016255863010883331,0.001928970217704773,0.00104590505361557,0.002154998481273651,0.07068148255348206,0.0006544329340671992,-0.005443193018436432,-0.005128853023052216,1.1212929164946712,0.8694862416725088,1.007209289921335,2.1167449178354,0.4846708517342301,0.9249438993845928,0.3156551637058425,-0.5689592331428904,-0.04622037253617531,0.18674519547716487
04c7bc4c4d076ed304e64942,candle,evaluation,1,7,ok,0.006723642349243164,0.0032104402780532837,0.004967041313648224,0.001749485731124878,0.00041203200817108154,0.00696912407875061,0.09446871280670166,0.00143643283814089,-0.0042698681354522705,-0.0025419071316719055,3.052819965884708,2.207825427730488,2.6790262231570043,1.8315462273129341,-0.5705636157904166,2.945117697518234,1.43242511720626,1.50996024243515,0.26128603786366517,1.070817926377296
07e83d7d169ce5da90f06bcb,candle,evaluation,1,7,ok,0.0004319921135902405,-0.002646908164024353,-0.0011074580252170563,0.0007933899760246277,0.0006304830312728882,0.0008062273263931274,0.061688780784606934,0.0010265812016709295,-0.005204141139984131,-0.006340477615594864,0.24941006525484635,-1.1307924608964646,-0.3602039377972672,0.3123215713853536,-0.20689923425577572,0.3589528192606958,-0.10653687081698729,0.4203839589646083,0.016430634110206677,-0.2273200023779783
090458eedba8b03d5dceaeaa,candle,evaluation,1,7,ok,-0.0007971674203872681,0.0004390925168991089,-0.0001790374517440796,0.00042724609375,0.0012056678533554077,0.0007913559675216675,0.08059823513031006,0.0009231385496473804,-0.009721964597702026,-0.008708156645298004,-0.2982742270917924,0.6281906659450553,0.10430904533800205,-0.2694766539507001,0.7506345397713141,0.35271228213168715,0.78122981011094,0.14538527574618515,-1.1676060248325995,-1.0364596417725094
