image_id,dataset,category,original_split,role,path,label,scene_group,width,height,stratum,component_count,tiny_count,thin_count,mask_path,hard_normal,teacher_q95
1f9d63139f3b6ecb2d4b6e65,VisA,capsules,evaluation,source_fit,/root/private_data/iad-vlm-anomaly/datasets/VisA/capsules/Data/Images/Normal/062.JPG,0,VisA/capsules/Data/Images/Normal/062.JPG,1500,1000,normal,0,0,0,,False,41.9071792602539
2a1ff0250299abe415b0a6a8,VisA,capsules,evaluation,source_fit,/root/private_data/iad-vlm-anomaly/datasets/VisA/capsules/Data/Images/Normal/240.JPG,0,VisA/capsules/Data/Images/Normal/240.JPG,1500,1000,normal,0,0,0,,False,41.9071792602539
fc0cf164e26c8cf8877c0d35,VisA,capsules,evaluation,source_fit,/root/private_data/iad-vlm-anomaly/datasets/VisA/capsules/Data/Images/Normal/179.JPG,0,VisA/capsules/Data/Images/Normal/179.JPG,1500,1000,normal,0,0,0,,False,41.9071792602539
0f78e1718fe95a9f71163e8b,VisA,capsules,evaluation,source_fit,/root/private_data/iad-vlm-anomaly/datasets/VisA/capsules/Data/Images/Normal/288.JPG,0,VisA/capsules/Data/Images/Normal/288.JPG,1500,1000,normal,0,0,0,,False,41.9071792602539
fc24aa4f3263f422dcb7c715,VisA,capsules,evaluation,source_fit,/root/private_data/iad-vlm-anomaly/datasets/VisA/capsules/Data/Images/Normal/324.JPG,0,VisA/capsules/Data/Images/Normal/324.JPG,1500,1000,normal,0,0,0,,False,41.9071792602539
3f3513e83cb3694e5e2368c3,VisA,capsules,evaluation,source_fit,/root/private_data/iad-vlm-anomaly/datasets/VisA/capsules/Data/Images/Normal/152.JPG,0,VisA/capsules/Data/Images/Normal/152.JPG,1500,1000,normal,0,0,0,,False,41.9071792602539
f05f036ede610532be09d76e,VisA,capsules,evaluation,source_fit,/root/private_data/iad-vlm-anomaly/datasets/VisA/capsules/Data/Images/Normal/576.JPG,0,VisA/capsules/Data/Images/Normal/576.JPG,1500,1000,normal,0,0,0,,False,41.9071792602539
d0379a9180e91a5a41fe6533,VisA,capsules,evaluation,source_fit,/root/private_data/iad-vlm-anomaly/datasets/VisA/capsules/Data/Images/Normal/107.JPG,0,VisA/capsules/Data/Images/Normal/107.JPG,1500,1000,normal,0,0,0,,False,41.9071792602539
cb7a71a0e6cead7955da2eae,VisA,capsules,evaluation,source_fit,/root/private_data/iad-vlm-anomaly/datasets/VisA/capsules/Data/Images/Normal/484.JPG,0,VisA/capsules/Data/Images/Normal/484.JPG,1500,1000,normal,0,0,0,,False,41.9071792602539
72b71eb729a3c426f8204d4e,VisA,capsules,evaluation,source_fit,/root/private_data/iad-vlm-anomaly/datasets/VisA/capsules/Data/Images/Normal/303.JPG,0,VisA/capsules/Data/Images/Normal/303.JPG,1500,1000,normal,0,0,0,,True,41.9071792602539
034819db59fed268623329cd,VisA,capsules,evaluation,source_fit,/root/private_data/iad-vlm-anomaly/datasets/VisA/capsules/Data/Images/Normal/237.JPG,0,VisA/capsules/Data/Images/Normal/237.JPG,1500,1000,normal,0,0,0,,True,41.9071792602539
7a230c57fc497a7942b657c9,VisA,capsules,evaluation,source_fit,/root/private_data/iad-vlm-anomaly/datasets/VisA/capsules/Data/Images/Normal/394.JPG,0,VisA/capsules/Data/Images/Normal/394.JPG,1500,1000,normal,0,0,0,,False,41.9071792602539
