image_id,dataset,category,original_split,role,path,label,scene_group,width,height,stratum,component_count,tiny_count,thin_count,mask_path,hard_normal,teacher_q95
7799424fdb56993ee7d6453f,AD2,can,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/000_regular.png,0,AD2/can/train/good/000,2232,1024,normal,0,0,0,,False,46.62673759460449
8ec882f5654d3aa899b5bc0c,AD2,can,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/001_regular.png,0,AD2/can/train/good/001,2232,1024,normal,0,0,0,,False,46.62673759460449
d0437c74fecdd2358a74788e,AD2,can,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/002_regular.png,0,AD2/can/train/good/002,2232,1024,normal,0,0,0,,False,46.62673759460449
78d374cd8e91ad006045f079,AD2,can,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/003_regular.png,0,AD2/can/train/good/003,2232,1024,normal,0,0,0,,False,46.62673759460449
9143149027d57b05aa000308,AD2,can,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/004_regular.png,0,AD2/can/train/good/004,2232,1024,normal,0,0,0,,False,46.62673759460449
4e180ca0a4ae0f988ca1b27b,AD2,can,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/005_regular.png,0,AD2/can/train/good/005,2232,1024,normal,0,0,0,,False,46.62673759460449
9e254d1ea40de8d40edaccb1,AD2,can,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/006_regular.png,0,AD2/can/train/good/006,2232,1024,normal,0,0,0,,False,46.62673759460449
f0952519723c402dc261a5d5,AD2,can,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/007_regular.png,0,AD2/can/train/good/007,2232,1024,normal,0,0,0,,False,46.62673759460449
1cd84c6e7e48f346b3682000,AD2,can,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/008_regular.png,0,AD2/can/train/good/008,2232,1024,normal,0,0,0,,False,46.62673759460449
2d6ec94e11a6a9f1def1a304,AD2,can,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/009_regular.png,0,AD2/can/train/good/009,2232,1024,normal,0,0,0,,False,46.62673759460449
a38c9b981866914166bba4a7,AD2,can,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/010_regular.png,0,AD2/can/train/good/010,2232,1024,normal,0,0,0,,False,46.62673759460449
0d08c5f0ffd0ab11e4b31881,AD2,can,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/011_regular.png,0,AD2/can/train/good/011,2232,1024,normal,0,0,0,,False,46.62673759460449
ea40dcb842962b627dc161f5,AD2,can,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/012_regular.png,0,AD2/can/train/good/012,2232,1024,normal,0,0,0,,False,46.62673759460449
cc9f042209a7e84a55f48dfb,AD2,can,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/013_regular.png,0,AD2/can/train/good/013,2232,1024,normal,0,0,0,,False,46.62673759460449
