image_id,category,split,evidence_available,encoded_views,matching_reason,u_mean,v_mean,bidirectional_mean,u_std,v_std,reference_contrast,visual_distance,match_error,reference_margin,swap_margin_mean,u_mean_z,v_mean_z,bidirectional_mean_z,u_std_z,v_std_z,reference_contrast_z,visual_distance_z,match_error_z,reference_margin_z,swap_margin_mean_z
00160ff324c599b2c715a0b5,pcb3,evaluation,1,7,ok,0.003373973071575165,-0.003392130136489868,-9.078532457351685e-06,0.0012156590819358826,0.0025796592235565186,-5.428493022918701e-05,0.03853383660316467,0.005750152978088461,0.0021512210369110107,-0.0012589730322360992,2.7447420167545706,-2.3379432029346794,0.2784159046559648,1.9013793949540194,5.615745678935188,-0.05918911183106457,-0.30373051862313505,1.2809604967731052,2.539455264137674,-0.3911296169953954
00825985d63dafd101884c28,pcb3,evaluation,1,7,ok,0.000957682728767395,-0.0009709447622299194,-6.631016731262207e-06,0.0018537342548370361,0.00012148916721343994,0.0005008205771446228,0.043779224157333374,0.0009363471733731886,-0.0008648410439491272,-0.001578744500875473,0.9100771417663538,-0.561117413515456,0.2809329399768767,3.4815753498804343,-0.6820210506742157,0.2387358156769388,-0.10253447017511787,-0.4234895026299445,-0.13588552103312113,-0.625477043538171
009b5b8e3f53c3ec7bca77e5,pcb3,evaluation,1,7,ok,-0.00303824245929718,-0.0017588287591934204,-0.0023985356092453003,0.0006907135248184204,0.00015650689601898193,-0.0011607706546783447,0.05256456136703491,0.009772157021728707,0.004271864891052246,0.004331186413764954,-2.1239885314440117,-1.1393187440531245,-2.1789116605840593,0.6013494280427223,-0.5923065547836807,-0.6530396048746667,0.2344425620501792,2.7050530065014162,4.42053225847721,3.705669530559411
00b31381bedc1d3eac00940e,pcb3,evaluation,1,7,ok,0.0006814971566200256,0.001111343502998352,0.0008964203298091888,0.0003955438733100891,0.0012218654155731201,0.0013018399477005005,0.028152018785476685,0.0001752547061804569,-0.0022676438093185425,-0.001401800662279129,0.7003722237685855,0.9670032871944169,1.2096346891055991,-0.1296395042014104,2.1371138212562326,0.6686426257073119,-0.7019433673507777,-0.6929735881702517,-1.3802151638343991,-0.49580214354133095
00def363460ce202d13ff3ac,pcb3,evaluation,1,7,ok,-0.0033449381589889526,-0.0014309585094451904,-0.0023879483342170715,0.0003263801336288452,0.0003483891487121582,-7.174909114837646e-05,0.11073905229568481,0.0058020627480938735,-0.002368733286857605,-0.0014476180076599121,-2.356859481414611,-0.8987058932035515,-2.1680236630467205,-0.3009238078594937,-0.10070929368477922,-0.06856212075769715,2.4658272928156695,1.2993404670178692,-1.4698846716101583,-0.5293798014440034
00ef6542a72fc9f71ed246e8,pcb3,calibration,1,7,ok,-0.000899873673915863,-0.00010385364294052124,-0.0005018636584281921,6.83218240737915e-06,0.0005537047982215881,-0.00020997226238250732,0.05392932891845703,0.00618675750871403,-0.0009303539991378784,-0.0006373301148414612,-0.5003466905584885,0.07521133640551973,-0.22836636214090716,-1.0922857059087807,0.4253039750929807,-0.1427464473817959,0.2867906174723154,1.4355514009668688,-0.19399754799894156,0.06444704386132903
0153cfb8c2d58810b0f93a89,pcb3,evaluation,1,7,ok,-0.00019931793212890625,-0.0003746151924133301,-0.00028696656227111816,6.414949893951416e-05,0.00021335482597351074,-0.000301554799079895,0.042420893907547,0.0001401389831478156,-0.0015989094972610474,-0.0018373355269432068,0.03157821501156066,-0.12349137715000297,-0.007365297419258898,-0.9503391209640825,-0.446663660391174,-0.1918987621113896,-0.15463561159168165,-0.7054072002705559,-0.787027049158614,-0.8149878267981115
03cbf5cf1a692f2373ab2a8d,pcb3,calibration,1,7,ok,0.0008067786693572998,0.0007652491331100464,0.0007860139012336731,0.001479119062423706,0.0019788891077041626,0.0017875134944915771,0.1058439314365387,0.0035026398792771846,-0.0009493827819824219,-7.639080286026001e-05,0.7954972121991467,0.7130163729630764,1.096092260177341,2.55383918830245,4.076588516884678,0.9293034447736391,2.2780663383838196,0.48517149835217516,-0.2108766696719434,0.47553651587960744
056786f0aa55115950c55363,pcb3,evaluation,1,7,ok,-0.0007242113351821899,-0.0001304522156715393,-0.0004273317754268646,0.000987038016319275,0.0006809607148170471,0.0004953518509864807,0.05557975172996521,0.02383710691527666,0.0005857273936271667,0.0011302828788757324,-0.36696804933176586,0.055691546432948366,-0.15171746462875488,1.3351983265765246,0.7513302707973076,0.2358007523014489,0.35009548189172573,7.685105133693467,1.1508137572597836,1.3598582885348025
058aa8dfb17e82e7a4658a4c,pcb3,evaluation,1,7,ok,0.0013296008110046387,-0.00034306198358535767,0.0004932694137096405,0.0003490447998046875,0.0003096535801887512,0.0008678212761878967,0.038960039615631104,0.0037629600432379368,-0.0013159587979316711,-0.001718379557132721,1.1924707886576267,-0.10033554786881538,0.7950326153931424,-0.2447946630003006,-0.1999487966922029,0.43570495975034634,-0.2873827538375306,0.5773444528309132,-0.5360409865996508,-0.7278098633744075
0623b00ea5cbe2a2f243afb8,pcb3,evaluation,1,7,ok,0.00568641722202301,0.006317883729934692,0.006002150475978851,0.00020746886730194092,0.0017358958721160889,0.006697162985801697,0.06434458494186401,0.0061816797679358874,0.004120662808418274,0.007784977555274963,4.500557525775189,4.7879064890802985,6.460388741455174,-0.5954080787183764,3.4540462681668256,3.5643105728929454,0.686286047284459,1.4337534980980415,4.286411312810844,6.236811753075524
07719a9f44a630b6e3e80f30,pcb3,evaluation,1,7,ok,0.0022764354944229126,0.0001329183578491211,0.0012046769261360168,0.00030522048473358154,0.000978618860244751,0.002797946333885193,0.08086946606636047,0.00477635751202071,-0.0003862828016281128,-5.906820297241211e-05,1.9113928094564716,0.2489702735311067,1.526647050900874,-0.35332577084440764,1.5139225740574698,1.471602388720762,1.3201268739131073,0.9361635213878376,0.2886105103602159,0.48823154061718177
07cfaa4af4a3a48294ee60f8,pcb3,evaluation,1,7,ok,-0.0003639310598373413,-0.00034355372190475464,-0.000353742390871048,0.0002835690975189209,0.00030387192964553833,-0.00015231221914291382,0.023049890995025635,0.003540144951532544,0.001401163637638092,0.0013351961970329285,-0.09341087177909166,-0.10069641793553517,-0.07603783642587307,-0.40694552592685834,-0.21476123260944865,-0.11180032277291814,-0.8976444360544132,0.4984511201268304,1.874131044113097,1.5100308757853431
08081b2d1087d1c1f63bc2dc,pcb3,evaluation,1,7,ok,0.0004619508981704712,-0.0022827982902526855,-0.0009104236960411072,0.0004774034023284912,0.0008220970630645752,-0.0008422136306762695,0.02779066562652588,0.0008615348920164541,1.0028481483459473e-05,-0.0017834529280662537,0.5336729651255082,-1.5238422033279295,-0.6485311988456988,0.07308597724762121,1.1129178656173935,-0.4820701638904081,-0.7158037021543197,-0.4499786877127584,0.640150933238178,-0.7754994745821383
08ffdedac93baea4ed5e6dcb,pcb3,evaluation,1,7,ok,0.0011954382061958313,-0.0011090636253356934,4.318729043006897e-05,0.0007346346974372864,0.001160651445388794,0.0009780973196029663,0.015296787023544312,0.0008581407776162829,-0.00020116567611694336,-0.0008643679320812225,1.0906024766344857,-0.6624781604374526,0.3321662936246006,0.7101204040272532,1.9802852471633314,0.4948900728574661,-1.1950283502380212,-0.4511804599740489,0.4528151529159733,-0.1019396835862986
