dataset,category,image_path,canonical_image_path,gt_binary,patchcore_score,component_rank,candidate_available,threshold,threshold_quantile,image_width,image_height,map_width,map_height,x1,y1,x2,y2,map_x1,map_y1,map_x2,map_y2,map_area,box_area,box_area_ratio,candidate_score_mean,candidate_score_max,candidate_score_sum
MVTec AD,hazelnut,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/hazelnut/test/crack/000.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/hazelnut/test/crack/000.png,1,0.727547287940979,1,1,0.8904790878295898,0.97,1024,1024,224,224,562,224,759,480,123,49,166,105,1453,50432,0.048095703125,0.9370710253715515,1.0,1361.564208984375
MVTec AD,hazelnut,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/hazelnut/test/crack/000.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/hazelnut/test/crack/000.png,1,0.727547287940979,2,1,0.8904790878295898,0.97,1024,1024,224,224,480,388,522,426,105,85,114,93,52,1596,0.001522064208984375,0.8950019478797913,0.900009036064148,46.54010009765625
MVTec AD,hazelnut,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/hazelnut/test/crack/001.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/hazelnut/test/crack/001.png,1,0.6844995617866516,1,1,0.9256913661956787,0.97,1024,1024,224,224,594,411,842,700,130,90,184,153,1506,71672,0.06835174560546875,0.959149181842804,1.0,1444.4786376953125
MVTec AD,hazelnut,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/hazelnut/test/crack/002.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/hazelnut/test/crack/002.png,1,0.5723292231559753,1,1,0.8707368969917297,0.97,1024,1024,224,224,489,512,654,851,107,112,143,186,1506,55935,0.053343772888183594,0.9205570220947266,1.0,1386.35888671875
MVTec AD,hazelnut,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/hazelnut/test/crack/003.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/hazelnut/test/crack/003.png,1,0.7036677598953247,1,1,0.8781705498695374,0.97,1024,1024,224,224,434,420,755,650,95,92,165,142,1506,73830,0.07040977478027344,0.9267836809158325,1.0,1395.7362060546875
MVTec AD,hazelnut,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/hazelnut/test/crack/004.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/hazelnut/test/crack/004.png,1,0.7151308655738831,1,1,0.8613852858543396,0.97,1024,1024,224,224,530,672,759,864,116,147,166,189,1506,43968,0.04193115234375,0.9304003715515137,1.0,1401.1829833984375
MVTec AD,hazelnut,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/hazelnut/test/crack/005.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/hazelnut/test/crack/005.png,1,0.6653457880020142,1,1,0.9011375308036804,0.97,1024,1024,224,224,315,256,549,540,69,56,120,118,1080,66456,0.06337738037109375,0.9421230554580688,1.0,1017.492919921875
MVTec AD,hazelnut,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/hazelnut/test/crack/005.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/hazelnut/test/crack/005.png,1,0.6653457880020142,2,1,0.9011375308036804,0.97,1024,1024,224,224,589,594,723,796,129,130,158,174,426,27068,0.025814056396484375,0.9156287312507629,0.9361446499824524,390.0578308105469
MVTec AD,hazelnut,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/hazelnut/test/crack/006.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/hazelnut/test/crack/006.png,1,0.7058647871017456,1,1,0.8723385334014893,0.97,1024,1024,224,224,603,512,860,750,132,112,188,164,1506,61166,0.05833244323730469,0.9242668151855469,1.0,1391.94580078125
MVTec AD,hazelnut,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/hazelnut/test/crack/007.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/hazelnut/test/crack/007.png,1,0.6700061559677124,1,1,0.9042077660560608,0.97,1024,1024,224,224,608,562,846,874,133,123,185,191,1506,74256,0.0708160400390625,0.9496350288391113,1.0,1430.150390625
