image_id,category,split,identity,brightness08,brightness12,contrast08,contrast12,view_mean,view_median,view_min,identity_z,brightness08_z,brightness12_z,contrast08_z,contrast12_z,view_mean_z,view_median_z,view_min_z
005e070227309d82c55c4275,pcb4,evaluation,54.00996780395508,54.00846481323242,54.982948303222656,53.56779861450195,55.13205337524414,54.34024658203125,54.00996780395508,53.56779861450195,11.764621045674929,12.3459219916018,10.789044937359574,12.753317353263078,12.317875554177885,12.465907330877853,13.56028759259948,12.73190793534303
00fa6be94b9f1137a440b277,pcb4,evaluation,43.083980560302734,43.31916809082031,43.51211929321289,43.079673767089844,43.53998565673828,43.306985473632814,43.31916809082031,43.079673767089844,6.276292255609178,6.620839991606498,5.506617801790093,6.8974889958835774,6.3233711515136815,6.582442011770842,7.312481722960378,6.950617745706046
027038eb34c752939a1e0aa2,pcb4,evaluation,51.27779006958008,49.44549560546875,49.33032989501953,49.564048767089844,50.56685256958008,50.036903381347656,49.564048767089844,49.33032989501953,10.392196807502895,9.902040644091999,8.185959768845992,10.51790613977865,9.957113264555348,10.171157824934902,10.962049874205075,10.396119918585956
02acb841616b8cf4e09bc9c1,pcb4,evaluation,29.704938888549805,30.457368850708008,30.29222297668457,30.05328941345215,30.562036514282227,30.21397132873535,30.29222297668457,29.704938888549805,-0.4442518886493372,-0.26781295061475774,-0.5812716585885664,-0.375524245466045,-0.3878019679988031,-0.399382662481212,-0.3005899210222326,-0.4218367842739456
047764c95331feae308c90e2,pcb4,evaluation,45.65324020385742,45.58243179321289,46.69001007080078,45.55921936035156,46.602783203125,46.01753692626953,45.65324020385742,45.55921936035156,7.5668796740658,7.833021730059219,6.970067083682229,8.281892176593239,7.907208808618981,8.027838373786073,8.676535847936423,8.31739901706159
04bf308582eed1623c49dada,pcb4,calibration,29.098064422607425,29.58179473876953,30.887413024902344,29.210552215576172,29.880416870117188,29.731648254394532,29.58179473876953,29.098064422607425,-0.7490963415222237,-0.7367618177007196,-0.3071809142506559,-0.8460491918160449,-0.7402819618282723,-0.6565805165525909,-0.7157709957691142,-0.7563596324797018
0526d987ae6faeb2ac46b9cc,pcb4,evaluation,51.93328857421875,51.627349853515625,52.18740463256836,51.28834533691406,52.22065353393555,51.85140838623047,51.93328857421875,51.28834533691406,10.721466029095987,11.070620280946509,9.501670177292324,11.480631593280503,10.812328865662703,11.138739137720833,12.346656336841926,11.475422046475451
056f325717dc75cdf75734d6,pcb4,evaluation,56.21614456176758,56.2369270324707,56.349308013916016,55.64967727661133,56.51620864868164,56.19365310668945,56.2369270324707,55.64967727661133,12.872825105029907,13.539464398585496,11.41826673174053,13.915691398535001,13.033651641937096,13.454232804452733,14.86174392072361,13.879486254668366
068868c67451fd61d22440f1,pcb4,evaluation,47.60923385620117,48.31474685668945,47.56967544555664,47.72134780883789,47.658748626708984,47.774750518798825,47.658748626708984,47.56967544555664,8.549412056352887,9.296422755818734,7.375161453215272,9.48907203621011,8.453270955118525,8.964869150846173,9.848574201672317,9.425607606413005
06cea9d17be8bdbeccab1b9a,pcb4,evaluation,37.74913787841797,37.95943832397461,40.11402130126953,37.78764724731445,39.295433044433594,38.58113555908203,37.95943832397461,37.74913787841797,3.596500486817747,3.7502215393494165,3.941760978773909,3.9427950526520084,4.128422852412488,4.062391611223365,4.180204251160371,4.0123065330691565
072d4a79bd05c7d78e259898,pcb4,evaluation,40.242313385009766,39.83738327026367,41.165565490722656,39.73625946044922,41.31480407714844,40.45926513671875,40.242313385009766,39.73625946044922,4.848869412972601,4.756030348682902,4.42600719635508,5.030762522645096,5.172682499627692,5.06390060536868,5.514338328002596,5.107652619709975
079717bb7f5b63d42fbcac8f,pcb4,calibration,47.99007415771485,47.68913269042969,47.881778717041016,47.767269134521484,48.38252639770508,47.94215621948242,47.881778717041016,47.68913269042969,8.740715299218119,8.96134997271541,7.518888012904236,9.514711262006779,8.827551811661502,9.054137919573401,9.978915125164749,9.491455125193829
0a393c866e939db3e38a59f9,pcb4,evaluation,31.83921241760254,31.54724884033203,32.89344787597656,31.56928062438965,32.569068908691406,32.08365173339844,31.83921241760254,31.54724884033203,0.6278338271911771,0.31591603294586934,0.6166174374609362,0.4708982038945144,0.6500771073078965,0.5976208263853734,0.603485542795706,0.5936858763985416
0b2c0ba10cdf39771cd6bf20,pcb4,calibration,32.1362419128418,31.533689498901367,33.754844665527344,31.5941104888916,33.604736328125,32.52472457885742,32.1362419128418,31.533689498901367,0.7770373265058417,0.30865378327946025,1.0132989477201155,0.48476144701716894,1.1856427247843584,0.8328220750427128,0.7770724281183963,0.5862116625870633
0d0f11a63286028e86709718,pcb4,evaluation,36.03059768676758,36.042205810546875,36.111473083496094,36.06570053100586,36.26597213745117,36.103189849853514,36.06570053100586,36.03059768676758,2.733245441723346,2.7233706961674717,2.098549010524574,2.981381591432159,2.5618242795268267,2.7410318156341322,3.0734857253300665,3.065008546533768
0d58adca2a3d073c075adc19,pcb4,calibration,29.220327377319336,29.53879165649414,29.846572875976562,29.472206115722656,30.140995025634766,29.643778610229493,29.53879165649414,29.220327377319336,-0.6876813609497611,-0.7597938448464306,-0.7864978181708413,-0.6999601291296115,-0.6055314636065818,-0.7034368357285924,-0.7409024094202991,-0.6889655433631513
0e44d9e4845b53091a4cf53f,pcb4,calibration,28.87342643737793,29.3701229095459,29.52651023864746,28.965171813964844,29.70213508605957,29.287473297119142,29.3701229095459,28.87342643737793,-0.8619362244713527,-0.8501311637731749,-0.9338897424191952,-0.9830522819780899,-0.8324752586067322,-0.8934359603847304,-0.8394740425520267,-0.8801851398150333
0faf418cf81ced5dd69c34c7,pcb4,evaluation,45.29599380493164,45.02552795410156,45.98198699951172,44.628517150878906,46.128013610839844,45.412007904052736,45.29599380493164,44.628517150878906,7.387428092012126,7.534749521155182,6.644015646499887,7.762253778900966,7.66169536957471,7.704941184376367,8.467757626661388,7.804375036952754
11d19c328a71bea06c5efa35,pcb4,evaluation,29.27897071838379,29.77625274658203,29.490739822387695,29.57132339477539,29.554922103881836,29.53444175720215,29.554922103881836,29.27897071838379,-0.6582237082972129,-0.632612024763634,-0.9503623633026828,-0.6446200390918281,-0.9086022181124087,-0.7617405028462878,-0.7314756212872346,-0.6566400154622212
