image_id,category,split,evidence_available,encoded_views,matching_reason,u_mean,v_mean,bidirectional_mean,u_std,v_std,reference_contrast,visual_distance,match_error,reference_margin,swap_margin_mean,u_mean_z,v_mean_z,bidirectional_mean_z,u_std_z,v_std_z,reference_contrast_z,visual_distance_z,match_error_z,reference_margin_z,swap_margin_mean_z
0230568537d49a20054718fc,capsules,evaluation,1,7,ok,-0.001100093126296997,0.002430334687232971,0.0006651207804679871,0.0020274817943573,0.0012608915567398071,0.0032582134008407593,0.06949803233146667,0.025649801482777027,-0.009503945708274841,-0.0061096251010894775,0.061023060800883364,0.7107879148139351,0.3276044342181509,1.0694060372790741,-0.3854241284892242,0.8581861410300639,-0.6231233485613177,-0.4443762207630595,-2.6779790893427515,-2.013148246621474
034819db59fed268623329cd,capsules,evaluation,1,7,ok,-0.0048820823431015015,-0.0005441904067993164,-0.002713136374950409,0.0032868236303329468,0.0014629364013671875,-0.0015303343534469604,0.07254314422607422,0.028913408141459172,0.0009061545133590698,0.002309933304786682,-1.3048785131093559,-0.36294196914779775,-1.317099248097966,2.54103648682749,-0.22647147825166383,-0.20442994266936343,-0.48796593231507557,0.2705063888235158,1.5455835505111843,2.071835451246103
03d8ab7c6352f052febc78e0,capsules,evaluation,1,7,ok,-0.003179192543029785,0.0008473992347717285,-0.0011658966541290283,0.0003865957260131836,0.003801107406616211,-0.0005751252174377441,0.10687366127967834,0.01735178846548035,-0.007084161043167114,-0.0053584277629852295,-0.6898635765837231,0.13938742365651405,-0.5638259627356743,-0.8480859680144598,1.6130136057571915,0.0075384125195696,1.0357954741473607,-2.2620294555385465,-1.6962294528885913,-1.6486838968171278
047db873a05810fcda286a47,capsules,calibration,1,7,ok,-0.0028315335512161255,0.00022163987159729004,-0.0013049468398094177,0.0014575570821762085,0.0022773444652557373,-0.0021084249019622803,0.0691804587841034,0.022041360088612072,-0.0030165016651153564,-0.002544127404689789,-0.5643032069263098,-0.08649620723208266,-0.6315225121379214,0.4034085007595062,0.4142393519042196,-0.3327127428433749,-0.637218863476807,-1.2347937772226723,-0.04590776385355329,-0.28324754845517186
05b91854e3218bb7fff74ab9,capsules,evaluation,1,7,ok,-0.00762118399143219,-0.003664568066596985,-0.005642876029014587,0.0015900880098342896,0.0011254996061325073,-0.011018022894859314,0.17338716983795166,0.033079934130183196,0.0014335960149765015,-0.002097107470035553,-2.294131268228571,-1.489321016779045,-2.7434422929246187,0.5582803100466408,-0.491939637011864,-2.309822006935235,3.988000277566298,1.1831705923375735,1.7595759399706392,-0.0663633536249612
0632f91792b863bb94bb5ecb,capsules,evaluation,1,7,ok,-0.004792317748069763,-0.0013781189918518066,-0.003085218369960785,0.001230582594871521,8.276104927062988e-05,-0.002556413412094116,0.0694805383682251,0.024269413283876683,0.00043448805809020996,0.0008633807301521301,-1.2724591711687507,-0.6639695330628672,-1.4982472777367284,0.1381726789626055,-1.3122825535745724,-0.43212488627504086,-0.6238998188367861,-0.7467458446413456,1.3542200884375,1.370000105420077
074325c08472083d737fcba6,capsules,evaluation,1,7,ok,-0.006080880761146545,0.0014642179012298584,-0.0023083314299583435,0.0004427880048751831,0.0007092654705047607,-0.0005769580602645874,0.04311457276344299,0.030966564129343857,-0.0029381662607192993,0.0005459040403366089,-1.737836026243765,0.36204368447955,-1.120020058143356,-0.7824212960084125,-0.819399212134349,0.007131690405343452,-1.7941542828156576,0.7202436470199415,-0.014125698326704057,1.2159674305657466
0845266d6be0fd688dc17242,capsules,calibration,1,7,ok,0.005361840128898621,0.0034056007862091064,0.0043837204575538635,0.00021545588970184326,0.004415333271026611,0.0072307586669921875,0.10262846946716309,0.03355861884368308,-0.004629343748092651,-0.0019920840859413147,2.3948120532592547,1.0628348205154108,2.138003791221866,-1.048075031390077,2.0962371652226564,1.7397249101186123,0.8473724615594402,1.2880249491717952,-0.7002664559524792,-0.015408328285339059
09dc9cfb0f5f0c6e5358d145,capsules,evaluation,1,7,ok,-0.0016945749521255493,-0.0006464198231697083,-0.0011704973876476288,0.00021912157535552979,0.00023078173398971558,-0.0019637271761894226,0.028879910707473755,0.008632370630900065,-0.000499330461025238,-0.0009571164846420288,-0.15367973579945546,-0.39984425637243026,-0.5660658287409193,-1.043791417146246,-1.1958317717223115,-0.3006031892645699,-2.4259603415782958,-4.171990068922492,0.9753533219539876,0.4867350829626924
09e0b6e30fcde8d2f54bf4c9,capsules,calibration,1,7,ok,-0.0012690871953964233,-0.0015682727098464966,-0.00141867995262146,0.0008676797151565552,0.0019388347864151,-0.0025922060012817383,0.047093719244003296,0.03054130090171999,0.0009001791477203369,-0.0005455166101455688,-1.0763393738580716e-05,-0.732610315407235,-0.6868934507129255,-0.28590513117668803,0.1479271345248658,-0.44006754089594496,-1.617539703190441,0.6270910959561682,1.543159238493633,0.686434247254838
