dataset,category,image_path,canonical_image_path,component_rank,threshold,x1,y1,x2,y2,cx,cy,area,mean_score,max_score,gt_iou,gt_f1
VisA,fryum,/root/private_data/iad-vlm-anomaly/datasets/VisA_anomalib_1cls/fryum/test/anomaly/fryum_test_anomaly_000.JPG,datasets/VisA_anomalib_1cls/fryum/test/anomaly/fryum_test_anomaly_000.JPG,1,0.5808442213956045,0,0,61,192,24.75,86.48,8426,0.717449,0.942844,0.000000,0.000000
VisA,fryum,/root/private_data/iad-vlm-anomaly/datasets/VisA_anomalib_1cls/fryum/test/anomaly/fryum_test_anomaly_000.JPG,datasets/VisA_anomalib_1cls/fryum/test/anomaly/fryum_test_anomaly_000.JPG,2,0.5808442213956045,104,154,140,196,125.60,171.77,944,0.758470,1.000000,0.224921,0.367241
VisA,fryum,/root/private_data/iad-vlm-anomaly/datasets/VisA_anomalib_1cls/fryum/test/anomaly/fryum_test_anomaly_000.JPG,datasets/VisA_anomalib_1cls/fryum/test/anomaly/fryum_test_anomaly_000.JPG,3,0.5808442213956045,48,244,62,252,55.25,247.46,100,0.616623,0.674962,0.000000,0.000000
VisA,fryum,/root/private_data/iad-vlm-anomaly/datasets/VisA_anomalib_1cls/fryum/test/anomaly/fryum_test_anomaly_001.JPG,datasets/VisA_anomalib_1cls/fryum/test/anomaly/fryum_test_anomaly_001.JPG,1,0.5808442213956045,108,145,176,180,144.41,161.44,1423,0.719054,1.000000,0.480964,0.649529
VisA,fryum,/root/private_data/iad-vlm-anomaly/datasets/VisA_anomalib_1cls/fryum/test/anomaly/fryum_test_anomaly_002.JPG,datasets/VisA_anomalib_1cls/fryum/test/anomaly/fryum_test_anomaly_002.JPG,1,0.5808442213956045,89,84,127,134,109.36,113.96,974,0.714988,1.000000,0.318182,0.482759
VisA,fryum,/root/private_data/iad-vlm-anomaly/datasets/VisA_anomalib_1cls/fryum/test/anomaly/fryum_test_anomaly_002.JPG,datasets/VisA_anomalib_1cls/fryum/test/anomaly/fryum_test_anomaly_002.JPG,2,0.5808442213956045,201,129,217,141,208.40,134.45,144,0.649310,0.743291,0.000000,0.000000
VisA,fryum,/root/private_data/iad-vlm-anomaly/datasets/VisA_anomalib_1cls/fryum/test/anomaly/fryum_test_anomaly_002.JPG,datasets/VisA_anomalib_1cls/fryum/test/anomaly/fryum_test_anomaly_002.JPG,3,0.5808442213956045,3,93,11,111,7.14,101.67,106,0.605588,0.641976,0.000000,0.000000
VisA,fryum,/root/private_data/iad-vlm-anomaly/datasets/VisA_anomalib_1cls/fryum/test/anomaly/fryum_test_anomaly_003.JPG,datasets/VisA_anomalib_1cls/fryum/test/anomaly/fryum_test_anomaly_003.JPG,1,0.5808442213956045,115,63,177,155,150.50,115.10,1834,0.706758,1.000000,0.114344,0.205222
VisA,fryum,/root/private_data/iad-vlm-anomaly/datasets/VisA_anomalib_1cls/fryum/test/anomaly/fryum_test_anomaly_003.JPG,datasets/VisA_anomalib_1cls/fryum/test/anomaly/fryum_test_anomaly_003.JPG,2,0.5808442213956045,140,152,162,183,151.85,168.07,408,0.643366,0.726217,0.078348,0.145310
VisA,fryum,/root/private_data/iad-vlm-anomaly/datasets/VisA_anomalib_1cls/fryum/test/anomaly/fryum_test_anomaly_003.JPG,datasets/VisA_anomalib_1cls/fryum/test/anomaly/fryum_test_anomaly_003.JPG,3,0.5808442213956045,50,161,66,183,57.58,171.63,219,0.616852,0.666670,0.000000,0.000000
VisA,fryum,/root/private_data/iad-vlm-anomaly/datasets/VisA_anomalib_1cls/fryum/test/anomaly/fryum_test_anomaly_004.JPG,datasets/VisA_anomalib_1cls/fryum/test/anomaly/fryum_test_anomaly_004.JPG,1,0.5808442213956045,129,140,161,177,142.15,156.51,690,0.725268,1.000000,0.227536,0.370720
VisA,fryum,/root/private_data/iad-vlm-anomaly/datasets/VisA_anomalib_1cls/fryum/test/anomaly/fryum_test_anomaly_005.JPG,datasets/VisA_anomalib_1cls/fryum/test/anomaly/fryum_test_anomaly_005.JPG,1,0.5808442213956045,83,107,136,135,111.70,119.56,988,0.729899,1.000000,0.290185,0.449835
VisA,fryum,/root/private_data/iad-vlm-anomaly/datasets/VisA_anomalib_1cls/fryum/test/anomaly/fryum_test_anomaly_005.JPG,datasets/VisA_anomalib_1cls/fryum/test/anomaly/fryum_test_anomaly_005.JPG,2,0.5808442213956045,79,128,100,164,90.53,145.67,421,0.658381,0.803113,0.271152,0.426624
VisA,fryum,/root/private_data/iad-vlm-anomaly/datasets/VisA_anomalib_1cls/fryum/test/anomaly/fryum_test_anomaly_006.JPG,datasets/VisA_anomalib_1cls/fryum/test/anomaly/fryum_test_anomaly_006.JPG,1,0.5808442213956045,126,60,195,106,159.25,81.91,1957,0.712131,1.000000,0.271770,0.427389
VisA,fryum,/root/private_data/iad-vlm-anomaly/datasets/VisA_anomalib_1cls/fryum/test/anomaly/fryum_test_anomaly_006.JPG,datasets/VisA_anomalib_1cls/fryum/test/anomaly/fryum_test_anomaly_006.JPG,2,0.5808442213956045,213,86,219,93,215.72,89.72,46,0.610847,0.647958,0.000000,0.000000
VisA,fryum,/root/private_data/iad-vlm-anomaly/datasets/VisA_anomalib_1cls/fryum/test/anomaly/fryum_test_anomaly_007.JPG,datasets/VisA_anomalib_1cls/fryum/test/anomaly/fryum_test_anomaly_007.JPG,1,0.5808442213956045,137,66,187,119,163.10,94.25,1311,0.718207,1.000000,0.315023,0.479114
VisA,fryum,/root/private_data/iad-vlm-anomaly/datasets/VisA_anomalib_1cls/fryum/test/anomaly/fryum_test_anomaly_007.JPG,datasets/VisA_anomalib_1cls/fryum/test/anomaly/fryum_test_anomaly_007.JPG,2,0.5808442213956045,52,136,61,164,56.00,149.20,215,0.632320,0.754416,0.000000,0.000000
VisA,fryum,/root/private_data/iad-vlm-anomaly/datasets/VisA_anomalib_1cls/fryum/test/anomaly/fryum_test_anomaly_008.JPG,datasets/VisA_anomalib_1cls/fryum/test/anomaly/fryum_test_anomaly_008.JPG,1,0.5808442213956045,145,111,188,170,170.22,142.18,1789,0.791637,1.000000,0.243604,0.391771
VisA,fryum,/root/private_data/iad-vlm-anomaly/datasets/VisA_anomalib_1cls/fryum/test/anomaly/fryum_test_anomaly_008.JPG,datasets/VisA_anomalib_1cls/fryum/test/anomaly/fryum_test_anomaly_008.JPG,2,0.5808442213956045,141,95,162,116,150.96,105.55,264,0.676438,0.840358,0.012821,0.025316
VisA,fryum,/root/private_data/iad-vlm-anomaly/datasets/VisA_anomalib_1cls/fryum/test/anomaly/fryum_test_anomaly_008.JPG,datasets/VisA_anomalib_1cls/fryum/test/anomaly/fryum_test_anomaly_008.JPG,3,0.5808442213956045,6,65,14,80,10.11,72.53,109,0.628257,0.696014,0.000000,0.000000
VisA,fryum,/root/private_data/iad-vlm-anomaly/datasets/VisA_anomalib_1cls/fryum/test/anomaly/fryum_test_anomaly_009.JPG,datasets/VisA_anomalib_1cls/fryum/test/anomaly/fryum_test_anomaly_009.JPG,1,0.5808442213956045,137,142,176,201,159.20,174.18,1443,0.735122,1.000000,0.365258,0.535075
VisA,fryum,/root/private_data/iad-vlm-anomaly/datasets/VisA_anomalib_1cls/fryum/test/anomaly/fryum_test_anomaly_010.JPG,datasets/VisA_anomalib_1cls/fryum/test/anomaly/fryum_test_anomaly_010.JPG,1,0.5808442213956045,0,0,67,176,28.93,80.76,9872,0.778953,1.000000,0.000000,0.000000
VisA,fryum,/root/private_data/iad-vlm-anomaly/datasets/VisA_anomalib_1cls/fryum/test/anomaly/fryum_test_anomaly_010.JPG,datasets/VisA_anomalib_1cls/fryum/test/anomaly/fryum_test_anomaly_010.JPG,2,0.5808442213956045,70,102,90,148,81.28,124.53,459,0.662523,0.825329,0.104089,0.188552
