image_id,dataset,category,original_split,role,path,width,height
017fc3cff44c47dad0eaa6ac,AD2,walnuts,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/walnuts/train/good/126_regular.png,2448,2048
01ba93c292c0dec7709557ac,AD2,walnuts,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/walnuts/train/good/191_regular.png,2448,2048
01ed83ec8a0a591d7e361aed,AD2,walnuts,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/walnuts/train/good/386_regular.png,2448,2048
01eebca8c9a4dffa4f7d2551,AD2,walnuts,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/walnuts/train/good/113_regular.png,2448,2048
01f40d53bc0b110141702db6,AD2,walnuts,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/walnuts/train/good/407_regular.png,2448,2048
02d8ae4cbb5bcd821b84f773,AD2,walnuts,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/walnuts/train/good/369_regular.png,2448,2048
02f95586e3cd7e2221f89d50,AD2,walnuts,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/walnuts/train/good/390_regular.png,2448,2048
035ee023face4124811a44aa,AD2,walnuts,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/walnuts/train/good/372_regular.png,2448,2048
03da97add61032b4c0fb0dce,AD2,walnuts,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/walnuts/train/good/358_regular.png,2448,2048
0452249e7950758604f752f4,AD2,walnuts,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/walnuts/train/good/220_regular.png,2448,2048
0536ecdbf5592a53018e97e1,AD2,walnuts,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/walnuts/train/good/014_regular.png,2448,2048
05f856fb56c1f08d35e497b3,AD2,walnuts,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/walnuts/train/good/362_regular.png,2448,2048
065e078b3decf3a461123c5a,AD2,walnuts,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/walnuts/train/good/166_regular.png,2448,2048
074e04f4b3b5a5cd9d9b25aa,AD2,walnuts,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/walnuts/train/good/192_regular.png,2448,2048
08e038ef3fb2f58b63ed09d3,AD2,walnuts,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/walnuts/train/good/377_regular.png,2448,2048
0926ba0f8957ef35813c98bd,AD2,walnuts,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/walnuts/train/good/223_regular.png,2448,2048
095665ff9bd348989e03602e,AD2,walnuts,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/walnuts/train/good/286_regular.png,2448,2048
0958ee4b0f22c5db8af15c64,AD2,walnuts,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/walnuts/train/good/072_regular.png,2448,2048
0a2ff967c02bf4a79fd67df5,AD2,walnuts,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/walnuts/train/good/103_regular.png,2448,2048
0a46d8773de7fbbacfb0d15a,AD2,walnuts,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/walnuts/train/good/364_regular.png,2448,2048
0b6953dfda7aa16d23d9a5fe,AD2,walnuts,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/walnuts/train/good/100_regular.png,2448,2048
0c004a40d4fa306db2ea815b,AD2,walnuts,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/walnuts/train/good/345_regular.png,2448,2048
0d5b9fd0af75cf3a9244db68,AD2,walnuts,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/walnuts/train/good/038_regular.png,2448,2048
0d5e6f00e5f2e85fe72c7631,AD2,walnuts,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/walnuts/train/good/378_regular.png,2448,2048
0dc1bfcd9d144b1e2b87506d,AD2,walnuts,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/walnuts/train/good/207_regular.png,2448,2048
0dc281135e01e397fd446c9c,AD2,walnuts,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/walnuts/train/good/327_regular.png,2448,2048
0e2fde391121557d8648109d,AD2,walnuts,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/walnuts/train/good/322_regular.png,2448,2048
0ed4b8687dd8c74a9ac01ba4,AD2,walnuts,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/walnuts/train/good/290_regular.png,2448,2048
1022e9ed8c3fb0b080b441ab,AD2,walnuts,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/walnuts/train/good/374_regular.png,2448,2048
10ac0e51acd96bf6ffb4d70a,AD2,walnuts,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/walnuts/train/good/261_regular.png,2448,2048
10ee90d9bb34de867f81e2b6,AD2,walnuts,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/walnuts/train/good/412_regular.png,2448,2048
1143936a625167a127ddc4d3,AD2,walnuts,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/walnuts/train/good/404_regular.png,2448,2048
