image_id,category,split,reference_available,encoded_views,matching_reason,tight_area_fraction,context15_area_fraction,context30_area_fraction,tight_text,tight_visual,context15_text,context15_visual,context30_text,context30_visual,tight_text_z,tight_visual_z,context15_text_z,context15_visual_z,context30_text_z,context30_visual_z
0567f015e56225dc7b608691,fryum,evaluation,1,9,ok,0.056712,0.12818666666666667,0.510408,0.0009305626153945923,0.07951620221138,0.0015343427658081055,0.04806274175643921,-0.007827609777450562,0.01618504524230957,1.4150783816773373,1.657819775236242,2.4423643967198245,-0.008981762006792347,-1.1698640247601853,-0.8829280617985032
05e7d385d49a93944ed7d660,fryum,evaluation,1,9,ok,0.052328,0.117924,0.416092,-0.0016424059867858887,0.08268412947654724,-0.004885390400886536,0.07457193732261658,-0.008305743336677551,0.0433599054813385,-0.05338265662885624,1.8071580743977531,-0.6898822239034907,1.1641880304754102,-1.2885936100716269,0.741704114745058
085d4d97d4ccb17a25835d26,fryum,evaluation,1,9,ok,0.014326,0.03240066666666667,0.112632,-0.0037576109170913696,0.015627115964889526,-0.00452248752117157,0.032569557428359985,-0.004427060484886169,0.02182990312576294,-1.2605858947696105,-1.3539562778134786,-0.5128185844832669,-0.69463575696437,-0.3254434658058376,-0.5454537318918248
08db9c8cd1485c7caa97f390,fryum,evaluation,1,9,ok,0.016754666666666668,0.036373333333333334,0.08989,-0.002768471837043762,0.009706377983093262,-0.0033299922943115234,0.011295825242996216,-0.004628434777259827,0.01830393075942993,-0.696058135167336,-1.6330639927236361,0.06901076067080414,-1.6361090623659218,-0.37544850260886753,-0.7562518044324453
0991fdba5270f68770239306,fryum,evaluation,1,9,ok,0.035714666666666665,0.080476,0.321432,-0.002491503953933716,0.054755330085754395,0.0012773126363754272,0.051718562841415405,-0.0016109347343444824,0.022123754024505615,-0.5379852597872896,0.49057500618647304,2.3169570420200034,0.15280733690821652,0.373853699377988,-0.5278860380378579
0a5fb07aa4961d588f1ca0e4,fryum,evaluation,1,9,ok,0.016793333333333334,0.03818,0.15114,-0.002348288893699646,0.041320592164993286,-0.0023268908262252808,0.033190011978149414,-0.005491405725479126,0.03102797269821167,-0.45624864789308256,-0.14274790271598384,0.5584331559591018,-0.6671774158161453,-0.5897404736295774,0.004447156578042708
0ce7b5f90467de3134ed6800,fryum,evaluation,1,9,ok,0.04224,0.09504,0.38016,-0.0009998232126235962,0.0908350944519043,-0.001107737421989441,0.10525387525558472,-0.005070209503173828,0.04238542914390564,0.31335627945624295,2.1914002441372817,1.1532692700596614,2.522023377380377,-0.48514950350419306,0.6834456508873495
0dc73ea3b7f6abcbf1a04e2d,fryum,evaluation,1,9,ok,0.038808,0.087444,0.349272,0.007863223552703857,0.27689674496650696,0.003296986222267151,0.09455782175064087,-0.00027655065059661865,0.0628315806388855,5.371730814046138,10.962476124746997,3.3023742859938183,2.0486673738212327,0.7052064476889639,1.9058061455890332
0fdaf1bb08e3c9e6bdb2479d,fryum,evaluation,1,9,ok,0.015290666666666666,0.034592,0.137616,0.0026618987321853638,0.10570627450942993,0.003187432885169983,0.0767916738986969,-0.0018842369318008423,0.0397181510925293,2.4031975641520145,2.892438036492726,3.2489222092500603,1.2624229200187154,0.30598760643701034,0.523984085751835
11a192dfa2971876b4b07756,fryum,evaluation,1,9,ok,0.006846666666666667,0.015549333333333333,0.05214,-0.005899056792259216,0.04839751124382019,-0.004964053630828857,0.026656270027160645,-0.00798286497592926,0.01987782120704651,-2.482765532197192,0.19086299490664999,-0.7282627343945542,-0.9563294826768101,-1.208416820264904,-0.6621577395113663
