image_id,category,split,conditional_top1pct,unconditional_top1pct,high_map_top1pct,D256_z,D512_z,conditional_top1pct_z,unconditional_top1pct_z,high_map_top1pct_z,fixed_multiscale
018907bf1dcc6fa36230be24,candle,calibration,3.629785202690216,3.230738401412964,3.1871049404144287,-0.8772733114835364,-0.0528025591720076,0.9285978926952784,-0.7728077284363883,-0.7728161299439416,-0.465037935327772
03d45ac46432e3ce12e9c228,candle,calibration,4.312443622704573,6.144958019256592,3.349600553512573,0.3092377984220404,1.3442767303001284,2.356124761424645,1.6608652274194278,1.6608796208638277,0.8267572643610844
0cb264047a386dc042459bb5,candle,calibration,2.988034544040159,4.367411136627197,3.250485420227051,-0.038775914887896,-0.0351507891759357,-0.4133855669512842,0.1764308527644514,0.1764329080037618,-0.0369633520319158
0dda1a135de067aabc798673,candle,calibration,3.571227592242194,4.237752914428711,3.243255615234375,-0.5311584475223582,-0.2628987628802919,0.8061463710669645,0.0681529086669204,0.068152165192467,-0.397028605201325
11b7553dab9fb5b3074cafdd,candle,calibration,2.790885242045728,3.709798574447632,3.213817358016968,-0.0765599801982773,-0.5273875950677646,-0.8256502039894849,-0.3727432376878267,-0.3727444235537073,-0.3019737876330209
1407a172b880c651154bb622,candle,calibration,2.955392347146812,3.059389352798462,3.177550792694092,-0.6909699315881966,-1.0890482178644811,-0.4816446138676427,-0.9159017983106764,-0.9159085388173426,-0.890009074726339
1dd3bc2747366c4eb6b20337,candle,calibration,4.148017593769641,4.238927364349365,3.243321180343628,-0.5513446630121448,1.0256988658502968,2.012288712030935,0.0691336950813699,0.069134133411472,0.237177101419076
1eacea85f68939f737504131,candle,calibration,3.0688700961087134,3.557058572769165,3.2053005695343018,-0.6445088571417914,-0.93619577949176,-0.2443479939231713,-0.5002968404040522,-0.5003003098056883,-0.7903523183167758
24c93f8bdc5630c40b583c23,candle,calibration,3.523230221170166,4.155486583709717,3.23866868019104,0.9623946371345524,0.0845366206315549,0.705777673011131,-0.0005479342697046,-0.0005463314091191,0.5234656288830537
28023ea0a103af5b6d8c691c,candle,calibration,2.926961720030433,3.656749725341797,3.2108592987060547,-0.4837416963105854,0.3010178719711903,-0.5410967247822088,-0.4170444799887334,-0.4170472588016869,-0.0913619121696975
