category,image_id,label,variant,D,MLP,new_saturation_fraction,D_peak_in_mask,D_defect_background_margin,MLP_peak_in_mask,MLP_defect_background_margin
candle,02bd8d596731ab3417010866,1,identity,61.67417907714844,6.107193470001221,0.0,True,6.111743927001953,True,2.460974931716919
candle,02bd8d596731ab3417010866,1,brightness_0.9,61.260196685791016,5.613897800445557,0.00016269790466436223,True,5.8897247314453125,True,2.4274415969848633
candle,02bd8d596731ab3417010866,1,brightness_1.1,61.96556091308594,6.557608127593994,0.10448628358867125,True,5.943202972412109,True,2.473508358001709
candle,02bd8d596731ab3417010866,1,contrast_0.9,60.98138427734375,5.770682334899902,0.0,True,5.843803405761719,True,2.3800570964813232
candle,02bd8d596731ab3417010866,1,contrast_1.1,61.88744354248047,6.438082218170166,0.12650139937979202,True,5.995639801025391,True,2.5499258041381836
candle,0337f49d30789e965adb6aa3,1,identity,35.48849105834961,1.825745940208435,0.0,False,-0.5870513916015625,False,-0.25982630252838135
candle,0337f49d30789e965adb6aa3,1,brightness_0.9,39.95307159423828,1.4285595417022705,0.00014513897779484773,False,-3.840442657470703,False,-0.11950957775115967
candle,0337f49d30789e965adb6aa3,1,brightness_1.1,35.78618621826172,2.184523820877075,0.10858795999943101,False,0.5467185974121094,False,-0.3587874174118042
candle,0337f49d30789e965adb6aa3,1,contrast_0.9,37.589393615722656,1.5348483324050903,0.0,False,-2.5493736267089844,False,-0.14470374584197998
candle,0337f49d30789e965adb6aa3,1,contrast_1.1,35.390769958496094,1.850751280784607,0.13142878988321313,False,-0.214019775390625,False,-0.13241314888000488
candle,0376a84cc136cb65b92d2401,0,identity,28.04451560974121,1.1917004585266113,0.0,,,,
candle,0376a84cc136cb65b92d2401,0,brightness_0.9,27.59541130065918,0.6447177529335022,0.00020359464572753525,,,,
candle,0376a84cc136cb65b92d2401,0,brightness_1.1,28.574186325073242,1.7987014055252075,0.06594688402395482,,,,
candle,0376a84cc136cb65b92d2401,0,contrast_0.9,28.3985652923584,1.0116808414459229,0.0,,,,
candle,0376a84cc136cb65b92d2401,0,contrast_1.1,28.155797958374023,1.5161304473876953,0.11558885972773439,,,,
candle,0397572d12c4b5519744c5d9,0,identity,28.700082778930664,1.0423237085342407,0.0,,,,
candle,0397572d12c4b5519744c5d9,0,brightness_0.9,29.248149871826172,0.5315502882003784,0.00011446642199746796,,,,
candle,0397572d12c4b5519744c5d9,0,brightness_1.1,27.34773063659668,1.1809383630752563,0.10814054076160401,,,,
candle,0397572d12c4b5519744c5d9,0,contrast_0.9,28.883800506591797,0.6471799612045288,0.0,,,,
candle,0397572d12c4b5519744c5d9,0,contrast_1.1,27.215757369995117,1.074557900428772,0.12797257073358084,,,,
candle,0405531b175ece4bbd28c84e,0,identity,28.520305633544922,1.0175734758377075,0.0,,,,
candle,0405531b175ece4bbd28c84e,0,brightness_0.9,29.310327529907227,0.9068524241447449,0.00031583841875417856,,,,
candle,0405531b175ece4bbd28c84e,0,brightness_1.1,29.171743392944336,1.324759602546692,0.04844063393504886,,,,
candle,0405531b175ece4bbd28c84e,0,contrast_0.9,28.59372901916504,0.8122202754020691,0.0,,,,
candle,0405531b175ece4bbd28c84e,0,contrast_1.1,29.65715217590332,1.2642302513122559,0.11902596409621759,,,,
candle,04c7bc4c4d076ed304e64942,1,identity,48.0602912902832,4.004486083984375,0.0,False,8.7127685546875,False,2.0630249977111816
candle,04c7bc4c4d076ed304e64942,1,brightness_0.9,48.710052490234375,3.6152188777923584,0.00013424799783780708,False,8.65291976928711,False,2.0229251384735107
candle,04c7bc4c4d076ed304e64942,1,brightness_1.1,49.07113265991211,4.414933681488037,0.10489413967481756,False,8.388725280761719,False,1.9785289764404297
candle,04c7bc4c4d076ed304e64942,1,contrast_0.9,48.33115005493164,3.709548234939575,0.0,False,8.929794311523438,False,2.010955810546875
candle,04c7bc4c4d076ed304e64942,1,contrast_1.1,48.71713638305664,4.410678863525391,0.12784810239121466,False,9.208293914794922,False,2.269561529159546
candle,07e83d7d169ce5da90f06bcb,0,identity,26.090246200561523,0.6122382283210754,0.0,,,,
candle,07e83d7d169ce5da90f06bcb,0,brightness_0.9,26.57958221435547,0.28032687306404114,0.000231377757862843,,,,
candle,07e83d7d169ce5da90f06bcb,0,brightness_1.1,26.504762649536133,1.0690940618515015,0.0957879468413491,,,,
candle,07e83d7d169ce5da90f06bcb,0,contrast_0.9,26.265066146850586,0.3735992908477783,0.0,,,,
candle,07e83d7d169ce5da90f06bcb,0,contrast_1.1,27.53479766845703,0.8781197667121887,0.1451060825900795,,,,
candle,090458eedba8b03d5dceaeaa,0,identity,30.974390029907227,0.9902337789535522,0.0,,,,
candle,090458eedba8b03d5dceaeaa,0,brightness_0.9,32.71933364868164,0.7771244645118713,0.0001511401300160742,,,,
candle,090458eedba8b03d5dceaeaa,0,brightness_1.1,29.72865867614746,1.3454909324645996,0.09128619361584091,,,,
candle,090458eedba8b03d5dceaeaa,0,contrast_0.9,31.785371780395508,0.8290497660636902,0.0,,,,
candle,090458eedba8b03d5dceaeaa,0,contrast_1.1,30.700281143188477,1.0558274984359741,0.13025234178295567,,,,
candle,0b8725cbe33f5e0feb795a4a,0,identity,28.930103302001953,0.7274962067604065,0.0,,,,
candle,0b8725cbe33f5e0feb795a4a,0,brightness_0.9,29.929235458374023,0.4099075198173523,0.0002905002204867779,,,,
candle,0b8725cbe33f5e0feb795a4a,0,brightness_1.1,29.136510848999023,1.197670340538025,0.052673002105293104,,,,
candle,0b8725cbe33f5e0feb795a4a,0,contrast_0.9,29.91035270690918,0.5770071744918823,0.0,,,,
candle,0b8725cbe33f5e0feb795a4a,0,contrast_1.1,28.941944122314453,0.9649372696876526,0.1124735949302266,,,,
candle,127520589c1faaae9b19ec3c,1,identity,37.57520294189453,2.0438709259033203,0.0,True,4.594669342041016,True,0.9651695489883423
candle,127520589c1faaae9b19ec3c,1,brightness_0.9,37.647823333740234,1.6396888494491577,0.00012869137541074552,True,4.598743438720703,True,0.7336868643760681
candle,127520589c1faaae9b19ec3c,1,brightness_1.1,36.21227264404297,2.107356309890747,0.10467520875119134,True,4.513788223266602,True,0.5223902463912964
candle,127520589c1faaae9b19ec3c,1,contrast_0.9,37.110355377197266,1.7344332933425903,0.0,True,4.276969909667969,True,0.7414677143096924
candle,127520589c1faaae9b19ec3c,1,contrast_1.1,36.47036361694336,2.061695098876953,0.1255143209718488,True,4.48284912109375,True,0.7227033376693726
candle,14332dc2dfe6114dc398c392,0,identity,25.761871337890625,0.49202656745910645,0.0,,,,
candle,14332dc2dfe6114dc398c392,0,brightness_0.9,27.317354202270508,0.25955137610435486,0.00014625030228026004,,,,
candle,14332dc2dfe6114dc398c392,0,brightness_1.1,27.649553298950195,1.0716657638549805,0.05844233203886257,,,,
candle,14332dc2dfe6114dc398c392,0,contrast_0.9,26.687408447265625,0.3987455666065216,0.0,,,,
candle,14332dc2dfe6114dc398c392,0,contrast_1.1,26.94707679748535,0.9153749346733093,0.09792569062148822,,,,
candle,1465cbb36ac902b4140e4c1d,1,identity,42.58832931518555,2.862473249435425,0.0,False,1.1514892578125,True,0.2712376117706299
candle,1465cbb36ac902b4140e4c1d,1,brightness_0.9,43.04365158081055,2.4922969341278076,0.00011624454117412765,False,1.5376319885253906,True,0.22112226486206055
candle,1465cbb36ac902b4140e4c1d,1,brightness_1.1,41.58351516723633,3.0408010482788086,0.07041863148835688,False,1.1748313903808594,True,0.05928921699523926
candle,1465cbb36ac902b4140e4c1d,1,contrast_0.9,42.97814178466797,2.658722162246704,0.0,False,1.4486122131347656,True,0.31390953063964844
candle,1465cbb36ac902b4140e4c1d,1,contrast_1.1,41.57382583618164,2.9219748973846436,0.10209760273972603,False,1.2322616577148438,True,0.05525016784667969
candle,152d0fd95c8887703acb0d8a,0,identity,30.164779663085938,0.939893901348114,0.0,,,,
candle,152d0fd95c8887703acb0d8a,0,brightness_0.9,30.660139083862305,0.6053236126899719,0.00015714128223730066,,,,
candle,152d0fd95c8887703acb0d8a,0,brightness_1.1,29.945777893066406,1.5650421380996704,0.09491755750437417,,,,
candle,152d0fd95c8887703acb0d8a,0,contrast_0.9,30.318471908569336,0.7740709185600281,0.0,,,,
candle,152d0fd95c8887703acb0d8a,0,contrast_1.1,30.7636775970459,1.3191450834274292,0.12788811007268952,,,,
candle,15d1b4999c94ed929aba6f73,1,identity,46.049903869628906,3.7157657146453857,0.0,True,3.2229537963867188,True,1.706516981124878
candle,15d1b4999c94ed929aba6f73,1,brightness_0.9,46.03461837768555,3.33630108833313,0.00013913782557362125,True,3.0444297790527344,True,1.727636694908142
candle,15d1b4999c94ed929aba6f73,1,brightness_1.1,45.06978988647461,4.083792686462402,0.08977990440831306,True,3.0574569702148438,True,1.8932862281799316
candle,15d1b4999c94ed929aba6f73,1,contrast_0.9,45.98181915283203,3.4040045738220215,0.0,True,3.646270751953125,True,1.7544341087341309
candle,15d1b4999c94ed929aba6f73,1,contrast_1.1,45.71553421020508,4.06414270401001,0.11722650748943797,True,3.014911651611328,True,1.8680543899536133
candle,16371c78eea616c440a3b728,1,identity,38.14155578613281,2.014697790145874,0.0,True,1.3560371398925781,True,0.5611363649368286
candle,16371c78eea616c440a3b728,1,brightness_0.9,38.75956726074219,1.6737051010131836,0.00016136431528186745,True,1.21429443359375,True,0.5502099990844727
candle,16371c78eea616c440a3b728,1,brightness_1.1,37.8459587097168,2.204378366470337,0.10343185891691205,True,1.628204345703125,True,0.6113446950912476
candle,16371c78eea616c440a3b728,1,contrast_0.9,38.186256408691406,1.7624197006225586,0.0,True,1.2114372253417969,True,0.5075126886367798
candle,16371c78eea616c440a3b728,1,contrast_1.1,37.742347717285156,2.133431911468506,0.13124764399209093,True,1.5217742919921875,True,0.7807457447052002
candle,164a61895f124d74a7c4405b,1,identity,48.47257995605469,2.800468683242798,0.0,True,3.8736343383789062,True,0.7189147472381592
candle,164a61895f124d74a7c4405b,1,brightness_0.9,49.987266540527344,2.5994865894317627,0.00011335509751205564,True,4.688560485839844,True,0.9695422649383545
candle,164a61895f124d74a7c4405b,1,brightness_1.1,45.85622024536133,2.7109689712524414,0.09676857956727691,True,3.1280670166015625,True,0.4776649475097656
candle,164a61895f124d74a7c4405b,1,contrast_0.9,51.70914077758789,3.0036821365356445,0.0,True,6.626441955566406,True,1.384480595588684
candle,164a61895f124d74a7c4405b,1,contrast_1.1,45.829349517822266,2.5857136249542236,0.12356683594361229,True,2.6919593811035156,True,0.36170005798339844
candle,171adaf8191f9b9b11622eaa,0,identity,27.636829376220703,0.5787222981452942,0.0,,,,
candle,171adaf8191f9b9b11622eaa,0,brightness_0.9,28.610652923583984,0.2480250597000122,0.0001475838916627548,,,,
candle,171adaf8191f9b9b11622eaa,0,brightness_1.1,28.17231559753418,1.173125147819519,0.053289342664902775,,,,
candle,171adaf8191f9b9b11622eaa,0,contrast_0.9,28.0987606048584,0.37878698110580444,0.0,,,,
candle,171adaf8191f9b9b11622eaa,0,contrast_1.1,28.772342681884766,0.8628908395767212,0.09463239164141737,,,,
candle,1957eccd65cb87cda25c940f,1,identity,50.812381744384766,4.963817119598389,0.0,False,3.6453933715820312,True,2.331624746322632
candle,1957eccd65cb87cda25c940f,1,brightness_0.9,50.609622955322266,4.3970746994018555,0.00013802650108820893,True,3.549663543701172,True,2.2510573863983154
candle,1957eccd65cb87cda25c940f,1,brightness_1.1,51.554412841796875,5.518016338348389,0.10046884557390574,False,3.682952880859375,True,2.270981550216675
candle,1957eccd65cb87cda25c940f,1,contrast_0.9,50.87970733642578,4.616359710693359,0.0,True,3.4022750854492188,True,2.185792922973633
candle,1957eccd65cb87cda25c940f,1,contrast_1.1,51.85987854003906,5.41887092590332,0.1241636171922787,False,3.4182205200195312,True,2.594144821166992
candle,1ba5359ad13a8a9089d50cb2,1,identity,47.4161376953125,3.5401837825775146,0.0,True,2.5407028198242188,True,0.6189684867858887
candle,1ba5359ad13a8a9089d50cb2,1,brightness_0.9,47.51811981201172,3.106553077697754,0.00010979885915873626,True,2.628814697265625,True,0.708878755569458
candle,1ba5359ad13a8a9089d50cb2,1,brightness_1.1,44.852439880371094,3.4960415363311768,0.09959912303162208,True,1.4105072021484375,True,0.3921470642089844
candle,1ba5359ad13a8a9089d50cb2,1,contrast_0.9,47.2885856628418,3.238805055618286,0.0,True,2.51385498046875,True,0.5945909023284912
candle,1ba5359ad13a8a9089d50cb2,1,contrast_1.1,45.05868148803711,3.470191478729248,0.11845652142989231,True,2.152240753173828,True,0.592130184173584
candle,1c17d2c430226e43ea124d85,0,identity,27.87546730041504,0.7063799500465393,0.0,,,,
candle,1c17d2c430226e43ea124d85,0,brightness_0.9,28.786022186279297,0.4866868853569031,0.00017069944095933086,,,,
candle,1c17d2c430226e43ea124d85,0,brightness_1.1,29.618432998657227,1.137581706047058,0.08477383213132476,,,,
candle,1c17d2c430226e43ea124d85,0,contrast_0.9,28.5700740814209,0.5760237574577332,0.0,,,,
candle,1c17d2c430226e43ea124d85,0,contrast_1.1,28.6583194732666,1.0577565431594849,0.12414294655685003,,,,
candle,1c550c6a0bf286189a4768e1,0,identity,29.61829376220703,0.9509487748146057,0.0,,,,
candle,1c550c6a0bf286189a4768e1,0,brightness_0.9,29.94452476501465,0.6571366190910339,0.00014669483207442496,,,,
candle,1c550c6a0bf286189a4768e1,0,brightness_1.1,29.96611976623535,1.20967698097229,0.05153789527589297,,,,
candle,1c550c6a0bf286189a4768e1,0,contrast_0.9,29.8566951751709,0.7356503009796143,0.0,,,,
candle,1c550c6a0bf286189a4768e1,0,contrast_1.1,30.095909118652344,0.9082375764846802,0.09316766596964395,,,,
candle,20410585cac5208e0a0f7532,0,identity,29.32308578491211,0.40044111013412476,0.0,,,,
candle,20410585cac5208e0a0f7532,0,brightness_0.9,29.591552734375,0.08157051354646683,0.0004165244171325339,,,,
candle,20410585cac5208e0a0f7532,0,brightness_1.1,30.973690032958984,0.8240209817886353,0.04611507631687506,,,,
candle,20410585cac5208e0a0f7532,0,contrast_0.9,28.968740463256836,0.1718231737613678,0.0,,,,
candle,20410585cac5208e0a0f7532,0,contrast_1.1,30.277002334594727,0.7363173365592957,0.11805600008534972,,,,
candle,206dcc79be4ebd28bb821bd5,0,identity,24.720321655273438,0.34399157762527466,0.0,,,,
candle,206dcc79be4ebd28bb821bd5,0,brightness_0.9,25.011262893676758,0.0678432360291481,0.00012846911051366306,,,,
candle,206dcc79be4ebd28bb821bd5,0,brightness_1.1,26.90277862548828,0.7216320633888245,0.07042040960753354,,,,
candle,206dcc79be4ebd28bb821bd5,0,contrast_0.9,24.76829719543457,0.13898293673992157,0.0,,,,
candle,206dcc79be4ebd28bb821bd5,0,contrast_1.1,25.694116592407227,0.6056491136550903,0.1059583440020484,,,,
candle,22dec60b6af2e8c94be95e24,0,identity,41.04605484008789,1.4998716115951538,0.0,,,,
candle,22dec60b6af2e8c94be95e24,0,brightness_0.9,40.8252067565918,1.1113773584365845,0.00014736162676567234,,,,
candle,22dec60b6af2e8c94be95e24,0,brightness_1.1,40.69343566894531,1.655251383781433,0.0661878191723922,,,,
candle,22dec60b6af2e8c94be95e24,0,contrast_0.9,40.18560791015625,1.3025261163711548,0.0,,,,
candle,22dec60b6af2e8c94be95e24,0,contrast_1.1,41.52317810058594,1.5460039377212524,0.10874754619553621,,,,
candle,23e908cb5ae2243950b9b570,1,identity,42.029598236083984,4.061868667602539,0.0,True,4.032947540283203,True,2.0715808868408203
candle,23e908cb5ae2243950b9b570,1,brightness_0.9,41.97533416748047,3.5829946994781494,0.0001329144084553123,True,4.393718719482422,True,1.9941824674606323
candle,23e908cb5ae2243950b9b570,1,brightness_1.1,41.13573455810547,4.330748558044434,0.10234076053713424,True,3.6701011657714844,True,2.063556432723999
candle,23e908cb5ae2243950b9b570,1,contrast_0.9,42.01461410522461,3.804884433746338,0.0,True,4.602264404296875,True,2.1696481704711914
