category,method,auroc,ap
candle,appearance_nn_max,0.6514000000000001,0.5708012662681825
candle,D_z,0.9734,0.9737000804531304
candle,map_42,0.9742,0.9740740833132864
candle,full_42,0.9805,0.9826603980165953
capsules,appearance_nn_max,0.7643333333333333,0.8308058558220364
capsules,D_z,0.9468333333333334,0.9725918821848262
capsules,map_42,0.9491666666666667,0.9733019516928658
capsules,full_42,0.9503333333333333,0.9737752655969791
cashew,appearance_nn_max,0.8857999999999999,0.9415953058020724
cashew,D_z,0.976,0.9890793622967358
cashew,map_42,0.9764,0.9894261268448691
cashew,full_42,0.9734,0.9874491061362296
chewinggum,appearance_nn_max,0.8322,0.9245352170220407
chewinggum,D_z,0.9909999999999999,0.9960316881939906
chewinggum,map_42,0.9889999999999999,0.9950927358089872
chewinggum,full_42,0.9962,0.9981868881115643
fryum,appearance_nn_max,0.9076000000000001,0.9526036340401997
fryum,D_z,0.984,0.9919779086885728
fryum,map_42,0.9826,0.9911830233992214
fryum,full_42,0.9804,0.9908695189694905
macaroni1,appearance_nn_max,0.7505,0.7484409228623972
macaroni1,D_z,0.9563999999999999,0.9504056665793419
macaroni1,map_42,0.9658,0.9652927679772356
macaroni1,full_42,0.9998,0.9998009900990099
macaroni2,appearance_nn_max,0.6195999999999999,0.6071135279816701
macaroni2,D_z,0.8292,0.8272645759779061
macaroni2,map_42,0.8446999999999999,0.8510316740211773
macaroni2,full_42,0.9801,0.9783457663085996
pcb1,appearance_nn_max,0.6538,0.7191707815476587
pcb1,D_z,0.9847999999999999,0.9849984935421512
pcb1,map_42,0.9843999999999999,0.9834576541745201
pcb1,full_42,0.9831,0.986019708287644
pcb2,appearance_nn_max,0.8058000000000001,0.8460510277729477
pcb2,D_z,0.9624999999999999,0.9688283370282473
pcb2,map_42,0.9594999999999999,0.967939491613353
pcb2,full_42,0.9906,0.9905653219766096
pcb3,appearance_nn_max,0.40900990099009904,0.45257437854028654
pcb3,D_z,0.985049504950495,0.9864242081134261
pcb3,map_42,0.9861386138613861,0.9874522569415479
pcb3,full_42,0.9903960396039604,0.9904620629185629
pcb4,appearance_nn_max,0.5475247524752475,0.5692125034609681
pcb4,D_z,0.9969306930693069,0.9966010519532534
pcb4,map_42,0.9905940594059406,0.9830479669483063
pcb4,full_42,0.9910891089108911,0.9874104996718929
pipe_fryum,appearance_nn_max,0.8628,0.9332586781181518
pipe_fryum,D_z,0.999,0.9995153846153846
pipe_fryum,map_42,0.9962,0.9980975436016768
pipe_fryum,full_42,0.9972000000000001,0.9986379066932086
