image_id,category,split,evidence_available,encoded_views,matching_reason,u_mean,v_mean,bidirectional_mean,u_std,v_std,reference_contrast,visual_distance,match_error,reference_margin,swap_margin_mean
01c91be7ff0cb9e3f109b773,chewinggum,evaluation,1,7,ok,-0.0006099492311477661,-0.0008553341031074524,-0.0007326416671276093,0.00014890730381011963,0.0003018006682395935,-0.0017842650413513184,0.025957733392715454,0.0027755258582797446,-0.0024230629205703735,-0.003437887877225876
0226a1a2b5c3e5e187ddae50,chewinggum,evaluation,1,7,ok,-0.00048523396253585815,5.058199167251587e-05,-0.00021732598543167114,0.00017920881509780884,0.00016263872385025024,-0.0007653459906578064,0.04955747723579407,0.0026236175251601887,-0.004321537911891937,-0.0044363029301166534
0460bfe75a262d4797c9b32d,chewinggum,evaluation,1,7,ok,-0.0009293779730796814,-2.8625130653381348e-05,-0.00047900155186653137,0.00011727958917617798,4.069507122039795e-05,-0.00016830116510391235,0.025982767343521118,0.002199589481447899,-0.0025755390524864197,-0.002209313213825226
058136b0d5e25024c80f75ca,chewinggum,evaluation,1,7,ok,-0.00017844140529632568,-0.000481627881526947,-0.00033003464341163635,8.462369441986084e-05,6.98193907737732e-05,-0.002562589943408966,0.08738529682159424,0.0027793834896149374,-0.002197645604610443,-0.003630533814430237
058fdc068c35a2b940e25fab,chewinggum,evaluation,1,7,ok,0.000359557569026947,0.0017991140484809875,0.0010793358087539673,0.000180073082447052,7.490068674087524e-05,0.0015669390559196472,0.1010625958442688,0.0019057272309387153,-0.0015419945120811462,-3.874674439430237e-05
0656dd5366d7e40d22f6acab,chewinggum,evaluation,1,7,ok,-0.0010106861591339111,-0.0032976120710372925,-0.002154149115085602,0.00020195543766021729,0.0005264431238174438,-0.0019640177488327026,0.06953573226928711,0.0051549867730444916,0.0025493353605270386,0.0004238635301589966
066a3dca9607bb33aaa4780b,chewinggum,evaluation,1,7,ok,-0.0006679147481918335,0.0005089044570922852,-7.950514554977417e-05,0.0005103498697280884,0.00030484795570373535,-0.0011691004037857056,0.18432912230491638,0.0026209341664599557,0.002362385392189026,0.0023662447929382324
06b0186aca1c70e236744d28,chewinggum,evaluation,1,7,ok,0.0013810694217681885,0.0010208562016487122,0.0012009628117084503,0.0002952367067337036,0.0003705248236656189,0.0009046569466590881,0.05609416961669922,0.003793668373659499,-0.0032799765467643738,-0.003007754683494568
0927c1f5d5a9a77901bb2193,chewinggum,calibration,1,7,ok,0.0010916292667388916,0.0008302181959152222,0.0009609237313270569,0.0006652474403381348,0.0006151497364044189,0.0006972327828407288,0.04170483350753784,0.0029645632474850385,-0.005899764597415924,-0.005681853741407394
0a215adeb5b013c30c68fd0e,chewinggum,evaluation,1,7,ok,-0.00222846120595932,0.0004113689064979553,-0.0009085461497306824,0.00023845583200454712,0.00024347752332687378,-0.0019520968198776245,0.19781431555747986,0.007602922975325669,0.0011769980192184448,0.0015208646655082703
0c394bf08e88a3dd9642b486,chewinggum,calibration,1,7,ok,-0.0008257478475570679,-0.0015179291367530823,-0.001171838492155075,0.0003351569175720215,0.00039032846689224243,-0.001239880919456482,0.0284404456615448,0.001739237293507318,-0.001226574182510376,-0.002192605286836624
0ca74c4813d20d80df7541b2,chewinggum,evaluation,1,7,ok,-0.0004490390419960022,0.0011370480060577393,0.00034400448203086853,0.0003058984875679016,0.0004491060972213745,-0.0007985308766365051,0.0706903338432312,0.003974793579871876,-0.004253320395946503,-0.0038595423102378845
0d13d83973f60d6578a512be,chewinggum,evaluation,1,7,ok,0.003468349575996399,0.003015384078025818,0.0032418668270111084,8.510053157806396e-05,0.0003175884485244751,0.0023463815450668335,0.18275272846221924,0.0027940477155381695,0.0011630207300186157,0.002109728753566742
0da3703324727ac18dba4a01,chewinggum,calibration,1,7,ok,-6.563961505889893e-06,-0.0015532076358795166,-0.0007798857986927032,4.573911428451538e-05,0.00014579296112060547,-0.0009311214089393616,0.016920626163482666,0.002366965025374033,-0.0032282397150993347,-0.004467122256755829
0de49ef61d0bd6bccf204ccc,chewinggum,evaluation,1,7,ok,-0.00014280527830123901,-0.0006785914301872253,-0.0004106983542442322,1.9080936908721924e-05,0.0002982988953590393,-0.0006871297955513,0.11873185634613037,0.0027277402285128664,0.00083150714635849,0.0002200491726398468
0f6e007aa1c83969d60acf53,chewinggum,calibration,1,7,ok,-0.00019299983978271484,-0.00014355778694152832,-0.00016827881336212158,0.0001469254493713379,0.0005290508270263672,-0.001414187252521515,0.044336676597595215,0.0032523073729267948,-0.0028820261359214783,-0.0035643987357616425
10900085cd75ee1b01f3be8f,chewinggum,evaluation,1,7,ok,0.003307826817035675,0.0009615123271942139,0.0021346695721149445,6.163865327835083e-05,0.0014032721519470215,0.001551806926727295,0.05409404635429382,0.00195303466218713,-0.0032625794410705566,-0.0036598332226276398
11378845b801961ca81f4c3f,chewinggum,evaluation,1,7,ok,-0.0001680031418800354,0.0026528313755989075,0.001242414116859436,0.00045209378004074097,0.0006237104535102844,0.0016657635569572449,0.09243834018707275,0.014409650752235522,-0.003965415060520172,-0.0017221160233020782
14071f493f44fe45e4e06ab9,chewinggum,evaluation,1,7,ok,0.0019815638661384583,0.005483105778694153,0.0037323348224163055,0.0002831891179084778,0.0010790824890136719,0.0030369386076927185,0.1343640387058258,0.0029334433686641326,0.0004470422863960266,0.003716282546520233
1426282f6fdb9fcf4076b880,chewinggum,evaluation,1,7,ok,0.0037825927138328552,0.0017855316400527954,0.0027840621769428253,0.00303465873003006,3.902614116668701e-05,0.003975413739681244,0.10888531804084778,0.002395237236640595,0.0016657784581184387,0.0026549547910690308
16586200efa0c514159f57b9,chewinggum,evaluation,1,7,ok,-0.0009394660592079163,-0.002686023712158203,-0.0018127448856830597,0.0006401762366294861,0.0010202229022979736,-0.0032682567834854126,0.07542973756790161,0.00306690861672181,-0.00107555091381073,-0.0035829581320285797
