image_id,dataset,category,original_split,role,path,width,height
00a37f366d7c4f272aa1cfa0,AD2,can,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/119_regular.png,2232,1024
0133810e9a02108c42cf974f,AD2,can,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/297_regular.png,2232,1024
0244363e9072e5375c19b410,AD2,can,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/098_regular.png,2232,1024
02e2de3e8728fb66d01cef7b,AD2,can,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/192_regular.png,2232,1024
051bd0f82e0ab4725585617c,AD2,can,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/383_regular.png,2232,1024
05bb225e7e82d93d6d8419e1,AD2,can,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/269_regular.png,2232,1024
064b667eefda3338f329be0a,AD2,can,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/015_regular.png,2232,1024
07fde557c2d02ed7b01f7caf,AD2,can,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/216_regular.png,2232,1024
082bd18553b30507aee6eea4,AD2,can,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/334_regular.png,2232,1024
0adbbcb2632d992ec7a8ac9c,AD2,can,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/135_regular.png,2232,1024
0bc6881d3215e5e851cefd00,AD2,can,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/128_regular.png,2232,1024
0c672de707372aea1b376230,AD2,can,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/161_regular.png,2232,1024
0caa8aca1801068d9f3700c1,AD2,can,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/167_regular.png,2232,1024
0cd376dd9da93fbfff1fc53e,AD2,can,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/162_regular.png,2232,1024
0cff47d6a5b1d9881fb87f95,AD2,can,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/209_regular.png,2232,1024
0d08c5f0ffd0ab11e4b31881,AD2,can,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/011_regular.png,2232,1024
0d0d1a192aa7013e932f14ff,AD2,can,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/346_regular.png,2232,1024
0e8babf515dd68f6ad83e91f,AD2,can,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/070_regular.png,2232,1024
0e95a811912ef911ad3674a8,AD2,can,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/219_regular.png,2232,1024
0ee688a5ac435aa7c87a7ef8,AD2,can,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/388_regular.png,2232,1024
0f19c2f773a6d4b62acaf668,AD2,can,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/092_regular.png,2232,1024
10dc19afe37867228cd61ace,AD2,can,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/093_regular.png,2232,1024
1190ef165380a6ac5fb99769,AD2,can,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/152_regular.png,2232,1024
11b779de137feb630cc7c32f,AD2,can,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/180_regular.png,2232,1024
11d753ff348c4012f0c747fb,AD2,can,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/247_regular.png,2232,1024
125bf35fb9dbea838a21e2ff,AD2,can,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/381_regular.png,2232,1024
12c9d3b38ce25fdd1593fc22,AD2,can,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/374_regular.png,2232,1024
12d9a1175fa6701ad7dcf1ec,AD2,can,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/330_regular.png,2232,1024
13555379aedbbbfb1aa33bae,AD2,can,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/230_regular.png,2232,1024
13ad7510cf53b804b6c82ba6,AD2,can,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/213_regular.png,2232,1024
143d4b2a7926ffcf01eda6da,AD2,can,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/078_regular.png,2232,1024
1507762a3a42820387c5b14f,AD2,can,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/can/train/good/246_regular.png,2232,1024
