dataset,category,image_path,canonical_image_path,component_rank,threshold,x1,y1,x2,y2,cx,cy,area,mean_score,max_score,gt_iou,gt_f1
VisA,macaroni1,/root/private_data/iad-vlm-anomaly/datasets/VisA_anomalib_1cls/macaroni1/test/anomaly/macaroni1_test_anomaly_000.JPG,datasets/VisA_anomalib_1cls/macaroni1/test/anomaly/macaroni1_test_anomaly_000.JPG,1,0.6390218066234215,149,147,158,155,153.38,151.20,74,0.792717,1.000000,0.304348,0.466667
VisA,macaroni1,/root/private_data/iad-vlm-anomaly/datasets/VisA_anomalib_1cls/macaroni1/test/anomaly/macaroni1_test_anomaly_001.JPG,datasets/VisA_anomalib_1cls/macaroni1/test/anomaly/macaroni1_test_anomaly_001.JPG,1,0.6390218066234215,119,45,127,57,122.73,51.18,92,0.797184,1.000000,0.000000,0.000000
VisA,macaroni1,/root/private_data/iad-vlm-anomaly/datasets/VisA_anomalib_1cls/macaroni1/test/anomaly/macaroni1_test_anomaly_002.JPG,datasets/VisA_anomalib_1cls/macaroni1/test/anomaly/macaroni1_test_anomaly_002.JPG,1,0.6390218066234215,71,159,78,170,75.20,163.86,59,0.784290,1.000000,0.000000,0.000000
VisA,macaroni1,/root/private_data/iad-vlm-anomaly/datasets/VisA_anomalib_1cls/macaroni1/test/anomaly/macaroni1_test_anomaly_002.JPG,datasets/VisA_anomalib_1cls/macaroni1/test/anomaly/macaroni1_test_anomaly_002.JPG,2,0.6390218066234215,17,249,20,255,18.64,252.32,25,0.802635,0.980528,0.000000,0.000000
VisA,macaroni1,/root/private_data/iad-vlm-anomaly/datasets/VisA_anomalib_1cls/macaroni1/test/anomaly/macaroni1_test_anomaly_002.JPG,datasets/VisA_anomalib_1cls/macaroni1/test/anomaly/macaroni1_test_anomaly_002.JPG,3,0.6390218066234215,52,40,57,44,54.50,42.12,24,0.738837,0.883832,0.000000,0.000000
VisA,macaroni1,/root/private_data/iad-vlm-anomaly/datasets/VisA_anomalib_1cls/macaroni1/test/anomaly/macaroni1_test_anomaly_003.JPG,datasets/VisA_anomalib_1cls/macaroni1/test/anomaly/macaroni1_test_anomaly_003.JPG,1,0.6390218066234215,192,146,204,155,197.45,150.64,96,0.799261,1.000000,0.072072,0.134454
VisA,macaroni1,/root/private_data/iad-vlm-anomaly/datasets/VisA_anomalib_1cls/macaroni1/test/anomaly/macaroni1_test_anomaly_003.JPG,datasets/VisA_anomalib_1cls/macaroni1/test/anomaly/macaroni1_test_anomaly_003.JPG,2,0.6390218066234215,234,59,240,64,236.66,61.28,32,0.710649,0.798391,0.000000,0.000000
VisA,macaroni1,/root/private_data/iad-vlm-anomaly/datasets/VisA_anomalib_1cls/macaroni1/test/anomaly/macaroni1_test_anomaly_003.JPG,datasets/VisA_anomalib_1cls/macaroni1/test/anomaly/macaroni1_test_anomaly_003.JPG,3,0.6390218066234215,243,63,247,67,245.00,65.00,23,0.739950,0.868987,0.000000,0.000000
VisA,macaroni1,/root/private_data/iad-vlm-anomaly/datasets/VisA_anomalib_1cls/macaroni1/test/anomaly/macaroni1_test_anomaly_004.JPG,datasets/VisA_anomalib_1cls/macaroni1/test/anomaly/macaroni1_test_anomaly_004.JPG,1,0.6390218066234215,246,227,253,234,249.20,230.54,41,0.780308,1.000000,0.000000,0.000000
VisA,macaroni1,/root/private_data/iad-vlm-anomaly/datasets/VisA_anomalib_1cls/macaroni1/test/anomaly/macaroni1_test_anomaly_004.JPG,datasets/VisA_anomalib_1cls/macaroni1/test/anomaly/macaroni1_test_anomaly_004.JPG,2,0.6390218066234215,197,41,204,48,200.48,43.72,29,0.681675,0.754420,0.264706,0.418605
VisA,macaroni1,/root/private_data/iad-vlm-anomaly/datasets/VisA_anomalib_1cls/macaroni1/test/anomaly/macaroni1_test_anomaly_005.JPG,datasets/VisA_anomalib_1cls/macaroni1/test/anomaly/macaroni1_test_anomaly_005.JPG,1,0.6390218066234215,146,132,171,147,158.00,138.85,217,0.765612,0.929018,0.000000,0.000000
VisA,macaroni1,/root/private_data/iad-vlm-anomaly/datasets/VisA_anomalib_1cls/macaroni1/test/anomaly/macaroni1_test_anomaly_005.JPG,datasets/VisA_anomalib_1cls/macaroni1/test/anomaly/macaroni1_test_anomaly_005.JPG,2,0.6390218066234215,243,9,249,15,245.60,12.29,35,0.802110,1.000000,0.000000,0.000000
VisA,macaroni1,/root/private_data/iad-vlm-anomaly/datasets/VisA_anomalib_1cls/macaroni1/test/anomaly/macaroni1_test_anomaly_006.JPG,datasets/VisA_anomalib_1cls/macaroni1/test/anomaly/macaroni1_test_anomaly_006.JPG,1,0.6390218066234215,63,79,72,87,67.43,83.13,69,0.786499,1.000000,0.139130,0.244275
VisA,macaroni1,/root/private_data/iad-vlm-anomaly/datasets/VisA_anomalib_1cls/macaroni1/test/anomaly/macaroni1_test_anomaly_006.JPG,datasets/VisA_anomalib_1cls/macaroni1/test/anomaly/macaroni1_test_anomaly_006.JPG,2,0.6390218066234215,96,244,102,255,99.27,249.23,52,0.722560,0.797965,0.000000,0.000000
VisA,macaroni1,/root/private_data/iad-vlm-anomaly/datasets/VisA_anomalib_1cls/macaroni1/test/anomaly/macaroni1_test_anomaly_006.JPG,datasets/VisA_anomalib_1cls/macaroni1/test/anomaly/macaroni1_test_anomaly_006.JPG,3,0.6390218066234215,153,88,158,95,155.21,90.94,34,0.698719,0.767767,0.000000,0.000000
VisA,macaroni1,/root/private_data/iad-vlm-anomaly/datasets/VisA_anomalib_1cls/macaroni1/test/anomaly/macaroni1_test_anomaly_007.JPG,datasets/VisA_anomalib_1cls/macaroni1/test/anomaly/macaroni1_test_anomaly_007.JPG,1,0.6390218066234215,63,155,73,167,67.62,161.06,89,0.758199,1.000000,0.430052,0.601449
VisA,macaroni1,/root/private_data/iad-vlm-anomaly/datasets/VisA_anomalib_1cls/macaroni1/test/anomaly/macaroni1_test_anomaly_008.JPG,datasets/VisA_anomalib_1cls/macaroni1/test/anomaly/macaroni1_test_anomaly_008.JPG,1,0.6390218066234215,146,172,163,184,153.81,177.93,165,0.752043,1.000000,0.000000,0.000000
