image_id,category,split,reference_available,encoded_views,matching_reason,tight_area_fraction,context15_area_fraction,context30_area_fraction,tight_text,tight_visual,context15_text,context15_visual,context30_text,context30_visual,tight_text_z,tight_visual_z,context15_text_z,context15_visual_z,context30_text_z,context30_visual_z
0230568537d49a20054718fc,capsules,evaluation,1,9,ok,0.059596,0.134832,0.429,-0.0012251734733581543,0.09423235058784485,-0.00624576210975647,0.06595778465270996,-0.006849706172943115,0.03654196858406067,0.08396588767520255,1.4734873682736507,-0.9461074441517664,-0.680149497356872,-0.8030498438840534,-1.3431186958788215
034819db59fed268623329cd,capsules,evaluation,1,9,ok,0.04042333333333333,0.091546,0.36247,-0.0005887150764465332,0.05798017978668213,-0.0006241798400878906,0.07622319459915161,-0.006467700004577637,0.0596260130405426,0.2826887221841653,-1.2090410328748655,0.5346024561009066,-0.1979844354245595,-0.7056694902654033,0.11871249496617
03d8ab7c6352f052febc78e0,capsules,evaluation,1,9,ok,0.018172,0.041296,0.163548,0.004581749439239502,0.11815696954727173,-0.007659256458282471,0.10424065589904785,-0.0019394159317016602,0.05010288953781128,1.8970744687953738,3.2438219007166142,-1.3184181167370213,1.1179923286143034,0.44867287595648625,-0.4843533584550499
047db873a05810fcda286a47,capsules,calibration,1,9,ok,0.027701333333333335,0.062328,0.234808,0.0020733773708343506,0.07127690315246582,-0.005124956369400024,0.0687665045261383,-0.006603062152862549,0.08952701091766357,1.1138798250364363,-0.22513200666599006,-0.6508901767713395,-0.5482242650682647,-0.7401757756559406,2.012237324056144
05b91854e3218bb7fff74ab9,capsules,evaluation,1,9,ok,0.036096,0.081216,0.324864,-0.008838921785354614,0.14108994603157043,-0.009584426879882812,0.17032384872436523,-0.004898935556411743,0.07162988185882568,-2.2932918453355327,4.940778507244278,-1.8255029135419778,4.221911892230849,-0.30576276268449154,0.8788752074604484
0632f91792b863bb94bb5ecb,capsules,evaluation,1,9,ok,0.013410666666666666,0.030268,0.120696,-0.0028670132160186768,0.09338673949241638,-0.0021219253540039062,0.07024580240249634,-0.003154367208480835,0.05326521396636963,-0.42866942211751463,1.4109152317730576,0.14010024940364196,-0.4787418229746831,0.13895959182701903,-0.28409449593411956
074325c08472083d737fcba6,capsules,evaluation,1,9,ok,0.052332,0.11816133333333333,0.457638,-0.0012928247451782227,0.09931737184524536,-0.0035151243209838867,0.04355528950691223,-0.0067153871059417725,0.04543706774711609,0.06284297915603484,1.8497603925357815,-0.22686467336545482,-1.732391981170793,-0.7688094589753893,-0.7798234108291365
0845266d6be0fd688dc17242,capsules,calibration,1,9,ok,0.025209333333333334,0.05705333333333333,0.226884,6.67870044708252e-05,0.08207511901855469,0.002601414918899536,0.09977903962135315,0.005569159984588623,0.07567417621612549,0.4873576089150436,0.5738965784466803,1.3842155836372216,0.9084307524009178,2.3627460989869458,1.1349861176436578
09dc9cfb0f5f0c6e5358d145,capsules,evaluation,1,9,ok,0.0074533333333333335,0.014112,0.04472,0.001290440559387207,0.03775852918624878,-0.002463042736053467,0.035833269357681274,-0.0010824203491210938,0.10766047239303589,0.8694217062227558,-2.7053694141817473,0.05025083325717406,-2.0950943323601026,0.6671367118636405,3.160565539792269
09e0b6e30fcde8d2f54bf4c9,capsules,calibration,1,9,ok,0.011769333333333333,0.026669333333333333,0.105924,-0.0015638470649719238,0.03311988711357117,-0.001692056655883789,0.049391090869903564,-0.002983599901199341,0.05934274196624756,-0.02177892836524758,-3.0486120070452074,0.2533265274480814,-1.4582850979296853,0.1824912992880009,0.10077393603429326
