timestamp,category,class_name,k_shot,scales,run_id,status,image_AUROC,image_F1Score,pixel_AUROC,pixel_F1Score,error,raw_metrics
2026-06-30T16:55:16,fruit_jelly,fruit jelly,0,"(2, 3)",fruit_jelly_k0_scales2_3,success,0.3916666805744171,0.8571428656578064,0.5301684141159058,0.005654261913150549,,"{'image_AUROC': 0.3916666805744171, 'image_F1Score': 0.8571428656578064, 'pixel_AUROC': 0.5301684141159058, 'pixel_F1Score': 0.005654261913150549}"
2026-06-30T16:58:00,fruit_jelly,fruit jelly,0,"(1, 2, 3)",fruit_jelly_k0_scales1_2_3,success,0.37166669964790344,0.8405796885490417,0.5839732885360718,0.0,,"{'image_AUROC': 0.37166669964790344, 'image_F1Score': 0.8405796885490417, 'pixel_AUROC': 0.5839732885360718, 'pixel_F1Score': 0.0}"
2026-06-30T17:00:37,fruit_jelly,fruit jelly,1,"(2, 3)",fruit_jelly_k1_scales2_3,success,0.54666668176651,0.7118644118309021,0.7338498830795288,0.19920524954795837,,"{'image_AUROC': 0.54666668176651, 'image_F1Score': 0.7118644118309021, 'pixel_AUROC': 0.7338498830795288, 'pixel_F1Score': 0.19920524954795837}"
2026-06-30T17:04:28,fruit_jelly,fruit jelly,1,"(1, 2, 3)",fruit_jelly_k1_scales1_2_3,success,0.4233333468437195,0.7878788113594055,0.8418320417404175,0.2709087133407593,,"{'image_AUROC': 0.4233333468437195, 'image_F1Score': 0.7878788113594055, 'pixel_AUROC': 0.8418320417404175, 'pixel_F1Score': 0.2709087133407593}"
2026-06-30T17:08:51,fruit_jelly,fruit jelly,2,"(2, 3)",fruit_jelly_k2_scales2_3,success,0.43666669726371765,0.8235294222831726,0.798405110836029,0.3135559856891632,,"{'image_AUROC': 0.43666669726371765, 'image_F1Score': 0.8235294222831726, 'pixel_AUROC': 0.798405110836029, 'pixel_F1Score': 0.3135559856891632}"
2026-06-30T17:12:54,fruit_jelly,fruit jelly,2,"(1, 2, 3)",fruit_jelly_k2_scales1_2_3,success,0.49166667461395264,0.8181818127632141,0.7472521066665649,0.14469346404075623,,"{'image_AUROC': 0.49166667461395264, 'image_F1Score': 0.8181818127632141, 'pixel_AUROC': 0.7472521066665649, 'pixel_F1Score': 0.14469346404075623}"
2026-06-30T17:17:23,fruit_jelly,fruit jelly,4,"(2, 3)",fruit_jelly_k4_scales2_3,success,0.4633333086967468,0.8059701323509216,0.752017617225647,0.17650432884693146,,"{'image_AUROC': 0.4633333086967468, 'image_F1Score': 0.8059701323509216, 'pixel_AUROC': 0.752017617225647, 'pixel_F1Score': 0.17650432884693146}"
2026-06-30T17:21:46,fruit_jelly,fruit jelly,4,"(1, 2, 3)",fruit_jelly_k4_scales1_2_3,success,0.5333333611488342,0.8571428656578064,0.8953883051872253,0.3110957145690918,,"{'image_AUROC': 0.5333333611488342, 'image_F1Score': 0.8571428656578064, 'pixel_AUROC': 0.8953883051872253, 'pixel_F1Score': 0.3110957145690918}"
2026-06-30T17:26:38,fruit_jelly,fruit_jelly,0,"(2, 3)",fruit_jelly_k0_scales2_3,success,0.4166666567325592,0.8571428656578064,0.5802099108695984,0.005458303261548281,,"{'image_AUROC': 0.4166666567325592, 'image_F1Score': 0.8571428656578064, 'pixel_AUROC': 0.5802099108695984, 'pixel_F1Score': 0.005458303261548281}"
2026-06-30T17:29:16,fruit_jelly,fruit_jelly,0,"(1, 2, 3)",fruit_jelly_k0_scales1_2_3,success,0.4949999749660492,0.8571428656578064,0.5757458209991455,0.04547584801912308,,"{'image_AUROC': 0.4949999749660492, 'image_F1Score': 0.8571428656578064, 'pixel_AUROC': 0.5757458209991455, 'pixel_F1Score': 0.04547584801912308}"
2026-06-30T17:31:58,fruit_jelly,fruit_jelly,1,"(2, 3)",fruit_jelly_k1_scales2_3,success,0.44999998807907104,0.7878788113594055,0.8226684331893921,0.21457210183143616,,"{'image_AUROC': 0.44999998807907104, 'image_F1Score': 0.7878788113594055, 'pixel_AUROC': 0.8226684331893921, 'pixel_F1Score': 0.21457210183143616}"
2026-06-30T17:35:55,fruit_jelly,fruit_jelly,1,"(1, 2, 3)",fruit_jelly_k1_scales1_2_3,success,0.4500000476837158,0.8571428656578064,0.8452456593513489,0.26657894253730774,,"{'image_AUROC': 0.4500000476837158, 'image_F1Score': 0.8571428656578064, 'pixel_AUROC': 0.8452456593513489, 'pixel_F1Score': 0.26657894253730774}"
2026-06-30T17:40:15,fruit_jelly,fruit_jelly,2,"(2, 3)",fruit_jelly_k2_scales2_3,success,0.28333336114883423,0.8405796885490417,0.7575918436050415,0.17738942801952362,,"{'image_AUROC': 0.28333336114883423, 'image_F1Score': 0.8405796885490417, 'pixel_AUROC': 0.7575918436050415, 'pixel_F1Score': 0.17738942801952362}"
2026-06-30T17:44:14,fruit_jelly,fruit_jelly,2,"(1, 2, 3)",fruit_jelly_k2_scales1_2_3,success,0.4466666877269745,0.8571428656578064,0.7788420915603638,0.15068092942237854,,"{'image_AUROC': 0.4466666877269745, 'image_F1Score': 0.8571428656578064, 'pixel_AUROC': 0.7788420915603638, 'pixel_F1Score': 0.15068092942237854}"
2026-06-30T17:48:42,fruit_jelly,fruit_jelly,4,"(2, 3)",fruit_jelly_k4_scales2_3,success,0.5666666030883789,0.8235294222831726,0.8051287531852722,0.1898236721754074,,"{'image_AUROC': 0.5666666030883789, 'image_F1Score': 0.8235294222831726, 'pixel_AUROC': 0.8051287531852722, 'pixel_F1Score': 0.1898236721754074}"
2026-06-30T17:53:05,fruit_jelly,fruit_jelly,4,"(1, 2, 3)",fruit_jelly_k4_scales1_2_3,success,0.4116666913032532,0.8235294222831726,0.7813382148742676,0.16400888562202454,,"{'image_AUROC': 0.4116666913032532, 'image_F1Score': 0.8235294222831726, 'pixel_AUROC': 0.7813382148742676, 'pixel_F1Score': 0.16400888562202454}"
2026-06-30T17:57:58,fruit_jelly,jelly,0,"(2, 3)",jelly_k0_scales2_3,success,0.47833332419395447,0.8571428656578064,0.6535260677337646,0.10050692409276962,,"{'image_AUROC': 0.47833332419395447, 'image_F1Score': 0.8571428656578064, 'pixel_AUROC': 0.6535260677337646, 'pixel_F1Score': 0.10050692409276962}"
2026-06-30T18:00:34,fruit_jelly,jelly,0,"(1, 2, 3)",jelly_k0_scales1_2_3,success,0.27000001072883606,0.8571428656578064,0.5149669647216797,0.07960401475429535,,"{'image_AUROC': 0.27000001072883606, 'image_F1Score': 0.8571428656578064, 'pixel_AUROC': 0.5149669647216797, 'pixel_F1Score': 0.07960401475429535}"
2026-06-30T18:03:13,fruit_jelly,jelly,1,"(2, 3)",jelly_k1_scales2_3,success,0.5566666722297668,0.8571428656578064,0.7799729108810425,0.15264856815338135,,"{'image_AUROC': 0.5566666722297668, 'image_F1Score': 0.8571428656578064, 'pixel_AUROC': 0.7799729108810425, 'pixel_F1Score': 0.15264856815338135}"
2026-06-30T18:07:10,fruit_jelly,jelly,1,"(1, 2, 3)",jelly_k1_scales1_2_3,success,0.6299999952316284,0.8571428656578064,0.8510887622833252,0.2399475872516632,,"{'image_AUROC': 0.6299999952316284, 'image_F1Score': 0.8571428656578064, 'pixel_AUROC': 0.8510887622833252, 'pixel_F1Score': 0.2399475872516632}"
2026-06-30T18:11:34,fruit_jelly,jelly,2,"(2, 3)",jelly_k2_scales2_3,success,0.5383333563804626,0.8571428656578064,0.8332715034484863,0.21167679131031036,,"{'image_AUROC': 0.5383333563804626, 'image_F1Score': 0.8571428656578064, 'pixel_AUROC': 0.8332715034484863, 'pixel_F1Score': 0.21167679131031036}"
2026-06-30T18:15:34,fruit_jelly,jelly,2,"(1, 2, 3)",jelly_k2_scales1_2_3,success,0.4116666913032532,0.8571428656578064,0.8301432728767395,0.23912321031093597,,"{'image_AUROC': 0.4116666913032532, 'image_F1Score': 0.8571428656578064, 'pixel_AUROC': 0.8301432728767395, 'pixel_F1Score': 0.23912321031093597}"
2026-06-30T18:19:58,fruit_jelly,jelly,4,"(2, 3)",jelly_k4_scales2_3,success,0.5299999713897705,0.8235294222831726,0.7931835055351257,0.238167867064476,,"{'image_AUROC': 0.5299999713897705, 'image_F1Score': 0.8235294222831726, 'pixel_AUROC': 0.7931835055351257, 'pixel_F1Score': 0.238167867064476}"
2026-06-30T18:24:15,fruit_jelly,jelly,4,"(1, 2, 3)",jelly_k4_scales1_2_3,success,0.44333329796791077,0.8571428656578064,0.8581566214561462,0.2592792212963104,,"{'image_AUROC': 0.44333329796791077, 'image_F1Score': 0.8571428656578064, 'pixel_AUROC': 0.8581566214561462, 'pixel_F1Score': 0.2592792212963104}"
