image_id,category,split,evidence_available,encoded_views,matching_reason,u_mean,v_mean,bidirectional_mean,u_std,v_std,reference_contrast,visual_distance,match_error,reference_margin,swap_margin_mean,u_mean_z,v_mean_z,bidirectional_mean_z,u_std_z,v_std_z,reference_contrast_z,visual_distance_z,match_error_z,reference_margin_z,swap_margin_mean_z
013f6d6986ec962ab26302b8,pipe_fryum,evaluation,1,7,ok,-0.002058155834674835,0.0012489929795265198,-0.0004045814275741577,0.0002616271376609802,0.000566728413105011,0.0036927536129951477,0.11320623755455017,0.04503192428263134,-0.001660667359828949,0.0018392838537693024,-1.2295586293751402,1.104662280841097,-0.1710636805730675,-0.13693716127473962,0.006911946296942052,1.8184829629031825,3.654035334239171,47.1224390891506,-1.5916971957893011,-0.06317009967722922
0210f72d93f7dd0646bb9287,pipe_fryum,evaluation,1,7,ok,0.0005746334791183472,0.0009262189269065857,0.0007504262030124664,0.0005853623151779175,0.0011585429310798645,0.0026198849081993103,0.11228084564208984,0.00419204344941166,0.0029001012444496155,0.00438583642244339,0.47432590333075497,0.8044127053987927,0.5637100697147703,0.680378305009424,1.4366768375956427,1.3045624681489336,3.607716918939242,2.8007011445254233,0.6613508988932986,1.545942010468051
0449c1a215feb95ea376c73c,pipe_fryum,evaluation,1,7,ok,0.0011483654379844666,0.0008090957999229431,0.0009787306189537048,0.0003075525164604187,0.0004050508141517639,0.0014162883162498474,0.09305593371391296,0.0019030818027427339,0.00450453907251358,0.005043048411607742,0.8456328687265544,0.6954629033131774,0.708949016597933,-0.02099201538222657,-0.38368501892087703,0.7280213189344973,2.645457099284687,0.316591098189624,1.4539531782908994,1.961220211949535
057a07d881ec15a46279132e,pipe_fryum,evaluation,1,7,ok,0.00045024603605270386,-0.0001505240797996521,0.00014986097812652588,5.8107078075408936e-05,0.0003802105784416199,7.890909910202026e-05,0.06589537858963013,0.0008143550288068117,0.0014354661107063293,0.0011745356023311615,0.393825029526679,-0.19719082499617846,0.18165236646152258,-0.6507524768490236,-0.44369655265526453,0.08739624908361261,1.285996469594902,-0.8649564916464975,-0.06218797882783761,-0.4832103041266307
0b7d763512126c93322f8af2,pipe_fryum,evaluation,1,7,ok,-0.0008724108338356018,-0.0004598870873451233,-0.0006661489605903625,0.0007651224732398987,0.001437954604625702,-0.0007523298263549805,0.12662455439567566,0.0023263767085190865,0.006543844938278198,0.006373941898345947,-0.46217000618429943,-0.4849652322607406,-0.33746340997592916,1.134208372327507,2.1117075928766864,-0.31077989112838544,4.325659068685768,0.7759745612249455,2.461382976642359,2.802183345076202
0c4d03db8dfde3f3032d7099,pipe_fryum,evaluation,1,7,ok,0.002651907503604889,0.001362331211566925,0.002007119357585907,0.0002762898802757263,0.00038824230432510376,0.0015771016478538513,0.07722973823547363,0.0010811446068642494,0.001606382429599762,0.0017501451075077057,1.818692906786461,1.2100913132409938,1.363172443550341,-0.09991898361145836,-0.4242927034154116,0.8050533607599095,1.8533124037045425,-0.5754214214216936,0.02224574716118907,-0.11949496720878165
0e95fade7a72558185234da3,pipe_fryum,evaluation,1,7,ok,-0.0007824674248695374,-0.00030776113271713257,-0.000545114278793335,0.0011510923504829407,0.0003686174750328064,0.0012364909052848816,0.04930034279823303,0.0019738732330498547,0.003280065953731537,0.00413566455245018,-0.40396056931321195,-0.3434552412312182,-0.2604655575775617,2.1086441831347336,-0.47170433504599846,0.6418956131649065,0.4553691976755875,0.39341794388025203,0.8490558316739605,1.3878637557421483
12ef41b8576c7c4e0df76fb2,pipe_fryum,evaluation,1,7,ok,-0.002240709960460663,0.003968730568885803,0.0008640103042125702,0.0001813545823097229,0.0010138452053070068,0.002380773425102234,0.05029299855232239,0.005311169162873299,-0.002479270100593567,0.001815836876630783,-1.3477037273055066,3.6346055953402536,0.6359681343385385,-0.339596635941504,1.0871015536557689,1.1900244159666247,0.5050543536064767,4.015239374979609,-1.9960920479314261,-0.07798574311770026
1a8ba50ac8a59956b346085d,pipe_fryum,evaluation,1,7,ok,0.004344604909420013,0.00517282634973526,0.004758715629577637,0.001872338354587555,0.0028159692883491516,0.0057878196239471436,0.0807420015335083,0.0019101942137990297,0.00438334047794342,0.0076913610100746155,2.914170206549745,4.754674708880862,3.113637685950975,3.929532227096258,5.440853726742885,2.822051578595213,2.029110860434672,0.3243098870930231,1.3940803177563093,3.6346323087837105
1db692405f0bc9bd4f076f2b,pipe_fryum,evaluation,1,7,ok,0.0012347996234893799,0.0015919655561447144,0.0014133825898170471,0.0005901455879211426,0.00025281310081481934,0.0015536323189735413,0.0511130690574646,0.0010181114072221388,0.0006592497229576111,0.001614648848772049,0.9015712117634568,1.4237008456888787,0.9854587557925136,0.692454356869092,-0.751476161330817,0.7938111937959524,0.5461011422383452,-0.6438285984102319,-0.4456437086006701,-0.20511215551777634
