image_id,dataset,category,gt_pixels,top1_tight_fraction,top1_context_fraction,top3_context_union_fraction,top1_tight_hit,top1_context_hit,top3_context_hit
003f750313c6cac44e0815b2,AD2,can,450,0.0,0.0,0.0,0,0,0
040c5ceae8c7da0b22f7f9bb,AD2,can,67,0.0,0.0,0.0,0,0,0
08c6385e79de371e0bf647f3,AD2,can,25,0.0,0.0,0.0,0,0,0
0ad1b153c96a114d73f5bd93,AD2,can,60,0.0,0.0,0.0,0,0,0
161f1ff7a3de582f4a8bd7a4,AD2,can,114,0.0,0.0,0.0,0,0,0
1a509b25c5b23864d1110133,AD2,can,67,0.0,0.0,0.0,0,0,0
1a629dd5e2af09bb0ce56cff,AD2,can,96,0.0,0.0,0.0,0,0,0
1bf3f235f03c0d171772166c,AD2,can,250,0.0,0.0,0.712,0,0,1
1fda98091818dc74d20a4d57,AD2,can,60,0.0,0.0,0.0,0,0,0
21f12a8c3a29a54979a68756,AD2,can,271,0.0,0.0,0.0,0,0,0
23869c6bcbaa856166a27da2,AD2,can,67,0.0,0.0,0.0,0,0,0
25a6cd4aa2e5e4bbee9ca09d,AD2,can,131,0.0,1.0,1.0,0,1,1
2d83ed384d7b458aba0430e2,AD2,can,47,0.0,0.0,0.0,0,0,0
30f65f11cd2058fd17d6be26,AD2,can,131,0.0,0.0,0.0,0,0,0
3283a66fc3d42b3db910de0d,AD2,can,234,0.0,0.0,0.0,0,0,0
336b4c21431c8394dbbe8ea2,AD2,can,234,0.0,0.0,0.0,0,0,0
351c0cf1b27f48f99724e3f9,AD2,can,409,0.0,0.0,0.0,0,0,0
3cb48f1038daad923c4b12d3,AD2,can,234,0.0,0.0,0.0,0,0,0
3da732b1ef5183efc409bb3c,AD2,can,80,0.0,0.0,0.0,0,0,0
406e9dc440da0cb13d4c98e7,AD2,can,250,0.0,0.0,1.0,0,0,1
42776fcda7c77635bdbcd004,AD2,can,131,0.0,0.0,0.0,0,0,0
441e2c3129f07e16ad95351d,AD2,can,96,0.0,0.0,0.010416666666666666,0,0,1
4782737b649a35b39d12e514,AD2,can,250,0.0,0.0,1.0,0,0,1
49f299020fc623a3087347d4,AD2,can,195,0.0,0.0,0.0,0,0,0
4a9e54cda1472c47539d85ce,AD2,can,60,0.0,0.0,0.0,0,0,0
4ca159bbce60bc59e80f2b71,AD2,can,271,0.0,0.0,0.0,0,0,0
4cbbdce3979125544c71fd30,AD2,can,80,0.0,0.0,0.0,0,0,0
4d3ef72ae8b953b2884ac078,AD2,can,409,0.0,0.0,0.0,0,0,0
578038df5fb64d895d9874b2,AD2,can,67,0.0,0.0,0.0,0,0,0
59f6be7d256178574a897932,AD2,can,271,0.0,0.0,0.0,0,0,0
5ae740d4a96e16b5a7a465a1,AD2,can,129,0.0,0.0,0.0,0,0,0
5b5f55e0c9e8c75dfa06d870,AD2,can,250,0.0,0.0,1.0,0,0,1
5c1d296009be26e8c6eae9ca,AD2,can,450,0.0,0.0,0.0,0,0,0
608b7e84db21829bcdebe7e7,AD2,can,25,0.0,0.0,0.0,0,0,0
66b9aad13d10c95814b805b5,AD2,can,409,0.0,0.0,0.0,0,0,0
68b4f490a75dc451728b43d8,AD2,can,450,0.0,0.0,0.0,0,0,0
6a15bda335b14a2b5a69e54d,AD2,can,450,0.0,0.0,0.0,0,0,0
6be42d6f2403d1bf7e223271,AD2,can,271,0.0,0.0,0.0,0,0,0
6e76d44fbbcce9cfc50940c5,AD2,can,250,0.0,0.0,1.0,0,0,1
6fcc3a6f5a154e9481866abe,AD2,can,131,0.0,0.0,0.0,0,0,0
70fdf6f53d9c1937fa807f4f,AD2,can,271,0.0,0.0,0.0,0,0,0
7467e6fb76af8af978964274,AD2,can,450,0.0,0.0,0.0,0,0,0
771c143b4416653cd1361acc,AD2,can,409,0.0,0.0,0.0,0,0,0
7b19806fbad9128915114604,AD2,can,271,0.0,0.0,0.0,0,0,0
7e155a572b3d22100b19692b,AD2,can,80,0.0,1.0,1.0,0,1,1
7ef186459b969d4973e9c746,AD2,can,195,0.0,0.0,0.0,0,0,0
83575986e0c98f4e5ad957e6,AD2,can,47,0.0,0.0,0.0,0,0,0
883d0b726129088cd4e7a3c0,AD2,can,80,0.0,0.0,0.0,0,0,0
88b6776330d4b1a34fb60dee,AD2,can,450,0.0,0.0,0.0,0,0,0
912b561b36477b7628bef782,AD2,can,129,0.0,0.0,0.0,0,0,0
9374c051383aa7d923b5a9d3,AD2,can,114,0.0,0.0,0.0,0,0,0
977023ca6ffc9c2886be29c4,AD2,can,25,0.0,0.0,0.0,0,0,0
9958aa8a05a22c4124cf5893,AD2,can,114,0.0,0.0,0.0,0,0,0
9cdb0236a5ca8698c9c2a3dd,AD2,can,25,0.0,0.0,0.0,0,0,0
9dd5953f7dee155d587250f9,AD2,can,47,0.0,0.0,0.0,0,0,0
9e84485b3eec2ce091ac013d,AD2,can,234,0.0,0.0,0.0,0,0,0
a9a11a31eac0ab62b853275b,AD2,can,409,0.0,0.0,0.0,0,0,0
adcbe07cb80277f6dcaa55a5,AD2,can,96,0.0,0.0,0.0,0,0,0
adf66b633d550784d2ca9b04,AD2,can,80,0.0,0.0,0.0,0,0,0
afa52cfd0a372d0ddf3bdd33,AD2,can,114,0.0,0.0,0.0,0,0,0
b1ec928d6a88f18fbb6696c8,AD2,can,129,0.0,0.0,0.0,0,0,0
b2281c04927413e461a611be,AD2,can,25,0.0,0.0,0.0,0,0,0
b48bc665134377b5fc392c09,AD2,can,67,0.0,0.0,0.0,0,0,0
b740d7cc95c5bf64e80589e4,AD2,can,114,0.0,0.0,0.0,0,0,0
b9ce4dfb6d8ba6f88e0f5933,AD2,can,96,0.0,0.0,0.0,0,0,0
baca876aeb27970ad6b26e50,AD2,can,234,0.0,0.0,0.0,0,0,0
bbba3a7a6547b94d95bb5298,AD2,can,195,0.0,0.0,0.0,0,0,0
bf3a7141d60903b84a845da4,AD2,can,195,0.0,0.0,0.0,0,0,0
c1d721d8ea31c923256ebdc9,AD2,can,114,0.0,0.0,0.0,0,0,0
c3e36dc688aadfacaf2dd292,AD2,can,67,0.0,0.0,0.0,0,0,0
c3e7f126dacb6a4c674db0c9,AD2,can,129,0.0,0.0,0.0,0,0,0
c91fc750851e7807581bf889,AD2,can,80,0.0,0.0,0.0,0,0,0
cc75798eac53b679b56950f8,AD2,can,96,0.0,0.0,0.0,0,0,0
ccfde2b757fc43da5c4fa44a,AD2,can,47,0.0,0.0,0.0,0,0,0
d5b9ddace3446ed3745f06e4,AD2,can,195,0.0,0.0,0.0,0,0,0
db72c1065e87ef3a49e7f7d5,AD2,can,47,0.0,0.0,0.0,0,0,0
dcf39e5c945db491afc00749,AD2,can,60,0.0,0.0,0.0,0,0,0
dfead4c24a175afa200bb715,AD2,can,131,0.0,0.0,0.3893129770992366,0,0,1
e83d009e53fd3b2d718692cd,AD2,can,60,0.0,0.0,0.0,0,0,0
e8c9d82aa15877cabf4b76e8,AD2,can,129,0.0,0.0,0.0,0,0,0
eb9f9069020db4a0af5a4438,AD2,can,195,0.0,0.0,0.0,0,0,0
ecf21c008b5a0074854309be,AD2,can,47,0.0,0.0,0.0,0,0,0
eddb6aa0aba9ea070782217a,AD2,can,60,0.0,0.0,0.0,0,0,0
ede193a8dfb61b6752f7ceaa,AD2,can,96,0.0,0.0,0.0,0,0,0
eed3393d4016e518fcd5f31b,AD2,can,129,0.0,0.0,0.0,0,0,0
f1eabf9bbecf9484f755da46,AD2,can,409,0.0,0.0,0.0,0,0,0
f8f4c61857afd6aa1989774e,AD2,can,234,0.0,0.0,0.0,0,0,0
fd87646c9e2c8424bb7055f3,AD2,can,250,0.0,0.0,1.0,0,0,1
fe0d3929f9ffb2838fa8e679,AD2,can,25,0.0,0.0,0.0,0,0,0
ff710de84cf0dd195d9e30c0,AD2,can,131,0.0,0.0,0.0,0,0,0
0031dde72d1eee7f5ca22975,AD2,fabric,345,0.0,0.0,0.0,0,0,0
00bb1db82372bf2a5eff36a6,AD2,fabric,134,0.0,0.0,0.0,0,0,0
0478093d112e684bd4fecdc1,AD2,fabric,920977,0.11113632588001655,0.21574262983766151,0.22666255509095232,1,1,1
0e7d7777928af444757a24db,AD2,fabric,1116,0.0,0.0,0.0,0,0,0
11b21f38e5c88aa2683ec9f9,AD2,fabric,1127,0.0,0.0,0.0,0,0,0
1531ad73a6847eead72eb63a,AD2,fabric,331,0.0,0.0,0.0,0,0,0
15f6b01be691acada0b2b91d,AD2,fabric,1479,0.0,0.0,0.0,0,0,0
1739ccf49255cf7b7e69063f,AD2,fabric,345,0.0,0.0,0.0,0,0,0
1b050253fa5aeeca382e0502,AD2,fabric,1116,0.0,0.0,0.08333333333333333,0,0,1
1bb7621fd636ef9a08f5d982,AD2,fabric,920977,0.11113632588001655,0.21755049257473313,0.23030976886502053,1,1,1
1ced01c868f6eb6b91f9fcf1,AD2,fabric,309,0.0,0.0,0.0,0,0,0
1fb24011952d6cd243bec297,AD2,fabric,331,0.0,0.0,0.0,0,0,0
204f9ba069f9456fd001c2a6,AD2,fabric,742,0.0,0.0,0.0,0,0,0
21e3d4daa083cd2117f2a8c7,AD2,fabric,134,0.0,0.0,0.0,0,0,0
2438a28329f8313b4bff37a0,AD2,fabric,7737,0.9287837663176942,0.9287837663176942,0.9287837663176942,1,1,1
244c42265db59f2b8251a7af,AD2,fabric,309,0.0,0.0,0.0,0,0,0
262c2ed1e8d26d98d5100e41,AD2,fabric,1127,0.0,0.0,0.0,0,0,0
281d3c460b02609fe139e0ae,AD2,fabric,4991,0.0,0.0,0.0,0,0,0
2e61329bea0cfdeeb4d16959,AD2,fabric,498,0.0,0.0,0.0,0,0,0
30d2bbeb86e167ad981580ee,AD2,fabric,742,0.0,0.0,0.0,0,0,0
35c3a4f64e8bcbd74e9534ad,AD2,fabric,451,0.0,0.0,0.0,0,0,0
378fea6f08e67259a489d5ff,AD2,fabric,498,0.0,0.0,0.0,0,0,0
3f6648e13bf33344f7395e22,AD2,fabric,4991,0.0,0.0,0.0,0,0,0
3fbde92a7b715fb786003146,AD2,fabric,1479,0.0,0.0,0.0,0,0,0
40db1e4c94b5727e8f873b09,AD2,fabric,7737,0.9287837663176942,0.9287837663176942,0.9287837663176942,1,1,1
4684ef55008d9a2ed1bb69e2,AD2,fabric,620,0.0,0.0,0.0,0,0,0
48b10a74037e65088592d0ec,AD2,fabric,498,0.0,0.0,0.0,0,0,0
4df70e325038d05d10233364,AD2,fabric,742,0.0,0.0,0.0,0,0,0
4fc66204ba5f1458cc72fddb,AD2,fabric,620,0.0,0.0,0.0,0,0,0
535113af4c136abbbbfb9a07,AD2,fabric,345,0.0,0.0,0.0,0,0,0
53cf73055de0ead5dc99f265,AD2,fabric,620,0.0,0.0,0.0,0,0,0
56c608d47a592e2c71b6e869,AD2,fabric,7737,0.9287837663176942,0.9287837663176942,0.9287837663176942,1,1,1
5c185d287c03b7f54d26db4e,AD2,fabric,1116,0.0,0.0,0.5232974910394266,0,0,1
5cef5c276da636b6679838a1,AD2,fabric,134,0.0,0.0,0.0,0,0,0
5dc087bc320f17b4ae5b692c,AD2,fabric,498,0.0,0.0,0.0,0,0,0
6016f4d344873a651c081251,AD2,fabric,373,0.0,0.0,0.0,0,0,0
61d9650065a6aad3d473c9e0,AD2,fabric,373,0.0,0.0,0.0,0,0,0
63606e5d16b2d0abc8d531d3,AD2,fabric,920977,0.10853039761036377,0.21393911031437268,0.22695680782473396,1,1,1
6630e3a848263055a64177a4,AD2,fabric,1116,0.0,0.0,0.0,0,0,0
6a076ed8ed5dd115b8ada2c0,AD2,fabric,620,0.0,0.0,0.0,0,0,0
6cf6385a18344b7f37c32227,AD2,fabric,1127,0.0,0.0,0.0,0,0,0
6e3cdd8247ac553a6fbacf81,AD2,fabric,4991,0.0,0.0,0.0,0,0,0
6f37b05bf8ab6977428ca5aa,AD2,fabric,134,0.0,0.0,0.0,0,0,0
758822d00ffeab86364f9fab,AD2,fabric,373,0.0,0.0,0.0,0,0,0
76402a2517dd265c6cb6b037,AD2,fabric,373,0.0,0.0,0.0,0,0,0
77cad20432aef3211e3af2fc,AD2,fabric,373,0.0,0.0,0.0,0,0,0
7b78704e9f43308f188689ee,AD2,fabric,309,0.0,0.0,0.0,0,0,0
7c1a63eba5b1cd32ec309563,AD2,fabric,1116,0.0,0.0,0.0,0,0,0
7f063a836d8ca0b59a4287d8,AD2,fabric,134,0.0,0.0,0.0,0,0,0
8090c0f045fb236f94c00072,AD2,fabric,134,0.0,0.0,0.0,0,0,0
81e99dd7b36499122a103ed8,AD2,fabric,309,0.0,0.0,0.0,0,0,0
86ff0f768e73cf9f30126c64,AD2,fabric,7737,0.9287837663176942,0.9287837663176942,0.9287837663176942,1,1,1
8a3738a501584f6e48137ef3,AD2,fabric,1116,0.0,0.0,0.0,0,0,0
8bb425d7b555dae10e37afdc,AD2,fabric,498,0.0,0.0,0.0,0,0,0
8d58f7dd015ef190f8c6b2e1,AD2,fabric,1479,0.0,0.0,0.0,0,0,0
945e71459b86b044da6ed0e2,AD2,fabric,1127,0.0,0.0,0.0,0,0,0
978e8d1834f7b358d69695ec,AD2,fabric,1479,0.0,0.0,0.0,0,0,0
989a1df57ad4822aea304241,AD2,fabric,451,0.0,0.0,0.0,0,0,0
98bb66cf181d19a2698f5f06,AD2,fabric,345,0.0,0.0,0.0,0,0,0
9d3ae35f1e5ddd318cf94ad8,AD2,fabric,920977,0.10590818228902568,0.2030539307713439,0.2030539307713439,1,1,1
9fbb7d34cbc9fdd160eebea0,AD2,fabric,345,0.0,0.0,0.0,0,0,0
a0aa636bfd37ce395b9d83e6,AD2,fabric,331,0.0,0.0,0.0,0,0,0
a3045d0e203b3c32f8ed6d8f,AD2,fabric,4991,0.0,0.0,0.0,0,0,0
a68318f29440379ee11375e4,AD2,fabric,920977,0.10730126810984422,0.2096990478589585,0.2239382742457195,1,1,1
a8822166e8f8843ac5e83209,AD2,fabric,4991,0.0,0.0,0.0,0,0,0
ab4ce7a10101250d4fe7b1cd,AD2,fabric,331,0.0,0.0,0.0,0,0,0
b67e6ac18682a6805643e586,AD2,fabric,451,0.0,0.0,0.0,0,0,0
b794272b761746b6110bc6b6,AD2,fabric,451,0.0,0.0,0.0,0,0,0
bb2104212ccead8c64cdbe2e,AD2,fabric,620,0.0,0.0,0.0,0,0,0
c4df72399851ee774767cd5b,AD2,fabric,7737,0.9287837663176942,0.9287837663176942,0.9287837663176942,1,1,1
ccf204805f19c4ee6074aa7a,AD2,fabric,742,0.0,0.0,0.0,0,0,0
ceeb8d6713674d0d45922eea,AD2,fabric,1127,0.0,0.0,0.0,0,0,0
cf7d74c1c8b930ec2d4c2ec1,AD2,fabric,1479,0.0,0.0,0.0,0,0,0
d2443278441bfec9049afbb7,AD2,fabric,309,0.0,0.0,0.0,0,0,0
d3af60f47b17122b511ecde3,AD2,fabric,7737,0.9287837663176942,0.9287837663176942,0.9287837663176942,1,1,1
d5c4415055a38c26b3f30d01,AD2,fabric,498,0.0,0.0,0.0,0,0,0
d884c88eb93fb08847593c0b,AD2,fabric,331,0.0,0.0,0.0,0,0,0
d93da7f5d9bbc63148f38e7d,AD2,fabric,331,0.0,0.0,0.0,0,0,0
db18cc4d6492b9c51e2c8d88,AD2,fabric,920977,0.0973021041784974,0.18943144074173404,0.18943144074173404,1,1,1
e1e18e13a59a1f423ef2b6a0,AD2,fabric,1127,0.0,0.0,0.0,0,0,0
e26be8f3618c6c9301fea465,AD2,fabric,620,0.0,0.0,0.0,0,0,0
e35a018d7890d985df4c49e7,AD2,fabric,1479,0.0,0.0,0.0,0,0,0
e510edfcce92e2efb945798d,AD2,fabric,742,0.0,0.0,0.0,0,0,0
e92e7e571ba5b4106eeb1038,AD2,fabric,309,0.0,0.0,0.0,0,0,0
eb0e86b34da0f7ef41dc7049,AD2,fabric,451,0.0,0.0,0.0,0,0,0
eb1e525f30d0dcab3e4c07f8,AD2,fabric,742,0.0,0.0,0.0,0,0,0
ef36372588149436368f69bb,AD2,fabric,4991,0.0,0.0,0.0,0,0,0
f0e1d8ad11bd345f68d6f522,AD2,fabric,451,0.0,0.0,0.0,0,0,0
fce0eaa8b4095c0c65e1ca4b,AD2,fabric,373,0.0,0.0,0.0,0,0,0
ff975b1d28945d1dfa6522a0,AD2,fabric,345,0.0,0.0,0.0,0,0,0
05ef19bbca6fcbdda59b6cc0,AD2,fruit_jelly,7971,1.0,1.0,1.0,1,1,1
0925b47b419b2b97f462ff62,AD2,fruit_jelly,2848,0.0,0.0,0.1952247191011236,0,0,1
09d3ffd8e1b0b403140ead66,AD2,fruit_jelly,4103,0.5101145503290275,0.5101145503290275,0.5101145503290275,1,1,1
0a6aa795747244d800b02a8f,AD2,fruit_jelly,1897,1.0,1.0,1.0,1,1,1
0b7dc967156b20d1fcb47d6d,AD2,fruit_jelly,9552,0.8265284757118928,0.8265284757118928,0.8265284757118928,1,1,1
146031f7a95717bec5ec078b,AD2,fruit_jelly,132043,0.5310315579015926,0.6463879190869641,0.6463879190869641,1,1,1
17237d54010a75cccd4eb663,AD2,fruit_jelly,185129,0.475511670240751,0.7290808031156653,0.7290808031156653,1,1,1
1ec138e3133583d6b080e595,AD2,fruit_jelly,53184,0.9270645306859205,0.9649330625752106,0.9649330625752106,1,1,1
26023dbc612ab8364949bcaa,AD2,fruit_jelly,74165,0.9661565428436594,1.0,1.0,1,1,1
266d7708bf0cc0f847467994,AD2,fruit_jelly,724,0.0,0.0,0.0,0,0,0
2eea30fbc37a2488480908f9,AD2,fruit_jelly,7971,0.0,0.0,1.0,0,0,1
30aff5f7bb312ed8a3001cb2,AD2,fruit_jelly,53034,0.0,0.09942678281856922,0.09942678281856922,0,1,1
31bd56c54fa4b1b59aeff590,AD2,fruit_jelly,5130,0.2830409356725146,0.3676413255360624,0.8471734892787525,1,1,1
3266172dd8f1a885f00f395e,AD2,fruit_jelly,185129,0.4941365210204776,0.7285298359522279,0.7285298359522279,1,1,1
3b3ef974fa52f1ff136f89e6,AD2,fruit_jelly,12637,0.625148373822901,0.6730236606789586,0.9822742739574266,1,1,1
3d9be93dae995e1dbb90fdb0,AD2,fruit_jelly,53034,0.0,0.0,0.0,0,0,0
3fad6ce1a1f4f74fd0d23468,AD2,fruit_jelly,12904,0.3523713577185369,0.3523713577185369,0.3523713577185369,1,1,1
3fdf16088d0b7dd2ffdcdfd6,AD2,fruit_jelly,12637,0.6003798369866266,0.6730236606789586,1.0,1,1,1
4d64cbfb7202a6ad8ad59f0b,AD2,fruit_jelly,1897,1.0,1.0,1.0,1,1,1
4f6ea3c33d881eafef698ca1,AD2,fruit_jelly,132043,0.5310769976447066,0.6441386518028218,0.6441386518028218,1,1,1
65205fef639f7ba85a132dec,AD2,fruit_jelly,53184,0.9270645306859205,0.9649330625752106,0.965215102286402,1,1,1
6b7a16128973ce175d8db9f4,AD2,fruit_jelly,53184,0.9270645306859205,0.9649330625752106,0.9842621841155235,1,1,1
