image_id,category,split,evidence_available,encoded_views,matching_reason,u_mean,v_mean,bidirectional_mean,u_std,v_std,reference_contrast,visual_distance,match_error,reference_margin,swap_margin_mean
01a83a014fad55e405a3e709,pcb1,evaluation,1,7,ok,-0.00014165043830871582,-0.0007828325033187866,-0.0004622414708137512,0.0004321634769439697,0.0004809051752090454,0.0009417831897735596,0.05735236406326294,0.022732929773889604,-0.0015357732772827148,-0.0013854727149009705
026cf1380d0117661cf5f72a,pcb1,evaluation,1,7,ok,0.0004871934652328491,-0.0005897656083106995,-5.128607153892517e-05,0.0008139759302139282,0.0006405189633369446,-0.00031063705682754517,0.019399940967559814,0.004155109026457276,0.0014746859669685364,0.0007808879017829895
028a8ed694f12d95e23a969d,pcb1,calibration,1,7,ok,0.0033937767148017883,0.0014237836003303528,0.0024087801575660706,0.00014311820268630981,0.0008695349097251892,0.00260084867477417,0.05419689416885376,0.00466797182123393,-0.0003145188093185425,9.08970832824707e-07
04c892b9392b4664c9714d83,pcb1,evaluation,1,7,ok,0.0005814284086227417,0.0013172030448913574,0.0009493157267570496,0.00039424002170562744,6.794929504394531e-05,0.001847773790359497,0.05218696594238281,0.006181924573108687,-0.003117382526397705,-0.0018256083130836487
05f2009cb282964f76559f90,pcb1,evaluation,1,7,ok,0.0019499585032463074,-0.00224313884973526,-0.00014659017324447632,0.00013253837823867798,0.00034680217504501343,-0.003533273935317993,0.08653926849365234,0.00425500540897764,0.001878499984741211,-0.0019846856594085693
0602bbc2de6433225c631535,pcb1,evaluation,1,7,ok,0.004926815629005432,0.003462977707386017,0.0041948966681957245,0.0003087669610977173,0.0006174519658088684,0.004275605082511902,0.04751119017601013,0.01019046147664388,0.0003719925880432129,0.0017778761684894562
06168d4eb3d6ca0eac1c2170,pcb1,calibration,1,7,ok,-0.0006148964166641235,-0.00043945759534835815,-0.0005271770060062408,7.21961259841919e-05,0.00019239634275436401,7.906556129455566e-05,0.07954651117324829,0.005357436230490985,0.001318126916885376,0.0014453791081905365
074d2027ec2abd34f85d549a,pcb1,evaluation,1,7,ok,4.772841930389404e-05,-7.502734661102295e-06,2.0112842321395874e-05,5.136430263519287e-05,0.00028248876333236694,0.0008062794804573059,0.03990092873573303,0.005846860442950521,0.0010706409811973572,0.001446165144443512
0942c709f38c86da8143257b,pcb1,evaluation,1,7,ok,-0.0008340328931808472,-0.0014243051409721375,-0.0011291690170764923,6.218254566192627e-05,0.0005952790379524231,-0.0009772628545761108,0.04472595453262329,0.005341994954000031,0.0018916875123977661,0.0011079199612140656
0951d912da15851a0b6aaf88,pcb1,evaluation,1,7,ok,0.00221957266330719,0.0019951313734054565,0.0021073520183563232,0.00011612474918365479,0.0009950250387191772,0.002567082643508911,0.039643168449401855,0.0055347274572063836,0.002065986394882202,0.003237307071685791
0ad73e30af0aac4eb47a7a15,pcb1,calibration,1,7,ok,0.0003526955842971802,0.0007063373923301697,0.0005295164883136749,0.0002545565366744995,0.0007172897458076477,0.0013023391366004944,0.08511483669281006,0.01362438021330101,-0.002370394766330719,-0.001542404294013977
0ba7be3f67f418fd404fa959,pcb1,evaluation,1,7,ok,7.3947012424469e-05,-0.0005187615752220154,-0.0002224072813987732,0.00021559745073318481,0.0003945454955101013,0.0005358681082725525,0.059953778982162476,0.008592436908854289,0.0017009153962135315,0.0016724951565265656
0c33699be9e9a16d7c17ce77,pcb1,evaluation,1,7,ok,0.0017469972372055054,3.5196542739868164e-05,0.0008910968899726868,0.0008910447359085083,0.0009559690952301025,0.00039827823638916016,0.04358300566673279,0.010054078334397022,0.0019046366214752197,0.0012478753924369812
0cfdc39ec5c2c0c3efa96db5,pcb1,evaluation,1,7,ok,0.00031641870737075806,0.0001198500394821167,0.00021813437342643738,0.0003846362233161926,5.467236042022705e-05,-0.0014971047639846802,0.046427011489868164,0.005072900927529839,0.0013464093208312988,0.0004995726048946381
0e3621e82ddde5cd851555ca,pcb1,calibration,1,7,ok,0.0008551031351089478,0.00016304105520248413,0.0005090720951557159,0.0015363246202468872,0.00048714131116867065,0.003605790436267853,0.07205766439437866,0.004825557882836759,-0.00014436990022659302,0.0013124942779541016
0f39312847933943a54bf25b,pcb1,evaluation,1,7,ok,-0.00020128488540649414,-0.0002767220139503479,-0.00023900344967842102,7.314980030059814e-05,0.0003579482436180115,-0.00037389248609542847,0.02533954381942749,0.004189297450098368,0.0029711052775382996,0.0027464404702186584
0f75e3351697bc689f23253e,pcb1,evaluation,1,7,ok,-6.452202796936035e-05,2.0891427993774414e-05,-2.181529998779297e-05,2.3603439331054688e-05,0.0002421736717224121,-0.0004549473524093628,0.06350809335708618,0.010590611755289386,-0.0011239796876907349,-0.0013087466359138489
0fc47e40a9366777c17ab6aa,pcb1,evaluation,1,7,ok,5.815178155899048e-05,-0.0013741403818130493,-0.0006579943001270294,0.0005159005522727966,0.0004345923662185669,0.0002552121877670288,0.04208552837371826,0.0068539497289764745,0.00016926229000091553,-0.00041927769780158997
0ffceb74e8687c200a90966f,pcb1,evaluation,1,7,ok,-0.00017055869102478027,-0.0007703825831413269,-0.0004704706370830536,1.9073486328125e-05,0.000342346727848053,0.00015372782945632935,0.02685043215751648,0.0028310697402669175,0.0010612830519676208,0.0008382350206375122
