image_id,category,split,reference_available,encoded_views,matching_reason,tight_area_fraction,context15_area_fraction,context30_area_fraction,tight_text,tight_visual,context15_text,context15_visual,context30_text,context30_visual,tight_text_z,tight_visual_z,context15_text_z,context15_visual_z,context30_text_z,context30_visual_z
013f6d6986ec962ab26302b8,pipe_fryum,evaluation,1,9,ok,0.07806959072123716,0.17565657912278362,0.6239168110918544,0.005172207951545715,0.1461060345172882,0.002032056450843811,0.11385011672973633,-0.0012725293636322021,0.09354346990585327,0.6132649881436163,11.246135584869757,0.058379944906819005,3.739714825451151,0.981250334607775,3.509749698344225
0210f72d93f7dd0646bb9287,pipe_fryum,evaluation,1,9,ok,0.04154646047193707,0.09356352486335155,0.3739181442474337,0.006311506032943726,0.05173087120056152,0.00552000105381012,0.11051115393638611,-0.005142048001289368,0.036007821559906006,1.1879904391940241,0.7943656090510691,1.4620892889467716,3.567776118907473,-1.0098269426990043,-0.22575449848151338
0449c1a215feb95ea376c73c,pipe_fryum,evaluation,1,9,ok,0.03921477136381816,0.08883215571257165,0.3529329422743634,0.008609384298324585,0.17481273412704468,0.005920872092247009,0.09570801258087158,-0.0024068206548690796,0.04689687490463257,2.3471683085268684,14.425317591465783,1.623418233772991,2.805493597365331,0.39759592502567803,0.48121771158398047
057a07d881ec15a46279132e,pipe_fryum,evaluation,1,9,ok,0.031057192374350086,0.0698786828422877,0.2795147313691508,0.000873759388923645,0.10332804918289185,0.0015143901109695435,0.06759411096572876,-0.000570833683013916,0.037856221199035645,-1.5551120409289976,6.5086003369194865,-0.14995280147868612,1.3577781902841646,1.3423108323314117,-0.10574708033505038
0b7d763512126c93322f8af2,pipe_fryum,evaluation,1,9,ok,0.03761498466871084,0.08524863351553126,0.33853486201839755,0.0073203593492507935,0.15498650074005127,0.005791515111923218,0.1286974847316742,-0.0025005191564559937,0.04913085699081421,1.6969122803918968,12.229620931823286,1.5713590348273212,4.504274782487914,0.34938296240758016,0.6262590850362856
0c4d03db8dfde3f3032d7099,pipe_fryum,evaluation,1,9,ok,0.040634582055725905,0.09166777762964938,0.36571123850153314,0.008347615599632263,0.11565196514129639,0.003183513879776001,0.0750906765460968,0.00288255512714386,0.06209254264831543,2.215117587224666,7.873437549081811,0.5217793781666675,1.743811179922556,3.1192667365349784,1.4677970282676547
0e95fade7a72558185234da3,pipe_fryum,evaluation,1,9,ok,0.037401679776029866,0.08449006799093454,0.33661511798426874,0.0025229454040527344,0.026801377534866333,0.004516571760177612,0.052820801734924316,-0.0028762221336364746,0.02398034930229187,-0.7231706974940749,-1.9665020202110355,1.058263186216388,0.5970318634388659,0.15606339712607561,-1.0066386005494699
12ef41b8576c7c4e0df76fb2,pipe_fryum,evaluation,1,9,ok,0.05781629116117851,0.13039861351819756,0.5157712305025997,0.00507865846157074,0.08112341165542603,-9.849667549133301e-05,0.04523169994354248,-0.004164308309555054,0.048491090536117554,0.5660734114182091,4.049502459073784,-0.7990526326825056,0.20623375438619074,-0.5067268246668019,0.5847222231912931
1a8ba50ac8a59956b346085d,pipe_fryum,evaluation,1,9,ok,0.0410385281962405,0.09276096520463938,0.3693467537661645,0.007317021489143372,0.1220192015171051,0.01017114520072937,0.08632686734199524,-0.0053231120109558105,0.06761223077774048,1.695228477718037,8.578590129939101,3.333923633435743,2.3224148456394507,-1.1029941991831818,1.8261629938106299
1db692405f0bc9bd4f076f2b,pipe_fryum,evaluation,1,9,ok,0.028509532062391683,0.0644727369684042,0.25658578856152514,0.005920097231864929,0.09953233599662781,0.00221291184425354,0.049547821283340454,0.0002378523349761963,0.03709280490875244,0.9905420247553061,6.08823633729521,0.13116447406286033,0.4284908942166771,1.7584236633244412,-0.15531191254361826
1f768d6f038138aeb90761ef,pipe_fryum,evaluation,1,9,ok,0.05742834288761498,0.12998266897746968,0.5163571523796827,0.00399547815322876,0.06460753083229065,0.004599466919898987,0.0700010359287262,-0.003756016492843628,0.032189369201660156,0.01965689282206752,2.2204175468482448,1.091624011436381,1.4817219388367595,-0.296638533360205,-0.47366766570336555
23fcd1c48207b6b503632b8e,pipe_fryum,calibration,1,9,ok,0.04850153312891614,0.10991334488734836,0.4365137981602453,0.0013183951377868652,0.0445580780506134,0.006278142333030701,0.029381155967712402,-0.0054131001234054565,0.03729605674743652,-1.3308129874231953,0.0,1.7672002121074433,-0.6099843941495119,-1.1492979652853912,-0.14211577904649017
24988ee82878247416514fff,pipe_fryum,evaluation,1,9,ok,0.040034662045060655,0.09020797227036395,0.3603119584055459,0.009043440222740173,0.1594613790512085,0.005788519978523254,0.08520194888114929,-0.003554046154022217,0.05767422914505005,2.5661303089146332,12.725200458621371,1.570153655379322,2.2644875678901566,-0.19271383626642352,1.180937852976859
259ee2c9ef0f9a9c45b411f3,pipe_fryum,evaluation,1,9,ok,0.04172843620850553,0.09414011465137982,0.3755559258765498,0.007257923483848572,0.061977505683898926,0.002725377678871155,0.05519565939903259,-0.0030421018600463867,0.05701899528503418,1.6654161500192532,1.9291500468455531,0.3374042979242278,0.7193243177918572,0.07070927819085532,1.1383967692425692
2621de051ab80ad359cae9c9,pipe_fryum,evaluation,1,9,ok,0.04480802559658712,0.10107918944140781,0.4032722303692841,0.001954123377799988,0.05535539984703064,0.0025710314512252808,0.03932490944862366,-0.003597736358642578,0.03416520357131958,-1.010116230838925,1.1957714276192948,0.27528827641987946,-0.09793433024880017,-0.2151948169274068,-0.3453865427425742
286a5cf7bc56b96370507bdf,pipe_fryum,evaluation,1,9,ok,0.035815224636715104,0.08091854419410745,0.32233702173043594,0.005886897444725037,0.04036664962768555,0.001839667558670044,0.052130430936813354,-0.004063308238983154,0.023428916931152344,0.9737942017313801,-0.4641882907214648,-0.0190461946609201,0.5614814636862457,-0.45475680866402396,-1.0424403685989363
2b2db9e826f5daf3cb3071ea,pipe_fryum,evaluation,1,9,ok,0.038754832688974804,0.08750433275563259,0.3487934942007732,0.008003294467926025,0.1531263291835785,0.008665844798088074,0.13130688667297363,-0.0033282339572906494,0.10354334115982056,2.041422817649326,12.023612438269048,2.728121511757063,4.6386450113305715,-0.0765212097532787,4.158991726735186
2b648c40bebad7995a5ad986,pipe_fryum,evaluation,1,9,ok,0.04011465137981603,0.09035995200639915,0.36103186241834423,0.01028430461883545,0.13730287551879883,0.002466157078742981,0.12656736373901367,-0.002132609486579895,0.09175476431846619,3.192091469898201,10.271211784166123,0.23308200500188334,4.394584956357177,0.5386924482601304,3.3936179188186926
2c860b0347ffe5e1fefae507,pipe_fryum,evaluation,1,9,ok,0.032289028129582724,0.0730702572990268,0.2906012531662445,0.004049345850944519,0.03411179780960083,-0.0032872557640075684,0.050038933753967285,-0.0033784061670303345,0.04621589183807373,0.046830761866723004,-1.1568946144822427,-2.08235596400144,0.4537805569632097,-0.10233753372515138,0.4370048596177962
2f443362a5d61cfe6f160d0f,pipe_fryum,evaluation,1,9,ok,0.044985335288628185,0.10179242767630982,0.4048680175976537,0.0044182538986206055,0.054182350635528564,0.0028305500745773315,0.02564781904220581,0.0008218437433242798,0.03603747487068176,0.23292854220933318,1.0658596998081475,0.37973050759575616,-0.8022312569602491,2.0589189269958585,-0.22382925613112592
308a5df6dd48db5b057d2ee5,pipe_fryum,evaluation,1,9,ok,0.03999466737768297,0.0902279696040528,0.35995200639914676,0.004247188568115234,0.059442996978759766,-0.0015361756086349487,0.060800403356552124,-0.003147304058074951,0.0330376923084259,0.14663365517402338,1.6484607101932522,-1.3776407646347197,1.0079386229538152,0.016577039627914684,-0.41859025514680387
30ef08bd301438b6b19bc06e,pipe_fryum,calibration,1,9,ok,0.04612718304226103,0.10398613518197573,0.4151446473803493,0.0045452117919921875,0.0563206672668457,-1.4007091522216797e-06,0.030219614505767822,-0.005124866962432861,0.06797528266906738,0.2969731796257826,1.302671937059483,-0.759976749681701,-0.5668082686740008,-1.0009863660611757,1.8497341519135646
33b64b0c0133325b4ea95503,pipe_fryum,evaluation,1,9,ok,0.04324356752433009,0.09766031195840555,0.3891921077189708,0.009943008422851562,0.09388360381126404,0.0022302716970443726,0.06864321231842041,-5.733966827392578e-05,0.04789543151855469,3.019922646496046,5.462655968673354,0.13815087733111345,1.4118012928998234,1.606531362200949,0.5460490384101936
341b937d4955b1a6cf4837bc,pipe_fryum,calibration,1,9,ok,0.02405279296093854,0.05449940007998934,0.17258498866817756,0.004152670502662659,0.021188676357269287,0.0027460604906082153,0.034951478242874146,-0.0006045699119567871,0.02834773063659668,0.09895347499414793,-2.588092061378719,0.34572801271936543,-0.3231426213300652,1.3249517122030126,-0.7230861983006965
360090d515946477b25a2eba,pipe_fryum,evaluation,1,9,ok,0.05135315291294494,0.11590454606052526,0.4621783762165045,0.005234196782112122,0.09826421737670898,0.002487882971763611,0.08813056349754333,-0.0007174164056777954,0.057528018951416016,0.6445356092295822,5.947795953918463,0.24182550368438382,2.4152955403870475,1.2668860687699885,1.1714451504934411
