image_id,category,split,conditional_top1pct,unconditional_top1pct,high_map_top1pct,D256_z,D512_z,conditional_top1pct_z,unconditional_top1pct_z,high_map_top1pct_z,fixed_multiscale
01bf8cf7ec65fafffc6f828f,macaroni2,calibration,3.15956046526672,2.888305902481079,3.345919609069824,-1.5080954678985956,1.011733495847683,0.9248916301877295,-0.5981601469439353,-0.5981596022933742,-0.24818098602545635
020a5d954626c4b1a404f800,macaroni2,calibration,2.98900687055382,5.05799674987793,3.4930665493011475,0.3952425157728115,1.9665722688682588,0.5496246606134968,1.5787163371574637,1.5787262744767934,1.180907392320535
038b8c6619fae0cd7ce7e762,macaroni2,calibration,2.2439797459438195,1.4685803651809692,3.2496349811553955,-2.0508519389732385,-1.2948425760045992,-1.0896493269775254,-2.022587566976992,-2.0225904897279787,-1.6728472574889188
05d2d292b4646a3f67482643,macaroni2,calibration,3.0891795122968864,4.578657150268555,3.4605584144592285,1.127782334645409,1.056097545103598,0.770033287968699,1.097789248609271,1.0978022436660633,1.0919399398745036
07bb5a747e1b35f0eec2a0a6,macaroni2,calibration,2.471234384465112,3.4707536697387695,3.385420799255371,1.0126295357195343,0.1945980160054703,-0.5896237504827564,-0.013783414525189514,-0.013780593831839782,0.6036137758625023
090d122e739584d0c7f23cdb,macaroni2,calibration,3.2435330472606205,5.618250370025635,3.531062364578247,2.0008462803023663,2.339122321936112,1.1096554660084894,2.140825419331761,2.1408348274854903,2.1699843011192392
099c144062092abe11aa0aa5,macaroni2,calibration,3.5935143290854312,5.921594142913818,3.5516347885131836,0.94165250337401,1.4363996203256773,1.8797149611436468,2.445173813754472,2.4451824343367723,1.1890260618498436
0bb0a482b6f4ae9c5be79648,macaroni2,calibration,2.68745334217075,3.5582990646362305,3.391357898712158,-0.2653139016025023,0.3611245852395394,-0.1138798462907639,0.07405191541239206,0.07405261517775177,0.04790534181851855
0c2ef6fb8a6a89471eabc757,macaroni2,calibration,2.7935912500650093,2.407231569290161,3.313293695449829,-0.16173843885337,-0.5467301442464356,0.11965408255708729,-1.0808277142079656,-1.080826047578875,-0.3542342915499028
10c1074d12d0b26bffeddcc9,macaroni2,calibration,2.5691414089792692,3.901433229446411,3.4146294593811035,0.0171208630614796,0.0807807454332583,-0.3742001327554026,0.41832248057758314,0.418331141601662,0.04895080424736895
11d840114e02446df8c492a5,macaroni2,calibration,2.690962818448759,3.3446810245513916,3.3768703937530518,-0.3921837577505789,-0.3076139289393417,-0.10615798894816166,-0.14027359026895286,-0.1402749466834574,-0.3498988433449603
