image_id,category,split,reference_available,encoded_views,matching_reason,tight_area_fraction,context15_area_fraction,context30_area_fraction,tight_text,tight_visual,context15_text,context15_visual,context30_text,context30_visual,tight_text_z,tight_visual_z,context15_text_z,context15_visual_z,context30_text_z,context30_visual_z
0001d619793eb3ae695414e2,macaroni1,calibration,1,9,ok,0.021065333333333332,0.043568,0.12777333333333332,-0.0035962313413619995,0.020229369401931763,-0.004555061459541321,0.016411632299423218,-0.005887120962142944,0.017580032348632812,0.5759804393563317,-1.3201353962213014,-0.34400040081980815,-1.2974619665798521,-1.5345461730116032,-0.9264169589637492
009ae6d6a7cf15f60e00275e,macaroni1,evaluation,1,9,ok,0.020178666666666668,0.045684,0.145544,-0.0032150745391845703,0.05513852834701538,-0.0018709748983383179,0.05307489633560181,0.0039136409759521484,0.026136845350265503,0.7449921422442666,0.9301464981450185,0.6023382554727643,0.8985094187353236,2.6338012702258013,-0.12051640332776463
02df69748a07b50164f8a2b3,macaroni1,calibration,1,9,ok,0.008134,0.018416666666666668,0.065856,-0.006222710013389587,0.028286725282669067,-0.00462089478969574,0.03223469853401184,-0.0034263432025909424,0.07348483800888062,-0.5886469014711982,-0.8007495787797543,-0.36721150961865223,-0.34972854478697235,-0.4879564540496394,4.338827698798308
067ddfed88952e43c12bc42a,macaroni1,evaluation,1,9,ok,0.020822666666666666,0.047304,0.187404,0.004007771611213684,0.09295797348022461,0.0026546120643615723,0.12338075041770935,0.0021819770336151123,0.0497051477432251,3.947730544399593,3.3680285672066312,2.197941745733184,5.10952684566446,1.8973098614782546,2.0992011469165766
08002ab5283f57e3502de94f,macaroni1,calibration,1,9,ok,0.03986666666666667,0.0898,0.28106,-0.002255737781524658,0.05419737100601196,-0.0035197436809539795,0.029507756233215332,-0.004879623651504517,0.025350868701934814,1.1703791171817248,0.869478484700707,0.021025544910134433,-0.5130606271690957,-1.1060489943846425,-0.1945415126162054
0a5fc896034108697d256245,macaroni1,evaluation,1,9,ok,0.02867,0.06471666666666667,0.19646,-0.008653029799461365,0.024037033319473267,-0.008061781525611877,0.041505903005599976,-0.0020257234573364258,0.015028536319732666,-1.6662939046460923,-1.0746892888844104,-1.5803780956703222,0.2055766159025803,0.10773904094921513,-1.1667227909366218
0abb3a0c5d5451b75cb255da,macaroni1,calibration,1,9,ok,0.012497333333333333,0.028313333333333333,0.112476,-0.0013482868671417236,0.08748865127563477,-0.001605495810508728,0.14505666494369507,-0.0007822513580322266,0.028510600328445435,1.5727589867024039,3.015470181288327,0.6959392320142324,6.407820636490933,0.6365983050156918,0.10304936297960679
0b3d289359dc893c12d78013,macaroni1,evaluation,1,9,ok,0.031724,0.07171333333333334,0.18314666666666668,-0.003616824746131897,0.05689367651939392,-0.006910115480422974,0.08021953701972961,-0.006584644317626953,0.04947909712791443,0.5668489575395631,1.0432852351866853,-1.1743307969522911,2.5243563195509733,-1.8312087910605892,2.0779111740673435
0b6f4855f72258c394c54157,macaroni1,evaluation,1,9,ok,0.030268,0.06864,0.272412,-0.0038174092769622803,0.04857191443443298,-0.00261513888835907,0.03039604425430298,0.0013757646083831787,0.022725015878677368,0.4779062102634971,0.5068555097249378,0.3399655136406519,-0.4598560059356494,1.5544208572714113,-0.4418504404702693
0c0fa1e3a2dc78d848aeaf69,macaroni1,calibration,1,9,ok,0.024854,0.04698,0.142588,-0.0038242489099502563,0.0376286506652832,-0.002249196171760559,0.011494845151901245,-0.0017961561679840088,0.02626439929008484,0.47487339539092344,-0.19855903101869618,0.4689873357053899,-1.5919563103728458,0.20537596241178033,-0.10850307652556061
