dataset,category,image_path,canonical_image_path,gt_binary,patchcore_score,component_rank,candidate_available,threshold,threshold_quantile,image_width,image_height,map_width,map_height,x1,y1,x2,y2,map_x1,map_y1,map_x2,map_y2,map_area,box_area,box_area_ratio,candidate_score_mean,candidate_score_max,candidate_score_sum
MVTec AD,leather,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/leather/test/color/000.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/leather/test/color/000.png,1,1.0,1,1,0.5649697780609131,0.97,1024,1024,224,224,662,502,851,718,145,110,186,157,1506,40824,0.03893280029296875,0.7492319345474243,1.0,1128.34326171875
MVTec AD,leather,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/leather/test/color/001.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/leather/test/color/001.png,1,0.9139614105224609,1,1,0.5589284300804138,0.97,1024,1024,224,224,635,329,832,531,139,72,182,116,1506,39794,0.03795051574707031,0.7530772686004639,1.0,1134.1343994140625
MVTec AD,leather,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/leather/test/color/002.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/leather/test/color/002.png,1,0.7202945351600647,1,1,0.5417383909225464,0.97,1024,1024,224,224,635,772,837,974,139,169,183,213,1506,40804,0.038913726806640625,0.7428585886955261,1.0,1118.7449951171875
MVTec AD,leather,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/leather/test/color/003.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/leather/test/color/003.png,1,0.7521294355392456,1,1,0.5997247695922852,0.97,1024,1024,224,224,461,128,636,362,101,28,139,79,1506,40950,0.03905296325683594,0.7811803817749023,1.0,1176.4576416015625
MVTec AD,leather,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/leather/test/color/004.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/leather/test/color/004.png,1,0.5832397937774658,1,1,0.5152462124824524,0.97,1024,1024,224,224,301,681,503,883,66,149,110,193,1506,40804,0.038913726806640625,0.7199407815933228,1.0,1084.2308349609375
MVTec AD,leather,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/leather/test/color/005.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/leather/test/color/005.png,1,0.663084864616394,1,1,0.47126203775405884,0.97,1024,1024,224,224,790,429,1006,627,173,94,220,137,1506,42768,0.0407867431640625,0.681491494178772,1.0,1026.326171875
MVTec AD,leather,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/leather/test/color/006.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/leather/test/color/006.png,1,0.6562937498092651,1,1,0.5544122457504272,0.97,1024,1024,224,224,173,146,380,343,38,32,83,75,1506,40779,0.03888988494873047,0.7463179230690002,1.0,1123.954833984375
MVTec AD,leather,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/leather/test/color/007.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/leather/test/color/007.png,1,0.7053030729293823,1,1,0.5839888453483582,0.97,1024,1024,224,224,493,196,695,394,108,43,152,86,1506,39996,0.038143157958984375,0.7727013230323792,1.0,1163.688232421875
MVTec AD,leather,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/leather/test/color/008.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/leather/test/color/008.png,1,0.8163599967956543,1,1,0.6355553269386292,0.97,1024,1024,224,224,694,457,887,668,152,100,194,146,1506,40723,0.03883647918701172,0.8059924840927124,1.0,1213.82470703125
MVTec AD,leather,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/leather/test/color/009.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/leather/test/color/009.png,1,0.7626650333404541,1,1,0.6595942378044128,0.97,1024,1024,224,224,498,717,723,915,109,157,158,200,1506,44550,0.04248619079589844,0.8120258450508118,1.0,1222.910888671875
MVTec AD,leather,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/leather/test/color/010.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/leather/test/color/010.png,1,0.7410661578178406,1,1,0.4739631414413452,0.97,1024,1024,224,224,772,50,974,252,169,11,213,55,1506,40804,0.038913726806640625,0.6960338950157166,1.0,1048.22705078125
MVTec AD,leather,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/leather/test/color/011.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/leather/test/color/011.png,1,0.8412598967552185,1,1,0.5817490816116333,0.97,1024,1024,224,224,219,617,407,837,48,135,89,183,1506,41360,0.0394439697265625,0.7727075815200806,1.0,1163.6976318359375
