image_id,category,split,evidence_available,encoded_views,matching_reason,u_mean,v_mean,bidirectional_mean,u_std,v_std,reference_contrast,visual_distance,match_error,reference_margin,swap_margin_mean,u_mean_z,v_mean_z,bidirectional_mean_z,u_std_z,v_std_z,reference_contrast_z,visual_distance_z,match_error_z,reference_margin_z,swap_margin_mean_z
01bf8cf7ec65fafffc6f828f,macaroni2,calibration,1,7,ok,-0.0026082322001457214,-0.001488223671913147,-0.002048227936029434,4.252046346664429e-05,0.00010414421558380127,-0.001849830150604248,0.0598413348197937,0.003440309797356389,-9.1552734375e-05,-0.0004564635455608368,-0.781737007422267,-0.6716886799219333,-0.8171971888713712,-1.0343150633795952,-0.9990583205309563,-0.5544354275104771,0.17530873758742557,-0.7991866385782772,0.747931206918679,0.2939068923315617
020a5d954626c4b1a404f800,macaroni2,calibration,1,7,ok,-0.0055735111236572266,-0.0021215826272964478,-0.003847546875476837,0.00025716423988342285,0.0024156123399734497,-0.005898788571357727,0.08186906576156616,0.007558773926887323,-0.0031425803899765015,-0.004366010427474976,-2.1435049999771985,-0.9434504355211351,-1.7228490008242034,-0.6558561681005194,1.8118521447214686,-1.9568646207723264,1.0475016563863102,-0.5454120281606224,-0.23629480788784593,-0.482827186147155
02a89308f4b562fed27e6207,macaroni2,evaluation,1,7,ok,-0.0009793266654014587,-8.459389209747314e-05,-0.0005319602787494659,0.00029962509870529175,0.0003326535224914551,-0.0012834519147872925,0.10259401798248291,0.0030937472828138613,-0.00589345395565033,-0.006087813526391983,-0.033682110285132516,-0.06941900341095977,-0.05401367475640685,-0.5809893818810931,-0.7211746692632544,-0.35826019185813657,1.8681107612147128,-0.8205413874233057,-1.1236946063816406,-0.8249085535674912
038b8c6619fae0cd7ce7e762,macaroni2,calibration,1,7,ok,-0.0012014806270599365,0.0015715062618255615,0.0001850128173828125,0.0006275326013565063,0.0008134394884109497,-0.0006901770830154419,0.02296626567840576,0.003602403682258667,-0.00707167387008667,-0.006030268967151642,-0.135703593663007,0.641180699100326,0.3068606368500993,-0.002824418150057319,-0.13650456765566346,-0.152768838961131,-1.284767848165074,-0.7891986160537627,-1.50377463902977,-0.8134758168481079
058e9aea4df0e4413124ca53,macaroni2,evaluation,1,7,ok,0.005019158124923706,0.0010525882244110107,0.0030358731746673584,0.00048601627349853516,0.00046893954277038574,0.0036356300115585327,0.05393823981285095,0.001566700537999471,-0.0027473419904708862,-0.0029128119349479675,2.7210484907805976,0.4185232697528151,1.7417851472274442,-0.2523453406718653,-0.5554411267465016,1.3455518458733677,-0.058425625596067766,-0.9146360985987936,-0.10879549986625744,-0.19411117223738358
05d2d292b4646a3f67482643,macaroni2,calibration,1,7,ok,-0.00170193612575531,0.0007248669862747192,-0.0004885345697402954,0.001243099570274353,0.0009332746267318726,0.005103975534439087,0.06825920939445496,0.037830394232770334,0.00012543797492980957,0.0038908272981643677,-0.3655316460657245,0.27790459172502374,-0.0321561979148803,1.0825403611882483,0.009223526475074035,1.8541395894589916,0.5086163585477688,1.3198873670077351,0.8179298844714753,1.1576102956596248
07bb5a747e1b35f0eec2a0a6,macaroni2,calibration,1,7,ok,-0.0016026794910430908,0.0030866265296936035,0.0007419735193252563,8.028745651245117e-05,0.0010942816734313965,0.002225242555141449,0.06399849057197571,0.02163842800314938,-0.00136595219373703,0.0020913220942020416,-0.31994925341857544,1.291288730951814,0.587195855827791,-0.967724479181267,0.20501960420233326,0.857038915596954,0.33991224663616304,0.32215865247213477,0.336824772384509,0.8000913660917586
0822b68a9a064a98dd389a74,macaroni2,evaluation,1,7,ok,-0.008572176098823547,-0.000742003321647644,-0.004657089710235596,0.0005513876676559448,0.00027529895305633545,-0.0031001269817352295,0.06672221422195435,0.0034213402639966294,0.0006728768348693848,0.0030378997325897217,-3.5206051274557058,-0.35150034007399356,-2.130316470364577,-0.13708280649231686,-0.7909219254568888,-0.9874981053669134,0.4477586919443999,-0.800355517506628,0.9945272897684562,0.9881538530932283
090d122e739584d0c7f23cdb,macaroni2,calibration,1,7,ok,0.0014775097370147705,0.0013481006026268005,0.0014128051698207855,0.0003638267517089844,0.0004753395915031433,0.002858273684978485,0.03745308518409729,0.01175341363009415,-0.004723392426967621,-0.0033589601516723633,1.0945898877474491,0.5453217653335974,0.9248457779550874,-0.46778932979251664,-0.5476582100057465,1.0763005736511708,-0.711158999292644,-0.2869435741340535,-0.7462463740329315,-0.28275022286124485
099c144062092abe11aa0aa5,macaroni2,calibration,1,7,ok,-0.0003595501184463501,0.00091513991355896,0.00027779489755630493,0.0017290562391281128,0.001196146011352539,0.005084007978439331,0.0688481330871582,0.016538976265249056,-0.004067510366439819,-0.0008881613612174988,0.2509426707051914,0.35954692791094056,0.3535606727268309,1.9393768701154046,0.32889392047660854,1.8472234691776337,0.5319349234896797,0.007936812138496077,-0.534666454253704,0.20813879307265723
