image_id,category,split,D,contrast,standardized_contrast,D_z,contrast_z,standardized_contrast_z
bdab47567e39be5a207695ab,fryum,calibration,30.763734817504883,2.402721405029297,1.6334112882614136,-0.7867480982472229,-0.7586660950337224,-0.5789279088635866
c8116faeb5cca8e561307d5b,fryum,calibration,31.198802947998047,2.6389827728271484,1.694695234298706,-0.544108388295465,-0.3490041965532185,0.1337586009806063
187ec13b1b510eb383f41998,fryum,calibration,31.0825309753418,2.2485790252685547,1.6991231441497803,-0.6089538590240402,-1.0259389908002332,0.1852518846498154
f4a0b98559b6f2d2640e8e8c,fryum,calibration,30.0543212890625,2.7038345336914062,1.7666939496994019,-1.182391632472531,-0.23655544658159028,0.9710498739832057
c4f897686c7ebaf6e50fcea8,fryum,calibration,32.31328582763672,2.7747421264648438,1.7456213235855103,0.07744438403745614,-0.11360627658820037,0.7259909747207113
3fe2f9167356a5a592763715,fryum,calibration,37.4013557434082,5.914691925048828,1.7411928176879883,2.9150868635673515,5.330863158304694,0.6744907594765952
d4bc84e0d697d162bd3ffdb9,fryum,calibration,32.14240646362305,3.6321754455566406,1.7317336797714233,-0.017855906687170194,1.3731275241748857,0.5644880520172997
46169b496645eb9d5932bbbc,fryum,calibration,31.468067169189453,3.2292556762695312,1.8214186429977417,-0.39393836215217953,0.6744907594765953,1.607457174605697
6285dbc152b7d9c364c33d45,fryum,calibration,34.009674072265625,4.524213790893555,1.7105759382247925,1.0235287390918122,2.919864197522168,0.31843932385808393
b0d3b9c6a65a7f8b3ed71f58,fryum,calibration,34.30226135253906,3.454692840576172,1.610231876373291,1.186706153950141,1.0653841906741077,-0.8484871527924048
510797c4bd095a7ae7be3154,fryum,calibration,35.33970642089844,4.685083389282227,1.7331695556640625,1.7652945469732324,3.1988016543648214,0.581186215968291
3c14e5eb31b02c627988fe3a,fryum,calibration,32.17442321777344,2.744586944580078,1.808565378189087,0.0,-0.1658934074682169,1.4579833069959134
2b5b9374be68900df24ecb5e,fryum,calibration,30.413471221923828,2.448610305786133,1.7658939361572266,-0.9820918876029507,-0.6790977154105524,0.9617463141430146
f759839b6a5968cf05adfde6,fryum,calibration,34.822601318359375,3.353292465209961,1.6257389783859253,1.4769024003169662,0.8895625120546063,-0.6681511410666422
5f2369df860435c0defe62cf,fryum,calibration,30.318574905395508,2.3502750396728516,1.6435127258300781,-1.0350160461521452,-0.8496046932505354,-0.46145573628449515
fc3347d25c7f87fdbc817e87,fryum,calibration,32.44184494018555,3.07366943359375,1.5395228862762451,0.14914245519965352,0.4047142989993841,-1.6707798840112122
a07ce5eb0fe9a91c13f57f67,fryum,calibration,32.50342559814453,2.8554935455322266,1.5720216035842896,0.18348630145855838,0.026411450171272107,-1.2928440800962835
dbe56e736eab833622499c10,fryum,calibration,29.953588485717773,2.879209518432617,1.683193325996399,-1.238570829414597,0.06753341002972407,0.0
9630ea7f42cf0797d0418f9e,fryum,calibration,33.18069839477539,3.765167236328125,1.4699537754058838,0.5612047860242986,1.603726669509486,-2.4798166713778502
8d51558824b43428d3c4e9c0,fryum,calibration,30.518564224243164,2.4526100158691406,1.6076512336730957,-0.9234809855085632,-0.672162477367833,-0.8784980995098031
96c233800e9a84a5ad017bfb,fryum,calibration,30.96501922607422,2.8232421875,1.7000750303268433,-0.6744907594765952,-0.029510314284780993,0.19632160977631322
d010ca1b1c86807fdfff63fe,fryum,calibration,29.71143341064453,2.423482894897461,1.6470588445663452,-1.3736219468396202,-0.7226670172583284,-0.4202170245327193
feccba9e29adec609d083bde,fryum,calibration,32.74629592895508,2.88104248046875,1.6979448795318604,0.31893632064741395,0.07071164739694076,0.17154954737363454
52f493974b2004efd5db4fe3,fryum,calibration,33.15913391113281,3.434497833251953,1.8708462715148926,0.5491781637792642,1.0303673569133478,2.1822635690295744
e41320da8444664abb2c2a48,fryum,calibration,32.49324417114258,3.3899765014648438,1.6873164176940918,0.17780806781766034,0.9531702532446985,0.04794847626176328
2fba81ebd3e3930a429cd180,fryum,calibration,32.38766860961914,2.840261459350586,1.7983803749084473,0.11892803999994053,0.0,1.339539327614859
7525e9405ec902e68f6a86d1,fryum,calibration,33.766841888427734,3.959413528442383,1.6136815547943115,0.8880999946636944,1.9405371499618431,-0.8083699698605835
eb572aa5908fd13a5de66065,fryum,calibration,32.255916595458984,2.453786849975586,1.6323121786117554,0.04544927136399581,-0.6701219233037615,-0.5917097329921164
217a0b17c65497c55f185785,fryum,calibration,29.605751037597656,2.7215404510498047,1.6266415119171143,-1.4325615439874055,-0.2058545334911922,-0.657655350342445
7885dc4bb2a09ea2d7907cae,fryum,calibration,30.05931854248047,2.6141223907470703,1.639854907989502,-1.1796046388158894,-0.3921104877543656,-0.503993425173845
854fa288b1797e2ec031d513,fryum,calibration,31.67645835876465,2.6008129119873047,1.6147397756576538,-0.27771753545611416,-0.4151882612699099,-0.7960636517706748
38571e483c7dc6bf66d971cb,fryum,calibration,32.851226806640625,2.8626270294189453,1.670568585395813,0.37745680500866624,0.03878044887407171,-0.1468163017904351
6d19909d0afd736c1e2f6a11,fryum,calibration,32.39961624145508,2.666898727416992,1.761366844177246,0.1255912950629951,-0.3005997406670754,0.9090996164092787
76eece14e3339860e803e0fc,fryum,calibration,30.27640724182129,2.3039684295654297,1.7815247774124146,-1.0585331666716233,-0.9298973538137892,1.1435213208194728
ccc5bb072080e8fe6e1e185f,fryum,calibration,32.91794204711914,2.9598865509033203,1.5558929443359375,0.41466423406286845,0.20742215525192137,-1.4804083381350779
bb770b00d69a6d88eceeb2dd,fryum,calibration,33.64823913574219,2.7101497650146484,1.7008291482925415,0.8219546360540424,-0.2256052447888177,0.20509143834866453
8159e604ba80cbdec81775d8,fryum,calibration,30.32603454589844,2.3552303314208984,1.6160084009170532,-1.0308557666898817,-0.8410125385366656,-0.7813104877385909
abe2272eb35ea7809ecbef94,fryum,calibration,29.636627197265625,2.526611328125,1.6990174055099487,-1.4153417526462932,-0.5438489983113572,0.1840222232613115
6ee4b1e9a1fabfc3b5fbba22,fryum,calibration,36.2524528503418,4.590776443481445,1.58401358127594,2.274337874620784,3.035279522851125,-1.153386338227132
7105d077867440369a954e81,fryum,calibration,32.24993896484375,4.092031478881836,1.6368430852890015,0.04211551635639475,2.1704880803911633,-0.5390186731789756
1f98dd2b529de9650d508502,fryum,calibration,32.47245788574219,2.842365264892578,1.7447177171707153,0.16621545069167554,0.003647862451654537,0.7154827071616815
6e4cc7b1731a4955bfbd3c17,fryum,calibration,31.71728134155273,3.4185657501220703,1.6658049821853638,-0.2549503502526428,1.0027421574041273,-0.20221344844727324
d6aca0ff3fc70b7c184e3e62,fryum,calibration,29.279964447021484,3.6469955444335938,1.5538662672042847,-1.614254383115774,1.3988246150627877,-1.5039770791338993
