image_id,category,gt_pixels,normal_calibration_max_q95,valid,within_anomaly_pixel_auc,peak_inside_gt,defect_peak,background_peak,defect_peak_beats_background,defect_peak_above_normal_q95,top1pct_gt_recall,top1pct_precision
ab47a8d0b593686af515ade9,candle,254,34.530327796936035,True,0.9985078786759963,True,31.22760581970215,30.976730346679688,True,False,0.9881889763779528,0.09572845156369184
8f3a88920755ec17b08f4033,candle,576,34.530327796936035,True,0.9995682023625044,True,49.323150634765625,47.24562454223633,True,True,1.0,0.21967963386727687
d9bcc5633b86b6332d42dc42,candle,566,34.530327796936035,True,0.9996845727319489,True,43.276641845703125,41.887516021728516,True,True,1.0,0.21586575133485889
8f927bcc86db94e9be1ad4dd,candle,319,34.530327796936035,True,0.9997765204270602,True,45.60938262939453,45.01009750366211,True,True,1.0,0.12166285278413425
a9112c607ddd101d6418aa7f,candle,866,34.530327796936035,True,0.9995742038949532,True,47.0439567565918,43.84709167480469,True,True,1.0,0.3302822273073989
80a9e056efbc5959cfb71d76,candle,442,34.530327796936035,True,0.9972712477951935,True,41.31853485107422,41.12218475341797,True,True,0.9728506787330317,0.16399694889397406
a735a47cf34fc010bfb48855,candle,1062,34.530327796936035,True,0.9965600239801709,True,44.83759307861328,44.378719329833984,True,True,0.8370998116760828,0.33905415713196035
cdb66e6b154c64f38bdd3655,candle,463,34.530327796936035,True,0.998521050596095,True,45.86113739013672,45.860538482666016,True,True,0.9978401727861771,0.17620137299771166
937deb748bcb8d4db75d6577,candle,388,34.530327796936035,True,0.999352735915387,True,46.28874206542969,45.85137176513672,True,True,1.0,0.14797864225781845
89359a70ff88d4af7d1d0038,candle,824,34.530327796936035,True,0.9995977549193862,True,49.332130432128906,45.954166412353516,True,True,1.0,0.3142639206712433
f74a61f2fb120b5eec42f95d,candle,812,34.530327796936035,True,0.9854889584613091,True,35.426971435546875,35.399444580078125,True,True,0.6133004926108374,0.18993135011441648
6e61d7dd6e997a7fdc6cd3a6,candle,1146,34.530327796936035,True,0.9954130959820799,True,34.129432678222656,32.44973373413086,True,False,0.7897033158813264,0.34515636918382914
dac420adaa0745b029dc1223,candle,578,34.530327796936035,True,0.998687675326415,True,42.68911361694336,42.32194519042969,True,True,1.0,0.2204424103737605
564b87f329cefaaca090bb92,candle,265,34.530327796936035,True,0.9974732317323275,False,33.160797119140625,33.23341369628906,False,False,0.9433962264150944,0.09534706331045004
28858dc685de10032ea5c704,candle,503,34.530327796936035,True,0.9931150405557375,False,32.43597412109375,40.790504455566406,False,False,0.7037773359840954,0.13501144164759726
8019ea1a39698cf472a4aba4,candle,305,34.530327796936035,True,0.9858879993769166,True,32.04844284057617,31.96994400024414,True,False,0.8163934426229508,0.09496567505720824
2848f0f0cce91ec34d541f46,candle,185,34.530327796936035,True,0.9885727424025402,True,32.20790100097656,32.18927764892578,True,False,0.7945945945945946,0.05606407322654462
a30e98e9f5a93b1da26f8e0e,candle,487,34.530327796936035,True,0.9971749110013682,True,28.652299880981445,28.411724090576172,True,False,0.9260780287474333,0.17200610221205187
ee2d487eb8d7c1feaa80ee8c,candle,568,34.530327796936035,True,0.9992876265837372,True,32.62867736816406,31.477962493896484,True,False,0.9894366197183099,0.2143401983218917
d6724990c6bb9cbf1def5522,candle,524,34.530327796936035,True,0.9990270253867418,True,34.76617431640625,34.310420989990234,True,True,0.9847328244274809,0.19679633867276888
d124a32220cef1434c09435c,candle,69,34.530327796936035,True,0.9981010524976947,False,39.66988754272461,40.725589752197266,False,True,1.0,0.02631578947368421
23e908cb5ae2243950b9b570,candle,477,34.530327796936035,True,0.9988166100882025,True,40.77233123779297,40.35631561279297,True,True,1.0,0.18192219679633867
7a3fed57e7f8a98a82e5da5c,candle,346,34.530327796936035,True,0.9973272149948199,False,37.26774215698242,37.39664840698242,False,True,0.9855491329479769,0.13005339435545385
