image_id,category,split,detector,map_max,top01,top1,top5
380098d5d0df7c3e5cff93b3,candle,calibration,35.53310012817383,34.62167739868164,33.47635269165039,30.346120834350586,26.987743377685547
f6be679c5895210d92f225a8,candle,calibration,32.28073501586914,30.984865188598633,30.02085304260254,26.603410720825195,23.911897659301758
5e54cd215840db218ecaebc7,candle,calibration,26.98093032836914,26.195247650146484,25.687124252319336,24.306289672851562,22.915836334228516
9eb04cad270ff79e42487352,candle,calibration,28.105472564697266,27.229225158691406,26.506994247436523,24.950159072875977,23.119937896728516
ef8c958a7be8baa6b876909f,candle,calibration,27.963428497314453,27.11859893798828,26.474849700927734,25.012454986572266,23.696382522583008
ada04767902d8f2fdbb4dfe6,candle,calibration,29.83225440979004,29.38111114501953,29.00414276123047,26.646059036254883,23.956806182861328
374d1b7e63e3e8805e3ad727,candle,calibration,29.53773498535156,28.82152557373047,28.08472442626953,25.622600555419922,23.385425567626953
7979bb1186c1491bf79e60f3,candle,calibration,28.55438041687012,27.48015594482422,26.93501091003418,25.310659408569336,23.765207290649414
4f3aa4924e256e829a1ff63b,candle,calibration,36.80036544799805,35.92271423339844,35.070343017578125,30.513578414916992,25.967348098754883
e7061b36fe7484d083d41a4c,candle,calibration,29.37848472595215,28.06156349182129,27.61693572998047,26.08809471130371,24.232240676879883
409b59d1b05a0599ae1ff2e2,candle,calibration,31.050281524658203,29.82447624206543,28.88187599182129,26.635723114013672,23.891225814819336
51c10aeb7a24d9378ed3359d,candle,calibration,31.453622817993164,30.30904769897461,29.624691009521484,26.436790466308594,24.223541259765625
e368f26497632eb606d2765c,candle,calibration,26.346275329589844,25.502349853515625,24.996627807617188,24.236650466918945,23.196475982666016
41895d6b97653c22ec1c985c,candle,calibration,28.232318878173828,26.63455581665039,26.259498596191406,25.118501663208008,23.540653228759766
28023ea0a103af5b6d8c691c,candle,calibration,29.91731834411621,28.179174423217773,27.299388885498047,24.826745986938477,23.322818756103516
b07b40e908edd0013ce1534a,candle,calibration,29.852758407592773,28.52779769897461,27.816959381103516,26.406103134155273,24.163192749023438
1dd3bc2747366c4eb6b20337,candle,calibration,32.09356689453125,30.688695907592773,29.496070861816406,25.6668758392334,23.861143112182617
32af7e9c3515f7af9bb99b62,candle,calibration,27.655235290527344,27.18729591369629,26.54242515563965,24.874820709228516,23.558265686035156
f2f14b25e8bfd1c2df4df386,candle,calibration,26.895896911621094,25.965707778930664,25.407014846801758,24.2297420501709,22.964311599731445
0dda1a135de067aabc798673,candle,calibration,28.223852157592773,27.89035987854004,27.50629997253418,25.635929107666016,23.678815841674805
38388c206a95973c3f970bab,candle,calibration,26.29015350341797,25.47742462158203,25.098785400390625,24.178930282592773,23.151369094848633
b5e6006b7e7d306ecd29b8c3,candle,calibration,29.11222648620605,27.987815856933594,27.621347427368164,26.345632553100586,23.911893844604492
03d45ac46432e3ce12e9c228,candle,calibration,33.050270080566406,31.539653778076172,30.624614715576172,28.512222290039062,25.836803436279297
66b75ddaa7644fa98b36d8d5,candle,calibration,26.385255813598636,25.889265060424805,25.356327056884766,24.10236167907715,23.110504150390625
448d37cae11c1c3ebcadf87d,candle,calibration,29.2346305847168,27.70941162109375,26.992813110351562,25.329259872436523,23.555261611938477
d2ed04aa053eec8f77042bf5,candle,calibration,29.95363426208496,28.68337631225586,27.8150577545166,25.683555603027344,23.98211669921875
24c93f8bdc5630c40b583c23,candle,calibration,29.26721572875977,27.659940719604492,27.028350830078125,25.510780334472656,23.660945892333984
9ecd1c8ba159d53d2fbd2dee,candle,calibration,26.727523803710938,26.01734733581543,25.678014755249023,24.379318237304688,23.1016845703125
ede64eb3ca357db1b75dd938,candle,calibration,27.243083953857425,26.201589584350586,25.58430290222168,24.257041931152344,23.182636260986328
d912751a5b94c6c655d0fd34,candle,calibration,32.69359588623047,31.285165786743164,30.117700576782227,26.74726104736328,24.163583755493164
b4b193c78ebc505b1d14eb68,candle,calibration,31.893423080444336,30.930400848388672,30.24541664123535,27.374380111694336,24.48641586303711
f0877727b7c3ffd0d6f59114,candle,calibration,30.253719329833984,29.44254493713379,28.732954025268555,25.609664916992188,23.654138565063477
ee92674a4bc0f08f4c96a6a4,candle,calibration,33.83137130737305,32.847049713134766,31.9967098236084,28.77062225341797,25.979463577270508
81ca1c8faddb2d3b3b0e7918,candle,calibration,29.03742027282715,28.314151763916016,27.7930908203125,25.53879737854004,23.40567398071289
bcde48a4be13c3c82c774c27,candle,calibration,35.48735427856445,34.29023742675781,33.024654388427734,27.883283615112305,24.251201629638672
af992824cd5a264abb5fc47f,candle,calibration,30.979677200317383,30.44461441040039,29.86172866821289,27.552751541137695,25.073495864868164
