path,size_bytes,backbone,role,rows,cols,columns,preview_json,error,has_image_path,has_bbox,has_label,has_category,has_candidate_quality,has_vlm_score,has_normal_score,has_anomaly_score,has_crop_score,has_full_score
results/analysis/anomaly_region_scoring_baseline/MVTecAD/grid/region_scoring_eval_candidates.csv,8706,unknown,candidate_or_region,18.0,33.0,"[""category"", ""image_path"", ""component_rank"", ""threshold"", ""x1"", ""y1"", ""x2"", ""y2"", ""cx"", ""cy"", ""area"", ""mean_score"", ""max_score"", ""gt_iou"", ""gt_f1"", ""visual_path"", ""clip_semantic_score"", ""bbox_area"", ""fill_ratio"", ""aspect_ratio"", ""aspect_penalty_raw"", ""score_gap"", ""mean_score_norm"", ""max_score_norm"", ""score_gap_norm"", ""area_norm"", ""bbox_area_norm"", ""fill_ratio_norm"", ""compactness_norm"", ""aspect_penalty_norm"", ""semantic_norm"", ""aspect_score_norm"", ""region_score""]","[{""category"":""grid"",""image_path"":""\/root\/private_data\/iad-vlm-anomaly\/datasets\/MVTecAD\/grid\/test\/bent\/000.png"",""component_rank"":1,""threshold"":0.8,""x1"":63,""y1"":172,""x2"":83,""y2"":193,""cx"":72.81,""cy"":183.03,""area"":367,""mean_score"":0.897634,""max_score"":1.0,""gt_iou"":0.117925,""gt_f1"":0.21097,""visual_path"":""results\/analysis\/patchcore_candidate_regions\/MVTecAD\/grid\/candidate_regions\/grid_0001_candidates.png"",""clip_semantic_score"":0.004211992,""bbox_area"":462,""fill_ratio"":0.7943722944,""aspect_ratio"":0.9545454545,""aspect_penalty_raw"":0.0465200156,""score_gap"":0.102366,""mean_score_norm"":0.8855512,""max_score_norm"":1.0,""score_gap_norm"":0.8016386,""area_norm"":0.5611459,""bbox_area_norm"":0.43824857,""fill_ratio_norm"":0.92934066,""compactness_norm"":0.92934066,""aspect_penalty_norm"":0.08312849,""semantic_norm"":0.5432961,""aspect_score_norm"":0.9168715,""region_score"":0.8855512},{""category"":""grid"",""image_path"":""\/root\/private_data\/iad-vlm-anomaly\/datasets\/MVTecAD\/grid\/test\/bent\/000.png"",""component_rank"":2,""threshold"":0.8,""x1"":49,""y1"":61,""x2"":59,""y2"":71,""cx"":53.83,""cy"":65.9,""area"":87,""mean_score"":0.823784,""max_score"":0.847728,""gt_iou"":0.200557,""gt_f1"":0.334107,""visual_path"":""results\/analysis\/patchcore_candidate_regions\/MVTecAD\/grid\/candidate_regions\/grid_0001_candidates.png"",""clip_semantic_score"":0.0003277063,""bbox_area"":121,""fill_ratio"":0.7190082645,""aspect_ratio"":1.0,""aspect_penalty_raw"":0.0,""score_gap"":0.023944,""mean_score_norm"":0.1487309,""max_score_norm"":0.16649619,""score_gap_norm"":0.13236612,""area_norm"":0.24088505,""bbox_area_norm"":0.2069312,""fill_ratio_norm"":0.80712616,""compactness_norm"":0.80712616,""aspect_penalty_norm"":0.0,""semantic_norm"":0.39590642,""aspect_score_norm"":1.0,""region_score"":0.1487309},{""category"":""grid"",""image_path"":""\/root\/private_data\/iad-vlm-anomaly\/datasets\/MVTecAD\/grid\/test\/bent\/000.png"",""component_rank"":3,""threshold"":0.8,""x1"":178,""y1"":93,""x2"":183,""y2"":98,""cx"":180.72,""cy"":95.59,""area"":29,""mean_score"":0.808877,""max_score"":0.817311,""gt_iou"":0.081159,""gt_f1"":0.150134,""visual_path"":""results\/analysis\/patchcore_candidate_regions\/MVTecAD\/grid\/candidate_regions\/grid_0001_candidates.png"",""clip_semantic_score"":-0.0101059526,""bbox_area"":36,""fill_ratio"":0.8055555556,""aspect_ratio"":1.0,""aspect_penalty_raw"":0.0,""score_gap"":0.008434,""mean_score_norm"":0.0,""max_score_norm"":0.0,""score_gap_norm"":0.0,""area_norm"":0.0,""bbox_area_norm"":0.0,""fill_ratio_norm"":0.947476,""compactness_norm"":0.947476,""aspect_penalty_norm"":0.0,""semantic_norm"":0.0,""aspect_score_norm"":1.0,""region_score"":0.0}]",,True,True,True,True,True,True,False,False,False,False
results/analysis/anomaly_region_scoring_baseline/MVTecAD/grid/region_scoring_weight_detail.csv,713413,unknown,candidate_or_region,4860.0,11.0,"[""category"", ""weight_id"", ""tune_patchcore_f1"", ""tune_rerank_f1"", ""mean_w"", ""max_w"", ""gap_w"", ""area_w"", ""compact_w"", ""aspect_w"", ""semantic_w""]","[{""category"":""grid"",""weight_id"":0,""tune_patchcore_f1"":0.4339886429,""tune_rerank_f1"":0.4339886429,""mean_w"":1.0,""max_w"":0.0,""gap_w"":0.0,""area_w"":0.0,""compact_w"":0.0,""aspect_w"":0.0,""semantic_w"":0.0},{""category"":""grid"",""weight_id"":1,""tune_patchcore_f1"":0.4339886429,""tune_rerank_f1"":0.4339886429,""mean_w"":0.8,""max_w"":0.0,""gap_w"":0.0,""area_w"":0.0,""compact_w"":0.0,""aspect_w"":0.0,""semantic_w"":0.2},{""category"":""grid"",""weight_id"":2,""tune_patchcore_f1"":0.4339886429,""tune_rerank_f1"":0.4339886429,""mean_w"":0.6666666667,""max_w"":0.0,""gap_w"":0.0,""area_w"":0.0,""compact_w"":0.0,""aspect_w"":0.0,""semantic_w"":0.3333333333}]",,False,False,False,True,True,False,False,False,False,False
results/analysis/anomaly_region_scoring_baseline/MVTecAD/leather/region_scoring_eval_candidates.csv,11062,unknown,candidate_or_region,23.0,33.0,"[""category"", ""image_path"", ""component_rank"", ""threshold"", ""x1"", ""y1"", ""x2"", ""y2"", ""cx"", ""cy"", ""area"", ""mean_score"", ""max_score"", ""gt_iou"", ""gt_f1"", ""visual_path"", ""clip_semantic_score"", ""bbox_area"", ""fill_ratio"", ""aspect_ratio"", ""aspect_penalty_raw"", ""score_gap"", ""mean_score_norm"", ""max_score_norm"", ""score_gap_norm"", ""area_norm"", ""bbox_area_norm"", ""fill_ratio_norm"", ""compactness_norm"", ""aspect_penalty_norm"", ""semantic_norm"", ""aspect_score_norm"", ""region_score""]","[{""category"":""leather"",""image_path"":""\/root\/private_data\/iad-vlm-anomaly\/datasets\/MVTecAD\/leather\/test\/color\/001.png"",""component_rank"":1,""threshold"":0.9,""x1"":151,""y1"":85,""x2"":168,""y2"":102,""cx"":159.58,""cy"":93.42,""area"":260,""mean_score"":0.948958,""max_score"":1.0,""gt_iou"":0.232919,""gt_f1"":0.377834,""visual_path"":""results\/analysis\/patchcore_candidate_regions\/MVTecAD\/leather\/candidate_regions\/leather_0001_candidates.png"",""clip_semantic_score"":-0.0027242899,""bbox_area"":324,""fill_ratio"":0.8024691358,""aspect_ratio"":1.0,""aspect_penalty_raw"":0.0,""score_gap"":0.051042,""mean_score_norm"":0.54827917,""max_score_norm"":0.0,""score_gap_norm"":0.45171875,""area_norm"":0.26531664,""bbox_area_norm"":0.25106144,""fill_ratio_norm"":0.8701898,""compactness_norm"":0.8701898,""aspect_penalty_norm"":0.0,""semantic_norm"":0.6511116,""aspect_score_norm"":1.0,""region_score"":0.54827917},{""category"":""leather"",""image_path"":""\/root\/private_data\/iad-vlm-anomaly\/datasets\/MVTecAD\/leather\/test\/color\/002.png"",""component_rank"":1,""threshold"":0.9,""x1"":152,""y1"":182,""x2"":168,""y2"":199,""cx"":160.16,""cy"":190.53,""area"":241,""mean_score"":0.949748,""max_score"":1.0,""gt_iou"":0.544757,""gt_f1"":0.705298,""visual_path"":""results\/analysis\/patchcore_candidate_regions\/MVTecAD\/leather\/candidate_regions\/leather_0002_candidates.png"",""clip_semantic_score"":-0.0022162199,""bbox_area"":306,""fill_ratio"":0.7875816993,""aspect_ratio"":0.9444444444,""aspect_penalty_raw"":0.0571584138,""score_gap"":0.050252,""mean_score_norm"":0.67757636,""max_score_norm"":0.0,""score_gap_norm"":0.32242247,""area_norm"":0.21979854,""bbox_area_norm"":0.21794571,""fill_ratio_norm"":0.77842736,""compactness_norm"":0.77842736,""aspect_penalty_norm"":0.04832894,""semantic_norm"":0.68653065,""aspect_score_norm"":0.95167106,""region_score"":0.67757636},{""category"":""leather"",""image_path"":""\/root\/private_data\/iad-vlm-anomaly\/datasets\/MVTecAD\/leather\/test\/color\/003.png"",""component_rank"":1,""threshold"":0.9,""x1"":112,""y1"":43,""x2"":128,""y2"":65,""cx"":120.13,""cy"":54.34,""area"":298,""mean_score"":0.949325,""max_score"":1.0,""gt_iou"":0.388889,""gt_f1"":0.56,""visual_path"":""results\/analysis\/patchcore_candidate_regions\/MVTecAD\/leather\/candidate_regions\/leather_0003_candidates.png"",""clip_semantic_score"":-0.0040404499,""bbox_area"":391,""fill_ratio"":0.7621483376,""aspect_ratio"":0.7391304348,""aspect_penalty_raw"":0.3022808719,""score_gap"":0.050675,""mean_score_norm"":0.60835254,""max_score_norm"":0.0,""score_gap_norm"":0.39165315,""area_norm"":0.34717387,""bbox_area_norm"":0.3600005,""fill_ratio_norm"":0.6216627,""compactness_norm"":0.6216627,""aspect_penalty_norm"":0.25558642,""semantic_norm"":0.55935824,""aspect_score_norm"":0.7444136,""region_score"":0.60835254}]",,True,True,True,True,True,True,False,False,False,False
results/analysis/anomaly_region_scoring_baseline/MVTecAD/leather/region_scoring_weight_detail.csv,718273,unknown,candidate_or_region,4860.0,11.0,"[""category"", ""weight_id"", ""tune_patchcore_f1"", ""tune_rerank_f1"", ""mean_w"", ""max_w"", ""gap_w"", ""area_w"", ""compact_w"", ""aspect_w"", ""semantic_w""]","[{""category"":""leather"",""weight_id"":0,""tune_patchcore_f1"":0.4877534783,""tune_rerank_f1"":0.4877534783,""mean_w"":1.0,""max_w"":0.0,""gap_w"":0.0,""area_w"":0.0,""compact_w"":0.0,""aspect_w"":0.0,""semantic_w"":0.0},{""category"":""leather"",""weight_id"":1,""tune_patchcore_f1"":0.4877534783,""tune_rerank_f1"":0.4877534783,""mean_w"":0.8,""max_w"":0.0,""gap_w"":0.0,""area_w"":0.0,""compact_w"":0.0,""aspect_w"":0.0,""semantic_w"":0.2},{""category"":""leather"",""weight_id"":2,""tune_patchcore_f1"":0.4877534783,""tune_rerank_f1"":0.4877534783,""mean_w"":0.6666666667,""max_w"":0.0,""gap_w"":0.0,""area_w"":0.0,""compact_w"":0.0,""aspect_w"":0.0,""semantic_w"":0.3333333333}]",,False,False,False,True,True,False,False,False,False,False
results/analysis/anomaly_region_scoring_baseline/MVTecAD/screw/region_scoring_eval_candidates.csv,19187,unknown,candidate_or_region,41.0,33.0,"[""category"", ""image_path"", ""component_rank"", ""threshold"", ""x1"", ""y1"", ""x2"", ""y2"", ""cx"", ""cy"", ""area"", ""mean_score"", ""max_score"", ""gt_iou"", ""gt_f1"", ""visual_path"", ""clip_semantic_score"", ""bbox_area"", ""fill_ratio"", ""aspect_ratio"", ""aspect_penalty_raw"", ""score_gap"", ""mean_score_norm"", ""max_score_norm"", ""score_gap_norm"", ""area_norm"", ""bbox_area_norm"", ""fill_ratio_norm"", ""compactness_norm"", ""aspect_penalty_norm"", ""semantic_norm"", ""aspect_score_norm"", ""region_score""]","[{""category"":""screw"",""image_path"":""\/root\/private_data\/iad-vlm-anomaly\/datasets\/MVTecAD\/screw\/test\/manipulated_front\/004.png"",""component_rank"":1,""threshold"":0.85,""x1"":170,""y1"":13,""x2"":189,""y2"":31,""cx"":179.33,""cy"":21.72,""area"":303,""mean_score"":0.916775,""max_score"":1.0,""gt_iou"":0.333333,""gt_f1"":0.5,""visual_path"":""results\/analysis\/patchcore_candidate_regions\/MVTecAD\/screw\/candidate_regions\/screw_0001_candidates.png"",""clip_semantic_score"":0.0020063072,""bbox_area"":380,""fill_ratio"":0.7973684211,""aspect_ratio"":1.0526315789,""aspect_penalty_raw"":0.0512932944,""score_gap"":0.083225,""mean_score_norm"":0.7915862,""max_score_norm"":1.0,""score_gap_norm"":0.85641587,""area_norm"":0.6115404,""bbox_area_norm"":0.57341045,""fill_ratio_norm"":0.87634325,""compactness_norm"":0.87634325,""aspect_penalty_norm"":0.044211872,""semantic_norm"":0.3899568,""aspect_score_norm"":0.95578814,""region_score"":0.70671797},{""category"":""screw"",""image_path"":""\/root\/private_data\/iad-vlm-anomaly\/datasets\/MVTecAD\/screw\/test\/manipulated_front\/009.png"",""component_rank"":1,""threshold"":0.85,""x1"":20,""y1"":182,""x2"":40,""y2"":202,""cx"":29.35,""cy"":191.4,""area"":342,""mean_score"":0.922601,""max_score"":1.0,""gt_iou"":0.278057,""gt_f1"":0.435125,""visual_path"":""results\/analysis\/patchcore_candidate_regions\/MVTecAD\/screw\/candidate_regions\/screw_0002_candidates.png"",""clip_semantic_score"":0.0134652257,""bbox_area"":441,""fill_ratio"":0.7755102041,""aspect_ratio"":1.0,""aspect_penalty_raw"":0.0,""score_gap"":0.077399,""mean_score_norm"":0.8726582,""max_score_norm"":1.0,""score_gap_norm"":0.7891931,""area_norm"":0.6492812,""bbox_area_norm"":0.6215652,""fill_ratio_norm"":0.82721055,""compactness_norm"":0.82721055,""aspect_penalty_norm"":0.0,""semantic_norm"":0.7504283,""aspect_score_norm"":1.0,""region_score"":0.8308606},{""category"":""screw"",""image_path"":""\/root\/private_data\/iad-vlm-anomaly\/datasets\/MVTecAD\/screw\/test\/manipulated_front\/009.png"",""component_rank"":2,""threshold"":0.85,""x1"":81,""y1"":202,""x2"":96,""y2"":218,""cx"":88.5,""cy"":209.5,""area"":210,""mean_score"":0.892809,""max_score"":0.936903,""gt_iou"":0.0,""gt_f1"":0.0,""visual_path"":""results\/analysis\/patchcore_candidate_regions\/MVTecAD\/screw\/candidate_regions\/screw_0002_candidates.png"",""clip_semantic_score"":-0.0016551614,""bbox_area"":272,""fill_ratio"":0.7720588235,""aspect_ratio"":0.9411764706,""aspect_penalty_raw"":0.0606246218,""score_gap"":0.044094,""mean_score_norm"":0.45808592,""max_score_norm"":0.5168349,""score_gap_norm"":0.40490612,""area_norm"":0.4973606,""bbox_area_norm"":0.4653284,""fill_ratio_norm"":0.81945264,""compactness_norm"":0.81945264,""aspect_penalty_norm"":0.052254938,""semantic_norm"":0.27477533,""aspect_score_norm"":0.9477451,""region_score"":0.55053854}]",,True,True,True,True,True,True,False,False,False,False
results/analysis/anomaly_region_scoring_baseline/MVTecAD/screw/region_scoring_weight_detail.csv,664823,unknown,candidate_or_region,4860.0,11.0,"[""category"", ""weight_id"", ""tune_patchcore_f1"", ""tune_rerank_f1"", ""mean_w"", ""max_w"", ""gap_w"", ""area_w"", ""compact_w"", ""aspect_w"", ""semantic_w""]","[{""category"":""screw"",""weight_id"":0,""tune_patchcore_f1"":0.3853646333,""tune_rerank_f1"":0.4014367,""mean_w"":1.0,""max_w"":0.0,""gap_w"":0.0,""area_w"":0.0,""compact_w"":0.0,""aspect_w"":0.0,""semantic_w"":0.0},{""category"":""screw"",""weight_id"":1,""tune_patchcore_f1"":0.3853646333,""tune_rerank_f1"":0.4014367,""mean_w"":0.8,""max_w"":0.0,""gap_w"":0.0,""area_w"":0.0,""compact_w"":0.0,""aspect_w"":0.0,""semantic_w"":0.2},{""category"":""screw"",""weight_id"":2,""tune_patchcore_f1"":0.3853646333,""tune_rerank_f1"":0.4014367,""mean_w"":0.6666666667,""max_w"":0.0,""gap_w"":0.0,""area_w"":0.0,""compact_w"":0.0,""aspect_w"":0.0,""semantic_w"":0.3333333333}]",,False,False,False,True,True,False,False,False,False,False
results/analysis/anomaly_region_scoring_baseline/MVTecAD/wood/region_scoring_eval_candidates.csv,13631,unknown,candidate_or_region,29.0,33.0,"[""category"", ""image_path"", ""component_rank"", ""threshold"", ""x1"", ""y1"", ""x2"", ""y2"", ""cx"", ""cy"", ""area"", ""mean_score"", ""max_score"", ""gt_iou"", ""gt_f1"", ""visual_path"", ""clip_semantic_score"", ""bbox_area"", ""fill_ratio"", ""aspect_ratio"", ""aspect_penalty_raw"", ""score_gap"", ""mean_score_norm"", ""max_score_norm"", ""score_gap_norm"", ""area_norm"", ""bbox_area_norm"", ""fill_ratio_norm"", ""compactness_norm"", ""aspect_penalty_norm"", ""semantic_norm"", ""aspect_score_norm"", ""region_score""]","[{""category"":""wood"",""image_path"":""\/root\/private_data\/iad-vlm-anomaly\/datasets\/MVTecAD\/wood\/test\/color\/001.png"",""component_rank"":1,""threshold"":0.7,""x1"":142,""y1"":14,""x2"":180,""y2"":52,""cx"":161.7,""cy"":32.14,""area"":1158,""mean_score"":0.83408,""max_score"":1.0,""gt_iou"":0.204187,""gt_f1"":0.339128,""visual_path"":""results\/analysis\/patchcore_candidate_regions\/MVTecAD\/wood\/candidate_regions\/wood_0001_candidates.png"",""clip_semantic_score"":-0.0059538782,""bbox_area"":1521,""fill_ratio"":0.7613412229,""aspect_ratio"":1.0,""aspect_penalty_raw"":0.0,""score_gap"":0.16592,""mean_score_norm"":0.7894139,""max_score_norm"":1.0,""score_gap_norm"":0.8310104,""area_norm"":0.5024503,""bbox_area_norm"":0.43947974,""fill_ratio_norm"":0.88068163,""compactness_norm"":0.88068163,""aspect_penalty_norm"":0.0,""semantic_norm"":0.19777362,""aspect_score_norm"":1.0,""region_score"":0.6229043},{""category"":""wood"",""image_path"":""\/root\/private_data\/iad-vlm-anomaly\/datasets\/MVTecAD\/wood\/test\/color\/001.png"",""component_rank"":2,""threshold"":0.7,""x1"":65,""y1"":76,""x2"":106,""y2"":111,""cx"":85.75,""cy"":93.27,""area"":1092,""mean_score"":0.768094,""max_score"":0.830248,""gt_iou"":0.387487,""gt_f1"":0.558545,""visual_path"":""results\/analysis\/patchcore_candidate_regions\/MVTecAD\/wood\/candidate_regions\/wood_0001_candidates.png"",""clip_semantic_score"":-0.0051924288,""bbox_area"":1512,""fill_ratio"":0.7222222222,""aspect_ratio"":1.1666666667,""aspect_penalty_raw"":0.1541506798,""score_gap"":0.062154,""mean_score_norm"":0.34227574,""max_score_norm"":0.3556992,""score_gap_norm"":0.24428776,""area_norm"":0.49018258,""bbox_area_norm"":0.43841037,""fill_ratio_norm"":0.7933934,""compactness_norm"":0.7933934,""aspect_penalty_norm"":0.13931157,""semantic_norm"":0.21860416,""aspect_score_norm"":0.86068845,""region_score"":0.36686748},{""category"":""wood"",""image_path"":""\/root\/private_data\/iad-vlm-anomaly\/datasets\/MVTecAD\/wood\/test\/combined\/002.png"",""component_rank"":1,""threshold"":0.7,""x1"":102,""y1"":117,""x2"":139,""y2"":159,""cx"":120.52,""cy"":137.77,""area"":1212,""mean_score"":0.823134,""max_score"":0.985499,""gt_iou"":0.059384,""gt_f1"":0.112111,""visual_path"":""results\/analysis\/patchcore_candidate_regions\/MVTecAD\/wood\/candidate_regions\/wood_0002_candidates.png"",""clip_semantic_score"":0.0079644322,""bbox_area"":1634,""fill_ratio"":0.7417380661,""aspect_ratio"":0.8837209302,""aspect_penalty_raw"":0.123613956,""score_gap"":0.162365,""mean_score_norm"":0.71524113,""max_score_norm"":0.94496095,""score_gap_norm"":0.81090945,""area_norm"":0.5119788,""bbox_area_norm"":0.45239264,""fill_ratio_norm"":0.83694017,""compactness_norm"":0.83694017,""aspect_penalty_norm"":0.11171442,""semantic_norm"":0.5785291,""aspect_score_norm"":0.8882856,""region_score"":0.6376359}]",,True,True,True,True,True,True,False,False,False,False
results/analysis/anomaly_region_scoring_baseline/MVTecAD/wood/region_scoring_weight_detail.csv,700589,unknown,candidate_or_region,4860.0,11.0,"[""category"", ""weight_id"", ""tune_patchcore_f1"", ""tune_rerank_f1"", ""mean_w"", ""max_w"", ""gap_w"", ""area_w"", ""compact_w"", ""aspect_w"", ""semantic_w""]","[{""category"":""wood"",""weight_id"":0,""tune_patchcore_f1"":0.3118112667,""tune_rerank_f1"":0.3006179333,""mean_w"":1.0,""max_w"":0.0,""gap_w"":0.0,""area_w"":0.0,""compact_w"":0.0,""aspect_w"":0.0,""semantic_w"":0.0},{""category"":""wood"",""weight_id"":1,""tune_patchcore_f1"":0.3118112667,""tune_rerank_f1"":0.3006179333,""mean_w"":0.8,""max_w"":0.0,""gap_w"":0.0,""area_w"":0.0,""compact_w"":0.0,""aspect_w"":0.0,""semantic_w"":0.2},{""category"":""wood"",""weight_id"":2,""tune_patchcore_f1"":0.3118112667,""tune_rerank_f1"":0.3006179333,""mean_w"":0.6666666667,""max_w"":0.0,""gap_w"":0.0,""area_w"":0.0,""compact_w"":0.0,""aspect_w"":0.0,""semantic_w"":0.3333333333}]",,False,False,False,True,True,False,False,False,False,False
results/analysis/anomaly_region_scoring_baseline/anomaly_region_scoring_baseline_summary.csv,2151,unknown,candidate_or_region,5.0,20.0,"[""category"", ""num_total_images"", ""num_tune_images"", ""num_eval_images"", ""eval_patchcore_top1_iou"", ""eval_patchcore_top1_f1"", ""eval_region_score_iou"", ""eval_region_score_f1"", ""eval_delta_f1"", ""tune_patchcore_top1_f1"", ""tune_best_region_score_f1"", ""best_mean_w"", ""best_max_w"", ""best_gap_w"", ""best_area_w"", ""best_compact_w"", ""best_aspect_w"", ""best_semantic_w"", ""detail_csv"", ""scored_eval_csv""]","[{""category"":""grid"",""num_total_images"":28,""num_tune_images"":14,""num_eval_images"":14,""eval_patchcore_top1_iou"":0.3344137143,""eval_patchcore_top1_f1"":0.4778815,""eval_region_score_iou"":0.3298402857,""eval_region_score_f1"":0.4719837143,""eval_delta_f1"":-0.0058977857,""tune_patchcore_top1_f1"":0.4339886429,""tune_best_region_score_f1"":0.4339886429,""best_mean_w"":1.0,""best_max_w"":0.0,""best_gap_w"":0.0,""best_area_w"":0.0,""best_compact_w"":0.0,""best_aspect_w"":0.0,""best_semantic_w"":0.0,""detail_csv"":""results\/analysis\/anomaly_region_scoring_baseline\/MVTecAD\/grid\/region_scoring_weight_detail.csv"",""scored_eval_csv"":""results\/analysis\/anomaly_region_scoring_baseline\/MVTecAD\/grid\/region_scoring_eval_candidates.csv""},{""category"":""screw"",""num_total_images"":60,""num_tune_images"":30,""num_eval_images"":30,""eval_patchcore_top1_iou"":0.2740811667,""eval_patchcore_top1_f1"":0.3827869667,""eval_region_score_iou"":0.2916108,""eval_region_score_f1"":0.4105395,""eval_delta_f1"":0.0277525333,""tune_patchcore_top1_f1"":0.3853646333,""tune_best_region_score_f1"":0.4221664,""best_mean_w"":0.3076923077,""best_max_w"":0.0,""best_gap_w"":0.0,""best_area_w"":0.0,""best_compact_w"":0.3076923077,""best_aspect_w"":0.0769230769,""best_semantic_w"":0.3076923077,""detail_csv"":""results\/analysis\/anomaly_region_scoring_baseline\/MVTecAD\/screw\/region_scoring_weight_detail.csv"",""scored_eval_csv"":""results\/analysis\/anomaly_region_scoring_baseline\/MVTecAD\/screw\/region_scoring_eval_candidates.csv""},{""category"":""leather"",""num_total_images"":46,""num_tune_images"":23,""num_eval_images"":23,""eval_patchcore_top1_iou"":0.358280087,""eval_patchcore_top1_f1"":0.5170008261,""eval_region_score_iou"":0.358280087,""eval_region_score_f1"":0.5170008261,""eval_delta_f1"":0.0,""tune_patchcore_top1_f1"":0.4877534783,""tune_best_region_score_f1"":0.4877534783,""best_mean_w"":1.0,""best_max_w"":0.0,""best_gap_w"":0.0,""best_area_w"":0.0,""best_compact_w"":0.0,""best_aspect_w"":0.0,""best_semantic_w"":0.0,""detail_csv"":""results\/analysis\/anomaly_region_scoring_baseline\/MVTecAD\/leather\/region_scoring_weight_detail.csv"",""scored_eval_csv"":""results\/analysis\/anomaly_region_scoring_baseline\/MVTecAD\/leather\/region_scoring_eval_candidates.csv""}]",,True,False,False,True,True,False,False,False,False,False
results/analysis/clip_semantic_candidate_scoring/MVTecAD/grid/clip_candidate_scores.csv,9337,unknown,candidate_or_region,36.0,20.0,"[""category"", ""image_path"", ""component_rank"", ""x1"", ""y1"", ""x2"", ""y2"", ""area"", ""mean_score"", ""max_score"", ""clip_max_normal"", ""clip_max_defect"", ""clip_semantic_score"", ""gt_iou"", ""gt_f1"", ""clip_semantic_score_norm"", ""mean_score_norm"", ""max_score_norm"", ""area_norm"", ""combined_score""]","[{""category"":""grid"",""image_path"":""\/root\/private_data\/iad-vlm-anomaly\/datasets\/MVTecAD\/grid\/test\/bent\/000.png"",""component_rank"":1,""x1"":63.0,""y1"":172.0,""x2"":83.0,""y2"":193.0,""area"":367.0,""mean_score"":0.897634,""max_score"":1.0,""clip_max_normal"":0.2656982243,""clip_max_defect"":0.2699102163,""clip_semantic_score"":0.004211992,""gt_iou"":0.117925,""gt_f1"":0.21097,""clip_semantic_score_norm"":0.5432961,""mean_score_norm"":0.8855512,""max_score_norm"":1.0,""area_norm"":0.5611459,""combined_score"":0.71054083},{""category"":""grid"",""image_path"":""\/root\/private_data\/iad-vlm-anomaly\/datasets\/MVTecAD\/grid\/test\/bent\/000.png"",""component_rank"":2,""x1"":49.0,""y1"":61.0,""x2"":59.0,""y2"":71.0,""area"":87.0,""mean_score"":0.823784,""max_score"":0.847728,""clip_max_normal"":0.2518136501,""clip_max_defect"":0.2521413565,""clip_semantic_score"":0.0003277063,""gt_iou"":0.200557,""gt_f1"":0.334107,""clip_semantic_score_norm"":0.39590642,""mean_score_norm"":0.1487309,""max_score_norm"":0.16649619,""area_norm"":0.24088505,""combined_score"":0.27095184},{""category"":""grid"",""image_path"":""\/root\/private_data\/iad-vlm-anomaly\/datasets\/MVTecAD\/grid\/test\/bent\/000.png"",""component_rank"":3,""x1"":178.0,""y1"":93.0,""x2"":183.0,""y2"":98.0,""area"":29.0,""mean_score"":0.808877,""max_score"":0.817311,""clip_max_normal"":0.2542253137,""clip_max_defect"":0.244119361,""clip_semantic_score"":-0.0101059526,""gt_iou"":0.081159,""gt_f1"":0.150134,""clip_semantic_score_norm"":0.0,""mean_score_norm"":0.0,""max_score_norm"":0.0,""area_norm"":0.0,""combined_score"":0.0}]",,True,True,True,True,True,True,False,False,False,False
