image_id,dataset,category,original_split,role,path,width,height
00b7fcde006b7b94904dbce3,AD2,wallplugs,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/wallplugs/train/good/007_regular.png,2448,2048
01032f34ba183f7506bc154f,AD2,wallplugs,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/wallplugs/train/good/167_regular.png,2448,2048
0110590c9c8795e0c1801cb3,AD2,wallplugs,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/wallplugs/train/good/183_regular.png,2448,2048
01427cb7515b5fa5c4f91ca5,AD2,wallplugs,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/wallplugs/train/good/263_regular.png,2448,2048
02d9e093b579737adab39972,AD2,wallplugs,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/wallplugs/train/good/178_regular.png,2448,2048
030ee25ec888e1ef2bdf9165,AD2,wallplugs,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/wallplugs/train/good/272_regular.png,2448,2048
037f26e18a3d00673d76a63e,AD2,wallplugs,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/wallplugs/train/good/264_regular.png,2448,2048
038865871cd50ad5eddaa90e,AD2,wallplugs,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/wallplugs/train/good/017_regular.png,2448,2048
03af8bbb29bd0c8da0895615,AD2,wallplugs,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/wallplugs/train/good/197_regular.png,2448,2048
03dd01286d657f90be43d6e0,AD2,wallplugs,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/wallplugs/train/good/115_regular.png,2448,2048
043031995d8b4147a8fd340d,AD2,wallplugs,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/wallplugs/train/good/160_regular.png,2448,2048
06785a985e3939b5b85fb445,AD2,wallplugs,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/wallplugs/train/good/270_regular.png,2448,2048
06963f5861e0bf364e7fa996,AD2,wallplugs,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/wallplugs/train/good/170_regular.png,2448,2048
08da7999dff9bc4bb3c8e420,AD2,wallplugs,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/wallplugs/train/good/141_regular.png,2448,2048
09c7ecf902adeb551349c0e1,AD2,wallplugs,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/wallplugs/train/good/181_regular.png,2448,2048
0ee2ed8aaba5844c74439e30,AD2,wallplugs,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/wallplugs/train/good/014_regular.png,2448,2048
0eeec4e484194946ce48fb66,AD2,wallplugs,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/wallplugs/train/good/010_regular.png,2448,2048
0fd6822af2070852808a6218,AD2,wallplugs,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/wallplugs/train/good/066_regular.png,2448,2048
10636297cfcc52d51bdd8345,AD2,wallplugs,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/wallplugs/train/good/022_regular.png,2448,2048
11852a08a52ebeceef64f68a,AD2,wallplugs,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/wallplugs/train/good/079_regular.png,2448,2048
125bebd74f9be7a7a06702aa,AD2,wallplugs,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/wallplugs/train/good/049_regular.png,2448,2048
12c2b156b6f1d440612ebd4d,AD2,wallplugs,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/wallplugs/train/good/244_regular.png,2448,2048
149ef1bce12cba144e56b58b,AD2,wallplugs,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/wallplugs/train/good/026_regular.png,2448,2048
14e1d8a48beb395fedafa734,AD2,wallplugs,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/wallplugs/train/good/087_regular.png,2448,2048
15b9f47282e05f164516a870,AD2,wallplugs,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/wallplugs/train/good/138_regular.png,2448,2048
1623a45c072f8c9c5c1947bf,AD2,wallplugs,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/wallplugs/train/good/107_regular.png,2448,2048
16b0a6997c3a5863e67d2685,AD2,wallplugs,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/wallplugs/train/good/253_regular.png,2448,2048
172e144316b4b0120b9ec79d,AD2,wallplugs,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/wallplugs/train/good/058_regular.png,2448,2048
197effd3c0afe8a90f0156e6,AD2,wallplugs,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/wallplugs/train/good/103_regular.png,2448,2048
1a60be24586f46be95ca9fcc,AD2,wallplugs,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/wallplugs/train/good/137_regular.png,2448,2048
1a8a80548674c1fdfbeb8dcb,AD2,wallplugs,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/wallplugs/train/good/278_regular.png,2448,2048
1c3daeca866aeb736308cfc8,AD2,wallplugs,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2/wallplugs/train/good/219_regular.png,2448,2048
