dataset,category,image_path,canonical_image_path,gt_binary,patchcore_score,component_rank,candidate_available,threshold,threshold_quantile,image_width,image_height,map_width,map_height,x1,y1,x2,y2,map_x1,map_y1,map_x2,map_y2,map_area,box_area,box_area_ratio,candidate_score_mean,candidate_score_max,candidate_score_sum
MVTec AD,transistor,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/transistor/test/bent_lead/000.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/transistor/test/bent_lead/000.png,1,0.7773747444152832,1,1,0.7073618173599243,0.97,1024,1024,224,224,169,772,334,1024,37,169,73,224,1506,41580,0.039653778076171875,0.8523266911506653,1.0,1283.60400390625
MVTec AD,transistor,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/transistor/test/bent_lead/001.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/transistor/test/bent_lead/001.png,1,0.5,1,1,0.6904470324516296,0.97,1024,1024,224,224,672,768,842,983,147,168,184,215,1268,36550,0.03485679626464844,0.8365949988365173,1.0,1060.802490234375
MVTec AD,transistor,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/transistor/test/bent_lead/001.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/transistor/test/bent_lead/001.png,1,0.5,2,1,0.6904470324516296,0.97,1024,1024,224,224,192,36,247,110,42,8,54,24,142,4070,0.0038814544677734375,0.7066287994384766,0.7242528796195984,100.34129333496094
MVTec AD,transistor,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/transistor/test/bent_lead/001.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/transistor/test/bent_lead/001.png,1,0.5,3,1,0.6904470324516296,0.97,1024,1024,224,224,470,0,544,32,103,0,119,7,96,2368,0.00225830078125,0.7373781204223633,0.7857792377471924,70.78829956054688
MVTec AD,transistor,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/transistor/test/bent_lead/002.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/transistor/test/bent_lead/002.png,1,0.6763075590133667,1,1,0.7188790440559387,0.97,1024,1024,224,224,141,726,366,924,31,159,80,202,1506,44550,0.04248619079589844,0.8472156524658203,1.0,1275.90673828125
MVTec AD,transistor,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/transistor/test/bent_lead/003.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/transistor/test/bent_lead/003.png,1,0.6861388087272644,1,1,0.7025794982910156,0.97,1024,1024,224,224,475,722,659,960,104,158,144,210,1506,43792,0.0417633056640625,0.8432686924934387,1.0,1269.962646484375
MVTec AD,transistor,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/transistor/test/bent_lead/004.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/transistor/test/bent_lead/004.png,1,0.7628074288368225,1,1,0.576155424118042,0.97,1024,1024,224,224,425,809,608,1024,93,177,133,224,1506,39345,0.037522315979003906,0.7644054293632507,1.0,1151.194580078125
MVTec AD,transistor,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/transistor/test/bent_lead/005.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/transistor/test/bent_lead/005.png,1,0.8422765731811523,1,1,0.8436580896377563,0.97,1024,1024,224,224,68,763,311,988,15,167,68,216,1506,54675,0.05214214324951172,0.9107005596160889,1.0,1371.5150146484375
MVTec AD,transistor,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/transistor/test/bent_lead/006.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/transistor/test/bent_lead/006.png,1,0.7811007499694824,1,1,0.8593677878379822,0.97,1024,1024,224,224,379,726,572,1024,83,159,125,224,1506,57514,0.05484962463378906,0.9201347231864929,1.0,1385.722900390625
MVTec AD,transistor,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/transistor/test/bent_lead/007.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/transistor/test/bent_lead/007.png,1,0.9372247457504272,1,1,0.7368273735046387,0.97,1024,1024,224,224,498,763,686,1024,109,167,150,224,1506,49068,0.046794891357421875,0.8572524785995483,1.0,1291.022216796875
MVTec AD,transistor,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/transistor/test/bent_lead/008.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/transistor/test/bent_lead/008.png,1,0.7282037734985352,1,1,0.82161545753479,0.97,1024,1024,224,224,438,640,567,874,96,140,124,191,1106,30186,0.028787612915039062,0.8826945424079895,1.0,976.2601318359375
MVTec AD,transistor,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/transistor/test/bent_lead/008.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/transistor/test/bent_lead/008.png,1,0.7282037734985352,2,1,0.82161545753479,0.97,1024,1024,224,224,342,841,444,947,75,184,97,207,400,10812,0.010311126708984375,0.8731929063796997,0.9367728233337402,349.27716064453125
MVTec AD,transistor,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/transistor/test/bent_lead/009.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/transistor/test/bent_lead/009.png,1,0.7943904399871826,1,1,0.7040435671806335,0.97,1024,1024,224,224,717,868,851,1024,157,190,186,224,777,20904,0.01993560791015625,0.7995399832725525,0.8961767554283142,621.2425537109375
MVTec AD,transistor,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/transistor/test/bent_lead/009.png,/root/private_data/iad-vlm-anomaly/datasets/MVTecAD/transistor/test/bent_lead/009.png,1,0.7943904399871826,2,1,0.7040435671806335,0.97,1024,1024,224,224,192,873,330,1024,42,191,72,224,729,20838,0.019872665405273438,0.8319358229637146,1.0,606.481201171875
