image_id,category,peak_in_mask
02bd8d596731ab3417010866,candle,False
0337f49d30789e965adb6aa3,candle,False
04c7bc4c4d076ed304e64942,candle,False
127520589c1faaae9b19ec3c,candle,False
1465cbb36ac902b4140e4c1d,candle,False
15d1b4999c94ed929aba6f73,candle,False
16371c78eea616c440a3b728,candle,False
164a61895f124d74a7c4405b,candle,False
1957eccd65cb87cda25c940f,candle,False
1ba5359ad13a8a9089d50cb2,candle,False
23e908cb5ae2243950b9b570,candle,False
25f27de6af83355048803af0,candle,False
2848f0f0cce91ec34d541f46,candle,False
28858dc685de10032ea5c704,candle,False
2ae17c08f2618611a574a091,candle,False
2b6509024bae3e6bccca7363,candle,False
2b7947bcdf5eb1937e18cad7,candle,False
2c0793530b61ae702a523af3,candle,False
2cfa0214b5f2d2f4cb9d4013,candle,False
2fbf2833d60163d0ef245a37,candle,False
311730124e71844f46e71f0e,candle,False
35668050020a627f0adc5472,candle,False
3aaddddf417ac998f01f564f,candle,False
3b04f439dbfad1e077c3e306,candle,False
3b705eaea187dc69831b6022,candle,False
3d38231c78d6540e798da39e,candle,False
433fea52c6a7370fa6aeb8f5,candle,False
44432f9b6735f9e80a62743b,candle,False
4c34d07b1a724a2306c8048e,candle,False
4cd51110d2020c2bfdf72e34,candle,False
5522c3c673d05e27a999e37a,candle,False
564b87f329cefaaca090bb92,candle,False
5a58f0b785aa7f090ae7826b,candle,False
5b7a35f2be4da81e6f199877,candle,True
611be7471202b6452d9c2538,candle,False
630dde95782ed7537300aa3e,candle,False
668fafb002ba2bedb08a302a,candle,False
66dc8ad1e500ba364d4213d5,candle,False
6e61d7dd6e997a7fdc6cd3a6,candle,False
76192909eb93b254c213e39b,candle,False
7a3fed57e7f8a98a82e5da5c,candle,False
7c25547c8e25f6647a888898,candle,False
7e1ce1f0bf66cadff14a2b82,candle,False
7f9133a19d90ab1a00004736,candle,False
8019ea1a39698cf472a4aba4,candle,False
80a9e056efbc5959cfb71d76,candle,False
80cc2bdb921107826f71c3ff,candle,False
88468c2928079c2e11f2b47a,candle,False
89359a70ff88d4af7d1d0038,candle,True
8f0e247dce28bee97bc07c8b,candle,False
8f3a88920755ec17b08f4033,candle,False
8f927bcc86db94e9be1ad4dd,candle,False
937deb748bcb8d4db75d6577,candle,False
9513012dbaab06c2529c56e0,candle,False
9566227abae86ed57cfee51a,candle,False
9ad360eac4e01158c2e380a4,candle,False
9c2e67c110da9dcd1c003b6b,candle,False
a2ab71b18b170589f60cb9a1,candle,False
a30e98e9f5a93b1da26f8e0e,candle,False
a34a253dc1080c944e5fff96,candle,False
a735a47cf34fc010bfb48855,candle,False
a9112c607ddd101d6418aa7f,candle,False
ab2efb527cf824d54854ead1,candle,False
ab47a8d0b593686af515ade9,candle,False
ab9afeb16fd9a8853dee5274,candle,False
add583dcc62a5788ebcdb480,candle,False
b0080cf2c66a63e3093dff88,candle,False
b01dcc3fd008f4514189617a,candle,False
b43b95de4d0c97a22829d9ef,candle,False
b55d0e80a1d91603885be041,candle,False
b9346d87212caa450aa83345,candle,False
b963dc480a8a941790b51b9c,candle,False
bc57e888b248de105c8df944,candle,False
bd259225d453ef914c123ac0,candle,False
be7a0a3a57e6b9b1acf92d0b,candle,False
bfeb102980f53b94cff860a9,candle,False
c53dd2043d1837cc96845432,candle,False
c8182918e7c3a2c4de94070d,candle,False
cc2c3ce37c483eecd8d4939e,candle,False
cdb66e6b154c64f38bdd3655,candle,False
d124a32220cef1434c09435c,candle,False
d4fed7dfb047418fbb3c000e,candle,False
d6724990c6bb9cbf1def5522,candle,False
d73bdd44d7fda01fe8275bc9,candle,False
d998b10fcedcef4853cb56f1,candle,False
d9bcc5633b86b6332d42dc42,candle,False
da7ccb5a11536704b9bf106b,candle,False
dac420adaa0745b029dc1223,candle,False
e24a04266cc632803bbc3009,candle,False
e73dca61276a3f2c907d2512,candle,False
ed4350a04f216387973bdd6b,candle,False
ee2d487eb8d7c1feaa80ee8c,candle,False
efee3baaddc2a0906e188def,candle,False
f0844f0c727e05164d32a48e,candle,False
f40690fcf046f10a039f7d32,candle,False
f681e8e404a3867d86d046c0,candle,False
f74a61f2fb120b5eec42f95d,candle,False
fa040b119c0dda16630297c2,candle,False
fbcbceba9fd9123d01f3030e,candle,False
fbf5ba916f7105bc36044471,candle,False
0230568537d49a20054718fc,capsules,False
05b91854e3218bb7fff74ab9,capsules,False
074325c08472083d737fcba6,capsules,False
09dc9cfb0f5f0c6e5358d145,capsules,False
0b38ea5bd86c4923a78bc374,capsules,False
0d3deca4b0e32e2057cae97f,capsules,False
0e3e18366515ae2514a8e77d,capsules,False
1105707fa54824973b85fcd2,capsules,False
1231df93803c72ad88984451,capsules,False
126ea6ab4ad2ded6c054b50d,capsules,False
19ac65f02264b423eb5c985f,capsules,False
1aea693e1f4615c67d9117cd,capsules,False
1e834e3ec0a0f99cc61db643,capsules,False
25af3dad41b1dd1d352cfeb9,capsules,False
2a7e6ad0e13612f0c7fcb2d0,capsules,False
2dcba40fe36bbfa17f56a50c,capsules,False
30f48754fa679c36708dda03,capsules,False
346c5897461de3a44f7daf03,capsules,False
35ed1b29dc27265ecc7a2bb5,capsules,False
367825824fbf202a48c58ab2,capsules,True
37d915e603b9ccdd2eab691d,capsules,False
38e48d375151c434affdea91,capsules,False
39e7cd68f53b712ca8b8f1df,capsules,False
3b66f59f9c5ac43c885e27ed,capsules,False
3c74e62c8d3924662e67cd75,capsules,False
3d1ac6166461c3ade74fcc1a,capsules,False
3fe04fe0823a2d706add53c0,capsules,False
42aeac834a78b48dab8e0b27,capsules,False
42e847a39519793337b1bcc3,capsules,False
43c3e7b030bf71e4a1e156d7,capsules,False
45dd9375e0018b2b01b0ca8e,capsules,False
49d11e476e0c779cef4550b9,capsules,False
50f664187194dfa448be093d,capsules,False
50f75b7d2a73acc1a847da2e,capsules,False
55ad57b3e25e9cd7d640dbfe,capsules,False
5b527561d5fe5bb2dcac2cd6,capsules,False
5eaa195ea317cabd8658d9e5,capsules,False
62b5760cd361553de8da2449,capsules,False
63040d0286b32baf387aef98,capsules,False
63d72d4c3d76aa492c2db741,capsules,False
64587f67aef7ad1557251435,capsules,False
690c94ddc3eb0acc0d7ac268,capsules,False
6d5929d061d0833f7db7f212,capsules,False
6f06d90ad80841cb588a5caf,capsules,False
6f89fb3b1474729f2e89063a,capsules,False
718484fc3c551eb152d8c2b4,capsules,False
71af10410082da9596ced49b,capsules,False
721f15c7da361dff53afdf8c,capsules,False
740a5ee8c5f4192bf3babfd2,capsules,False
747508bd75973f9def4f00a9,capsules,False
7668cac7cf3127b106685eca,capsules,False
77defa5063eedec887997eb2,capsules,False
7c1b1c4c5673ab73918750cb,capsules,False
7d83ef8609fe05e220983875,capsules,False
7de613b617ed3cbafbc6b3c9,capsules,False
804fa77a446eb0413bbb56f8,capsules,False
80c79373680ca72bd693d783,capsules,False
81bcf0781bf56862fae25e1a,capsules,False
8413c67bf75249480fff74f6,capsules,False
8464956cf1c5d0f0c6546da1,capsules,False
85945f69dd67b5684f68a99b,capsules,False
8704aeb2018ef5778370ecfb,capsules,False
8a082ff8154b35e3ddade297,capsules,False
8eb64ff5814eafd0aa3f1144,capsules,False
906bc6e642b1cf0750840cd7,capsules,False
928c5a36a36da37b5f9d1f90,capsules,True
98aea145bbef2f2f060d0a8b,capsules,False
9b6a68e10e1ef898048e3c49,capsules,False
9c14550990169152bef6e22a,capsules,False
9d8aa15592ea05df0ee5d4d6,capsules,False
9ffaa14ec0fab9931f2cb5c3,capsules,False
a1ee847507401a76c6f0e428,capsules,False
a258cc393006a1a04bbbe20f,capsules,False
a2f26a5fbd8b77618e5176d2,capsules,False
a41ee7bc6d532342670c3c50,capsules,False
b55514a565c6afe55eec2519,capsules,False
bf3f8db49f5ecd2ddea8928d,capsules,False
c2901b191e7526e7a08e1eea,capsules,False
c36619b63c9043eed4c5849b,capsules,False
c57e44b3346aa5e39fc1f089,capsules,False
c6422a5d81dfc9f98364e959,capsules,False
c6a064efd1864d8a74744a35,capsules,True
c8c14f6187a0f1c4e341d7e2,capsules,False
ccf5db34214f8a47bd3d9d28,capsules,False
cd0b7ac8eb7457bdf41f885a,capsules,True
d0eb64421295aa0bcc678ab8,capsules,False
d579527da6cfe5dbe0a1e2ca,capsules,True
e290027671c01f76b8bcf690,capsules,False
e29e79ba3e27a55803f6acea,capsules,False
ec4e2218a0ba582042b6b5bb,capsules,False
ec5a449b5eefaff119825918,capsules,False
ed4da152dc4341d6f32eed14,capsules,False
ed855d61c593ddac773b16e3,capsules,False
edb69f8b12ecaa270a8cd4f2,capsules,False
efaa48865bd8733baeea305f,capsules,False
f101fd3229a85499e4a69947,capsules,False
f4204410b976824fb49a7187,capsules,False
fa8b1a5066d24b182917e091,capsules,False
fc3ae0173aab74bb4fc58582,capsules,False
fdc91d030e27f69309e2cc82,capsules,True
00bb69b97e4fb3be8e1bb095,cashew,True
03c6538ff8044a32980bae8f,cashew,True
04499a54b7db9c55b7403fb7,cashew,False
0449fa75a103b21fcaa8d5ae,cashew,False
0681c40cd5573f05d97c2d7f,cashew,True
0b12c84fb0f37ec286fc0b0a,cashew,True
0e3251fb1896fd4c3a5a2670,cashew,True
105640f34633543091913ec9,cashew,False
140d2904b822ec2bc4949ad9,cashew,True
1bc4a12c41328e22e24ed83b,cashew,False
1f059309b9010edf5938cb5e,cashew,False
1fca1737a5e8d04c32fba8e8,cashew,False
205e0b1a7a93178f6b42bee9,cashew,True
20e0ba99993580839ec7d10c,cashew,False
21a651a7c2428b1d71a82407,cashew,False
22bf68b10aef9749882a4dfe,cashew,False
2308db987d42256521fd6a3d,cashew,True
27effd8e1cf24c2a7ff0a200,cashew,True
32065f01befb47840ffbb10e,cashew,False
359ce67c42828fde7b24aabc,cashew,True
37165ec33c568323cf4b101a,cashew,False
375185b386e7023808749ac0,cashew,False
3904625837f92270b91a3cc4,cashew,False
3c1917e729daa7d3bd4c2e6c,cashew,True
3c62fd7f46b8de64cee5687f,cashew,False
3d2362f1d154d4e53d413a42,cashew,False
3e039509cc2dbdd0924b0cea,cashew,True
4068276a6ac8d654ac1d5df2,cashew,False
411aa1c900988878136abefd,cashew,False
44ffe7dba665e6f41f4c9a62,cashew,True
461d7ee726c191d89677944e,cashew,False
491eb2822a9738f7e2fdd625,cashew,True
4b113e77d75a66a4a9b92342,cashew,False
4bfb631e057edbd1b1fbc454,cashew,False
4cefeaf687486a537c3ef760,cashew,True
4ed1682650e60fc90ba815c8,cashew,False
5119be18347f740e34b065a2,cashew,False
52717e1d70ec3483647e9f4f,cashew,False
538a5282e0c96eb75a33f44b,cashew,False
54de2f0679cdf5222bf2b47b,cashew,False
5c2e8b5e80ca6875a61dbd0a,cashew,False
6353f0b207ea6944bca761d9,cashew,False
659f078c5e39bc068079b028,cashew,False
6e70d42541d34113e7c80d64,cashew,False
6f9e634022de64ca561ca183,cashew,True
7271e58c1f6dcc27da8be0e2,cashew,False
72fea2b8553e59ab6da351be,cashew,False
7541f2527c1af0a2054170ec,cashew,False
7579c5a47e5d9627c0d61fbd,cashew,False
786e3415453022d8ff31ac3e,cashew,False
7dde5d02c50b180c47c1a3d4,cashew,False
7e0c6821b6a6c48101d0a574,cashew,True
7f8cdc27651c7e75619bfbe4,cashew,True
825287c092c98c035cba3279,cashew,False
82a4680a7e1144295cc31cb2,cashew,True
83cb64eac67e14ea3f243a8f,cashew,True
85bd8e436424d830033b21a4,cashew,False
8a98798bbed2c0fd8e08c0d7,cashew,False
8e16249e4d7cf431bd380dca,cashew,False
8f59176e42569bcbd2986379,cashew,False
9304f27355b04912b3245760,cashew,False
99767e65133fab9d27272b83,cashew,True
9e06799b178ca9f7fce52add,cashew,False
a467b1288157bbb3013d8f8a,cashew,False
aa254c5f45dbb8eb7d5b4f86,cashew,True
ad17782eaf707946a982c3c7,cashew,False
add19460de66698aca7bf015,cashew,True
b5067b257b192b1707b224cb,cashew,True
b58f07063665ea2bf20bbf77,cashew,False
baeea786a09892dfa0340bfb,cashew,False
bc01772894f2a1b9e6580af3,cashew,True
bfa40cbea241ce4ceaa8f82f,cashew,False
c37641ccf15e6ff71b33b4cb,cashew,True
c3a49673335eb86ad9183e24,cashew,True
c60dd4d2e61eb5c350e3e0cb,cashew,False
c6ae62ce191877d0c18b2f70,cashew,False
c9bafba371c2d8b1b3cc5d12,cashew,True
caee2124d7d7403ff534e571,cashew,True
cfa0d8c20570d10e5efc7f63,cashew,False
d102687a66daf3c817844090,cashew,False
d2db796ba6026d0875167e68,cashew,True
d47fdeb4ee11ad5662f38c63,cashew,True
d4d5c47af532576b348a5ebf,cashew,True
d7562f154a039b9cb037d700,cashew,True
d7df4a2b68fb3f9ad9bf0632,cashew,True
dbda893cc54d6d998dc446f1,cashew,False
df54b67f7dd10f66bf4a784f,cashew,False
e0913a5a9591f115018022a9,cashew,True
e3cc8b4f0b2ea31708ddcd7d,cashew,False
e4e4c93e7b5c12bae85dd5d4,cashew,False
e536952d5769122adf6a4f40,cashew,True
e7cbce5c566a94df22447ef5,cashew,False
e7cedae458e2d977b5a0c3cd,cashew,True
ec49f72f6e3aee4222900e6a,cashew,True
ee5b00d62ec57d3927f84f56,cashew,False
f04e9dad27415fdc7e6079a1,cashew,True
f7a207a5dd270e194eab27c7,cashew,True
f9d9af57400f66220a34f637,cashew,False
fe8ed26e05c408e11a9b70ab,cashew,False
ffc319baed47c4ac460ee579,cashew,False
01c91be7ff0cb9e3f109b773,chewinggum,False
058136b0d5e25024c80f75ca,chewinggum,True
058fdc068c35a2b940e25fab,chewinggum,True
0656dd5366d7e40d22f6acab,chewinggum,False
066a3dca9607bb33aaa4780b,chewinggum,True
06b0186aca1c70e236744d28,chewinggum,True
0a215adeb5b013c30c68fd0e,chewinggum,True
0ca74c4813d20d80df7541b2,chewinggum,False
0d13d83973f60d6578a512be,chewinggum,True
0de49ef61d0bd6bccf204ccc,chewinggum,True
11378845b801961ca81f4c3f,chewinggum,False
14071f493f44fe45e4e06ab9,chewinggum,True
1426282f6fdb9fcf4076b880,chewinggum,True
16586200efa0c514159f57b9,chewinggum,False
1da7d41a6310e559ae3be57e,chewinggum,True
1efee72500fad7320b5be130,chewinggum,False
23d7a1f983cb6af4c2c9d031,chewinggum,True
25e539f58ee72a7486474724,chewinggum,False
28ab490ec39dbee5492f45e3,chewinggum,True
2c8daa2c454cf275b65d181e,chewinggum,True
2f3f1dded7b308e1144f5993,chewinggum,False
316a2b9030ceb3d732e954e9,chewinggum,True
349a6a13625d07784818747e,chewinggum,False
3a714fadba9884c8fdd58c13,chewinggum,False
3de82da3ee7f68761919ff55,chewinggum,False
48069a8a6bd662ffe1e95f65,chewinggum,False
4a67af721b0f452ae820ab9e,chewinggum,True
4ce8caa4d5fb35894db6152c,chewinggum,False
4db38eca7671a54c08d8a241,chewinggum,False
546ff008627482c4c8df8e5e,chewinggum,True
550d24c52247875e84fee4c5,chewinggum,True
55ffe1213acac57a90248c8a,chewinggum,True
57c2ecd0a96379ea0c7060fd,chewinggum,True
594811ad03538d5f3e534da8,chewinggum,True
5adeb3e51cd2592ede1e6f48,chewinggum,False
5ecd4be6a68581edcdb39434,chewinggum,False
628d52de4893ab48b55425e2,chewinggum,False
678f6a5b1c4cb06377ba65ff,chewinggum,False
6b489d8ce783a4e5cfab852e,chewinggum,True
6ccd23e541128fabb48b58f5,chewinggum,False
6dee22a05f1671109ed92efd,chewinggum,True
6eb4bac5e25cf94ca96e504a,chewinggum,True
714ddb5f39389254f52215cb,chewinggum,True
71510b5258e73094aff46487,chewinggum,True
71a1f49ea0dfd82d2e66a6fd,chewinggum,False
75cfb13a0d50b224590bae09,chewinggum,False
760e3fb40a3440d60bbcaffa,chewinggum,True
7d09d6313d3bb04b55659b4b,chewinggum,True
7d923ff020fdfd9fd54a3b58,chewinggum,True
7dcfeac546baef5e8aaa8fb8,chewinggum,True
7eafb47d721a03d0036f76f9,chewinggum,True
83ea52edfb4329b3c3776f42,chewinggum,True
8b4a3ccfd4132686b42fbcb9,chewinggum,False
8fb92549b3e43959f6eb17fc,chewinggum,True
907f1f919b76044071c3b3f4,chewinggum,False
95c759c74a2bc4da6fb0233c,chewinggum,True
961217d6e90800dc2dd6d640,chewinggum,False
9682ae478ce44793fcb0d7ed,chewinggum,False
96fa156262347f370ab71a7b,chewinggum,True
a5f89ec211748982c4996b06,chewinggum,True
a6604db46904f300e84025c6,chewinggum,True
a6c99a156fd2b092f486ab36,chewinggum,False
a868ec24a48bd959b6736005,chewinggum,False
a9cad478be6c540796456358,chewinggum,True
a9e5455f49085fb182da81e8,chewinggum,False
aa6df5c1695f18acce21dd6e,chewinggum,False
acc95f7dd191a50935c60f0e,chewinggum,False
ae4d8b7bd0627a96a5d5eaec,chewinggum,True
b05d167600b68cfe85542e05,chewinggum,True
b91c2b36915f8ed62dfefe3b,chewinggum,False
badc60789706fd22253c8c7d,chewinggum,False
bb8826192d94b0b3d45ab97e,chewinggum,False
bbb87f02316bdcdb3ec20877,chewinggum,False
