image_id,category,split,identity,brightness08,brightness12,contrast08,contrast12,view_mean,view_median,view_min,identity_z,brightness08_z,brightness12_z,contrast08_z,contrast12_z,view_mean_z,view_median_z,view_min_z
01a83a014fad55e405a3e709,pcb1,evaluation,44.34588241577149,44.13987731933594,44.289371490478516,44.52751159667969,44.283626556396484,44.31725387573242,44.289371490478516,44.13987731933594,7.511973208317531,7.258253088520176,3.226245991723309,7.850191518198941,7.288440430707801,7.734571212728229,7.687466122869133,8.20402677641616
026cf1380d0117661cf5f72a,pcb1,evaluation,31.242979049682617,34.21207809448242,37.36112976074219,33.46717834472656,32.282958984375,33.713264846801756,33.46717834472656,31.242979049682617,-0.11977262654218715,1.0302757957244326,0.25902905595619435,0.8371614200244766,-0.16485535439812773,0.3886993051821259,0.6644692163647092,-0.09013973073562673
028a8ed694f12d95e23a969d,pcb1,calibration,30.461376190185547,31.45984649658203,33.10561752319336,30.614702224731445,30.81104278564453,31.290517044067382,30.81104278564453,30.461376190185547,-0.5750148122488288,-0.6962736144739279,-1.5635153173764094,-0.9715092979502383,-1.0790233983162851,-1.2896497552157806,-1.0592139191568364,-0.5927989068872059
04c892b9392b4664c9714d83,pcb1,evaluation,54.875972747802734,54.649169921875,56.080318450927734,55.11457443237305,55.48404312133789,55.24081573486328,55.11457443237305,54.649169921875,13.64519199096996,13.85101692364148,8.276055001650594,14.563134846996977,14.244721577061261,15.301825947942099,14.71241621840963,14.96269237921002
05f2009cb282964f76559f90,pcb1,evaluation,31.601306915283203,33.821414947509766,37.09504699707031,33.283050537109375,32.268951416015625,33.61395416259766,33.283050537109375,31.601306915283203,0.0889343385789121,0.7852022246970402,0.14507153058662942,0.7204114245844941,-0.173555082941223,0.3199022172915476,0.5449805872226076,0.14030567709059613
0602bbc2de6433225c631535,pcb1,evaluation,41.90795516967773,44.246150970458984,43.52797317504883,43.81425476074219,41.354698181152344,42.97020645141602,43.52797317504883,41.354698181152344,6.092009969160959,7.3249214276984995,2.9001554676714725,7.39793646003647,5.469360835087683,6.801409380381817,7.193361282762916,6.4128410942977885
06168d4eb3d6ca0eac1c2170,pcb1,calibration,31.23922348022461,32.7083740234375,37.18373489379883,31.76160430908203,31.941307067871094,32.96684875488281,31.941307067871094,31.23922348022461,-0.12196004644202822,0.08696151252382006,0.18305464945514954,-0.24429261704332778,-0.3770462824418904,-0.12837752185045156,-0.32573573680472756,-0.09255498731613225
074d2027ec2abd34f85d549a,pcb1,evaluation,28.80567741394043,30.672555923461914,40.45771408081055,29.39495277404785,34.18208694458008,32.70259742736816,30.672555923461914,28.80567741394043,-1.5393714808703365,-1.1901623103642887,1.5852295258533977,-1.744916338679798,1.0146425640488368,-0.311436594999774,-1.1490841323013687,-1.6576007723231498
0942c709f38c86da8143257b,pcb1,evaluation,30.25332260131836,31.24547004699707,35.72046661376953,30.262529373168945,32.30950927734375,31.95825958251953,31.24547004699707,30.25332260131836,-0.6961949862837019,-0.8307577664884956,-0.4436316861902128,-1.194811684189966,-0.1483656728458557,-0.8270737245063433,-0.7772949706137976,-0.7266009321800162
0951d912da15851a0b6aaf88,pcb1,evaluation,34.01776885986328,35.075035095214844,37.84677505493164,34.794918060302734,34.84587478637695,35.31607437133789,34.84587478637695,34.01776885986328,1.4963951787751855,1.5716320906589671,0.46702049128814105,1.6790418928604103,1.4269035565125943,1.4990393316867217,1.5591659487474672,1.6943644366067108
