scope,category,method,auroc,ap
all_source_fit,capsules,D_z,0.9468333333333334,0.9725918821848262
all_source_fit,capsules,dino_max,0.9496666666666667,0.9730220265553026
all_source_fit,capsules,dino_top1,0.9644999999999999,0.9771664328240988
all_source_fit,chewinggum,D_z,0.9909999999999999,0.9960316881939906
all_source_fit,chewinggum,dino_max,0.9954000000000001,0.9977212894307421
all_source_fit,chewinggum,dino_top1,0.9914,0.9959462002239257
all_source_fit,fryum,D_z,0.984,0.9919779086885728
all_source_fit,fryum,dino_max,0.9732,0.9880963305413538
all_source_fit,fryum,dino_top1,0.9492,0.9760880048756535
all_source_fit,macaroni1,D_z,0.9563999999999999,0.9504056665793419
all_source_fit,macaroni1,dino_max,0.8738,0.8615031110604938
all_source_fit,macaroni1,dino_top1,0.8314999999999999,0.826856462594813
all_source_fit,macaroni2,D_z,0.8292,0.8272645759779061
all_source_fit,macaroni2,dino_max,0.8286,0.8013184526671254
all_source_fit,macaroni2,dino_top1,0.8179000000000001,0.7972164768315997
all_source_fit,pcb2,D_z,0.9624999999999999,0.9688283370282473
all_source_fit,pcb2,dino_max,0.8701,0.8702888154785242
all_source_fit,pcb2,dino_top1,0.8869,0.852072996265989
all_source_fit,pcb3,D_z,0.985049504950495,0.9864242081134261
all_source_fit,pcb3,dino_max,0.9163366336633664,0.9273735012448757
all_source_fit,pcb3,dino_top1,0.9266336633663367,0.9147066903347307
all_source_fit,pcb4,D_z,0.9969306930693069,0.9966010519532534
all_source_fit,pcb4,dino_max,0.939009900990099,0.931251051831476
all_source_fit,pcb4,dino_top1,0.9738613861386138,0.971451150142829
tiny_only_plus_all_normal,capsules,D_z,0.8680555555555555,0.8411876028168932
tiny_only_plus_all_normal,capsules,dino_max,0.8805555555555555,0.8569545181287219
tiny_only_plus_all_normal,capsules,dino_top1,0.9217592592592593,0.8368590558765361
tiny_only_plus_all_normal,chewinggum,D_z,0.8066666666666666,0.26666666666666666
tiny_only_plus_all_normal,chewinggum,dino_max,0.9866666666666666,0.8666666666666667
tiny_only_plus_all_normal,chewinggum,dino_top1,0.9533333333333334,0.47619047619047616
tiny_only_plus_all_normal,fryum,D_z,0.963076923076923,0.952520302473579
tiny_only_plus_all_normal,fryum,dino_max,0.938974358974359,0.9396034603382131
tiny_only_plus_all_normal,fryum,dino_top1,0.8774358974358974,0.852581026469707
tiny_only_plus_all_normal,macaroni1,D_z,0.9535483870967743,0.9187378867205626
tiny_only_plus_all_normal,macaroni1,dino_max,0.8737096774193549,0.8008187735460817
tiny_only_plus_all_normal,macaroni1,dino_top1,0.8135483870967742,0.7000687065036482
tiny_only_plus_all_normal,macaroni2,D_z,0.8398507462686567,0.7906723348739646
tiny_only_plus_all_normal,macaroni2,dino_max,0.8267164179104478,0.7537332240703002
tiny_only_plus_all_normal,macaroni2,dino_top1,0.801044776119403,0.7158346969705958
tiny_only_plus_all_normal,pcb2,D_z,0.7166666666666666,0.25241390659578744
tiny_only_plus_all_normal,pcb2,dino_max,0.59,0.10592673446202618
tiny_only_plus_all_normal,pcb2,dino_top1,0.6655555555555556,0.14811333061578316
tiny_only_plus_all_normal,pcb3,D_z,0.8217821782178217,0.15001782531194296
tiny_only_plus_all_normal,pcb3,dino_max,0.7366336633663366,0.3938423645320197
tiny_only_plus_all_normal,pcb3,dino_top1,0.7584158415841584,0.14508690776562938
tiny_only_plus_all_normal,pcb4,D_z,0.9768976897689768,0.5138888888888888
tiny_only_plus_all_normal,pcb4,dino_max,0.8745874587458746,0.13741765480895915
tiny_only_plus_all_normal,pcb4,dino_top1,0.9438943894389439,0.32407407407407407
