image_id,dataset,category,original_split,role,path,width,height
000cfb9b37c105c1aadec1c4,VisA,capsules,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/VisA/capsules/Data/Images/Normal/061.JPG,1500,1000
0144b8b67f6a0bcbc35ca6f0,VisA,capsules,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/VisA/capsules/Data/Images/Normal/312.JPG,1500,1000
01473b2004c78157204535b4,VisA,capsules,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/VisA/capsules/Data/Images/Normal/302.JPG,1500,1000
01f44f2b391bc1d2a7fc9062,VisA,capsules,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/VisA/capsules/Data/Images/Normal/067.JPG,1500,1000
026d76c147cea4f1e46d1b91,VisA,capsules,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/VisA/capsules/Data/Images/Normal/089.JPG,1500,1000
02f15044fffe4e3e1fcaedcc,VisA,capsules,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/VisA/capsules/Data/Images/Normal/521.JPG,1500,1000
035b0501c5889682277f129b,VisA,capsules,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/VisA/capsules/Data/Images/Normal/495.JPG,1500,1000
042651ab4dbc81b79eb60df7,VisA,capsules,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/VisA/capsules/Data/Images/Normal/167.JPG,1500,1000
04b426bf6b073cdb78bda4a7,VisA,capsules,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/VisA/capsules/Data/Images/Normal/156.JPG,1500,1000
04cf1b3f02f50b676c0a35b7,VisA,capsules,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/VisA/capsules/Data/Images/Normal/161.JPG,1500,1000
06774020a6059cc0a7d26a8c,VisA,capsules,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/VisA/capsules/Data/Images/Normal/317.JPG,1500,1000
0747495ee7f541d027f129f5,VisA,capsules,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/VisA/capsules/Data/Images/Normal/150.JPG,1500,1000
08130b9e25ebeca7f1b28555,VisA,capsules,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/VisA/capsules/Data/Images/Normal/221.JPG,1500,1000
08ae73ad6502a5da069c55b9,VisA,capsules,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/VisA/capsules/Data/Images/Normal/360.JPG,1500,1000
0932df3d60bf9de16e01470d,VisA,capsules,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/VisA/capsules/Data/Images/Normal/143.JPG,1500,1000
0960af7f18835067ba62bee9,VisA,capsules,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/VisA/capsules/Data/Images/Normal/186.JPG,1500,1000
09703ea026f1c0ab7e0dc146,VisA,capsules,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/VisA/capsules/Data/Images/Normal/385.JPG,1500,1000
0aff688b8610f10875adbd29,VisA,capsules,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/VisA/capsules/Data/Images/Normal/077.JPG,1500,1000
0b06f13749e8a98f0c00ef46,VisA,capsules,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/VisA/capsules/Data/Images/Normal/049.JPG,1500,1000
0b67526592aa2d340201e2b8,VisA,capsules,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/VisA/capsules/Data/Images/Normal/256.JPG,1500,1000
0bf33d0c601add4ac072d784,VisA,capsules,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/VisA/capsules/Data/Images/Normal/231.JPG,1500,1000
0c4d27e5109d96d383c87948,VisA,capsules,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/VisA/capsules/Data/Images/Normal/137.JPG,1500,1000
0d5248854959d49c84a4a094,VisA,capsules,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/VisA/capsules/Data/Images/Normal/012.JPG,1500,1000
0de1c25260845def511b1526,VisA,capsules,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/VisA/capsules/Data/Images/Normal/209.JPG,1500,1000
0e5b31a170ecf2f6668d218a,VisA,capsules,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/VisA/capsules/Data/Images/Normal/081.JPG,1500,1000
0f4645457f48bb25459b1534,VisA,capsules,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/VisA/capsules/Data/Images/Normal/331.JPG,1500,1000
1026b1d80bb6b97e39b1750d,VisA,capsules,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/VisA/capsules/Data/Images/Normal/361.JPG,1500,1000
1051adfd82e2482a11c036ac,VisA,capsules,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/VisA/capsules/Data/Images/Normal/473.JPG,1500,1000
107aec798f06e4a1043af355,VisA,capsules,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/VisA/capsules/Data/Images/Normal/257.JPG,1500,1000
10df7f4aedbd9aa9617b93f1,VisA,capsules,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/VisA/capsules/Data/Images/Normal/499.JPG,1500,1000
111661c9ff13426e19521f9b,VisA,capsules,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/VisA/capsules/Data/Images/Normal/054.JPG,1500,1000
11608a54995692610d114199,VisA,capsules,train,normal_reference,/root/private_data/iad-vlm-anomaly/datasets/VisA/capsules/Data/Images/Normal/203.JPG,1500,1000
