image_id,category,split,conditional_top1pct,unconditional_top1pct,high_map_top1pct,D256_z,D512_z,conditional_top1pct_z,unconditional_top1pct_z,high_map_top1pct_z,fixed_multiscale
187ec13b1b510eb383f41998,fryum,calibration,2.1013334188429105,2.7216432094573975,3.3737213611602783,0.8683098360741096,-0.6089538590240422,-0.9466097790062139,-0.14197191247403698,-0.14197709417183363,0.1296779885250337
1f98dd2b529de9650d508502,fryum,calibration,2.1752049648046374,2.7926523685455322,3.3801755905151367,2.1433476921855474,0.1662154506916755,-0.7372143677336085,0.015405125563004593,0.015409606195714463,1.1547815714386114
217a0b17c65497c55f185785,fryum,calibration,2.162745500624428,2.135920524597168,3.320486068725586,-1.383732744717025,-1.4325615439874055,-0.772531817670327,-1.440104469430469,-1.4401223193784376,-1.408147144352215
2b5b9374be68900df24ecb5e,fryum,calibration,2.215157899967829,2.277085304260254,3.3333160877227783,-1.2258232680754726,-0.9820918876029509,-0.6239642498278766,-1.1272420840168633,-1.1272616748924982,-1.1039575778392117
2fba81ebd3e3930a429cd180,fryum,calibration,1.986129402767957,2.6848042011260986,3.370373487472534,0.0985818390690825,0.1189280399999405,-1.2731657216525072,-0.22361791546649398,-0.22361515876350407,0.1087549395345115
38571e483c7dc6bf66d971cb,fryum,calibration,2.3834097518926174,2.6783785820007324,3.3697893619537354,-0.2999140327859612,0.3774568050086662,-0.14703953852669585,-0.23785896434652887,-0.2378590882785014,0.0387713861113525
3c14e5eb31b02c627988fe3a,fryum,calibration,2.5911150743454687,2.897800922393799,3.3897318840026855,1.036063162615967,0.0,0.441719514127455,0.24844503437222804,0.24844029306107088,0.5180315813079835
3fe2f9167356a5a592763715,fryum,calibration,2.972522882120442,3.4939138889312744,3.4439117908477783,1.4859551883899376,2.9150868635673515,1.5228535791029147,1.569605490486091,1.5696199871404992,2.2005210259786443
46169b496645eb9d5932bbbc,fryum,calibration,2.579212043368703,2.461851119995117,3.350109100341797,-1.431726028775777,-0.3939383621521795,0.4079793231740698,-0.7177470669760355,-0.717763235958279,-0.9128321954639782
510797c4bd095a7ae7be3154,fryum,calibration,2.5560350825962566,2.8908402919769287,3.389099359512329,3.752391209469775,1.7652945469732324,0.34228218404136673,0.23301824419551406,0.23301615224340233,2.758842878221504
52f493974b2004efd5db4fe3,fryum,calibration,2.755216450411552,3.148063898086548,3.41247820854187,2.3463789900997325,0.5491781637792642,0.9068793356040633,0.8031008893440706,0.8031105360726304,1.4477785769394984
5af2b3138898c85544f9bf83,fryum,calibration,2.8276112607046135,2.991370439529419,3.3982362747192383,0.2616970073768671,-0.2151250618896618,1.1120888094002646,0.45582241563487536,0.4558202791018688,0.02328597274360264
5c9e7645e9d13d63d1be91c0,fryum,calibration,2.411038646061381,2.01473331451416,3.309471607208252,-1.0398797375447586,-1.141529199523588,-0.0687230015955082,-1.7086907252846566,-1.7087105053922527,-1.0907044685341734
5f2369df860435c0defe62cf,fryum,calibration,2.25008050675942,2.2870631217956543,3.3342230319976807,-0.955112151668315,-1.0350160461521452,-0.5249730412829071,-1.1051283258769256,-1.1051457941271718,-0.9950640989102301
6285dbc152b7d9c364c33d45,fryum,calibration,2.6677676337367786,2.9252169132232666,3.392223834991455,0.6744907594765952,1.0235287390918122,0.6589979532054331,0.3092068781540577,0.309206640526684,0.8490097492842037
6d19909d0afd736c1e2f6a11,fryum,calibration,2.3015679156518165,2.822315216064453,3.382871389389038,-0.6549417382764502,0.1255912950629951,-0.37902744044263253,0.08114666006671648,0.08114679436962258,-0.2646752216067275
6e4cc7b1731a4955bfbd3c17,fryum,calibration,2.3063952281283586,2.5957388877868652,3.362278699874878,-0.2406644747616531,-0.2549503502526408,-0.3653439975390466,-0.4210126654560301,-0.42100695259745896,-0.24780741250714694
6ee4b1e9a1fabfc3b5fbba22,fryum,calibration,3.2193051238367096,3.915074348449707,3.4821901321411133,3.359641759286142,2.274337874620784,2.2223796053448233,2.5030200881024913,2.5030392228802287,2.8169898169534626
