image_id,category,split,D,contrast,standardized_contrast,D_z,contrast_z,standardized_contrast_z
72e8307b91629e381b32e1f7,capsules,calibration,35.4036865234375,2.6273326873779297,1.8818786144256592,-1.602202349433299,-0.6968842625272532,1.7901725140104643
146c618853c1f49e4fe5f1b4,capsules,calibration,37.034088134765625,2.9892311096191406,1.8534343242645264,-0.7017323983795547,-0.20596330639452098,1.4821799600464414
bd343a1cb20ef01c899108f1,capsules,calibration,39.45497131347656,3.144256591796875,1.7689175605773926,0.6353201059202283,0.0043312217338880975,0.5670390388522445
7a5f1986d4406c07d967f00c,capsules,calibration,38.20901870727539,4.375667572021484,1.8003991842269897,-0.05281886212661996,1.6747597692263794,0.9079196027842873
d1030e038c3741196d8f5d0c,capsules,calibration,37.64781951904297,3.128419876098633,1.7331286668777466,-0.36276887815205655,-0.017151534572248626,0.17951969097403014
e2f3f664d80eb941b4e4de69,capsules,calibration,39.51317596435547,3.011598587036133,1.6728806495666504,0.6674665039388947,-0.17562146811895007,-0.4728411384858171
bc70c0d0dd37ae5fd11655eb,capsules,calibration,37.53092575073242,2.5994796752929688,1.7012510299682617,-0.42732924481125145,-0.7346673156813559,-0.16564887362969385
c976f9a42b2d350291b2f1db,capsules,calibration,37.38115310668945,2.9273414611816406,1.6975704431533813,-0.5100485972171291,-0.28991759720766375,-0.2055019804142074
f8124e6185eca2b16c950de2,capsules,calibration,40.80696487426758,3.8053245544433594,1.7560088634490967,1.382025437325504,0.9010804097555583,0.42726467379093813
76c4de8e25f76c4fa2e367c3,capsules,calibration,38.40028762817383,3.6317710876464844,1.859300971031189,0.05281886212661996,0.6656523762968093,1.5457035533804095
37cc53368a48db45ad355685,capsules,calibration,36.84926223754883,2.6917552947998047,1.7952343225479126,-0.8038116440475589,-0.6094939726325075,0.8519948836087138
41ed1c93e75bc8c689a7f654,capsules,calibration,37.83493423461914,3.1378707885742188,1.6304776668548584,-0.25942551930990115,-0.0043312217338880975,-0.9319773259988545
7ae51c37ab854853cc53cff5,capsules,calibration,38.04253005981445,3.2296295166015625,1.7740999460220337,-0.1447704544143823,0.1201409498156272,0.6231535039937232
812cff0db57e7df870a3a293,capsules,calibration,38.52004623413086,2.4914283752441406,1.6779917478561401,0.11896147710879415,-0.8812406198777483,-0.41749856509679634
bd70d35697b0c19b8306c9bc,capsules,calibration,39.489845275878906,4.267951965332031,1.8054797649383545,0.6545809769837129,1.5286418384022475,0.9629317342190786
af20d253bd55a6fe9c5ece4c,capsules,calibration,37.86164855957031,3.1306819915771484,1.613365650177002,-0.24467121171226577,-0.014082939006901383,-1.117264907099738
602b3ef46a76603da33ba00e,capsules,calibration,37.449031829833984,2.562366485595703,1.5443826913833618,-0.47255921418238334,-0.7850119468032165,-1.8642070012244742
a0db12097d461aeab2d32e07,capsules,calibration,38.20444488525391,2.8160762786865234,1.6722866296768188,-0.055344981619628295,-0.44085058397371046,-0.4792731394933388
